Well;;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66;Sample X67;Sample X68;Sample X69;Sample X70;Sample X71;Sample X72;Sample X73;Sample X74;Sample X75;Sample X76;Sample X77;Sample X78;Sample X79;Sample X80;Sample X81;Sample X82;Sample X83;Sample X84;Sample X85;Sample X86;Sample X87;Sample X88
Blank corrected based on Raw Data (600);35,67;0,216;0,003;0,009;0,077;-0,013;0,184;-0,014;0,008;0,159;-0,014;-0,016;0,236;-0,017;-0,02;0,286;-0,021;0,227;-0,012;-0,022;0,257;-0,019;-0,017;-0,016;-0,02;-0,022;-0,022;-0,022;-0,01;-0,021;-0,021;-0,004;-0,02;-0,017;0,115;-0,018;-0,021;-0,012;-0,018;0,22;-0,016;-0,02;-0,003;-0,02;0,005;0,504;0,048;-0,018;0,811;-0,002;0,605;0,037;-0,014;0,738;0,015;-0,014;0,199;0,007;-0,008;0,145;-0,014;0,202;-0,013;-0,011;0,158;-0,003;-0,011;-0,008;-0,016;-0,021;-0,015;-0,02;-0,005;-0,01;-0,013;0,008;0,096;0,001;0,371;0,321;1,041;1,006;0,171;0,398;0,43;0,941;0,95;0,015;-0,009
Blank corrected based on Raw Data (600);35,83;0,215;0,004;0,009;0,08;-0,012;0,184;-0,014;0,01;0,158;-0,017;-0,016;0,234;-0,016;-0,019;0,291;-0,02;0,227;-0,012;-0,02;0,265;-0,018;-0,015;-0,016;-0,02;-0,023;-0,02;-0,022;-0,009;-0,019;-0,02;-0,004;-0,019;-0,017;0,13;-0,017;-0,022;-0,01;-0,017;0,248;-0,017;-0,018;-0,002;-0,019;0,009;0,518;0,04;-0,015;0,814;0,00035;0,608;0,038;-0,014;0,743;0,015;-0,012;0,197;0,007;-0,007;0,149;-0,014;0,202;-0,012;-0,01;0,162;0,026;-0,014;-0,008;-0,015;-0,021;-0,015;-0,018;-0,005;-0,01;-0,011;0,011;0,143;-0,006;0,37;0,322;1,048;1,008;0,088;0,387;0,426;0,944;0,953;0,018;-0,007
Blank corrected based on Raw Data (600);36,00;0,216;0,005;0,009;0,08;-0,013;0,186;-0,014;0,009;0,159;-0,015;-0,015;0,234;-0,016;-0,02;0,295;-0,021;0,225;-0,013;-0,021;0,269;-0,019;-0,014;-0,016;-0,02;-0,023;-0,02;-0,022;-0,01;-0,021;-0,021;-0,004;-0,02;-0,017;0,128;-0,017;-0,023;-0,01;-0,019;0,275;-0,018;-0,021;-0,002;-0,019;0,019;0,52;0,039;-0,016;0,815;0,002;0,615;0,036;-0,014;0,736;0,017;-0,014;0,2;0,008;-0,006;0,149;-0,014;0,202;-0,012;-0,01;0,164;0,007;-0,01;-0,009;-0,016;-0,022;-0,016;-0,017;-0,006;-0,011;-0,013;0,007;0,282;0;0,375;0,32;1,054;1,008;0,079;0,391;0,429;0,945;0,952;0,019;-0,007
Blank corrected based on Raw Data (600);36,17;0,22;0,004;0,009;0,092;-0,012;0,187;-0,014;0,009;0,16;-0,017;-0,015;0,234;-0,015;-0,02;0,304;-0,02;0,227;-0,012;-0,021;0,274;-0,018;-0,016;-0,016;-0,02;-0,021;-0,02;-0,022;-0,01;-0,02;-0,021;-0,005;-0,021;-0,016;0,145;-0,018;-0,021;-0,011;-0,019;0,268;-0,016;-0,02;-0,003;-0,02;0,022;0,523;0,039;-0,015;0,817;1,3878E-17;0,619;0,037;-0,014;0,735;0,019;-0,013;0,195;0,007;-0,007;0,154;-0,012;0,201;-0,012;-0,011;0,168;0,072;-0,015;-0,009;-0,016;-0,022;-0,016;-0,016;-0,006;-0,011;-0,013;0,007;0,218;-0,008;0,372;0,321;1,076;1,013;0,06;0,39;0,428;0,945;0,959;0,022;-0,007
Blank corrected based on Raw Data (600);36,33;0,222;0,005;0,011;0,104;-0,012;0,188;-0,013;0,01;0,158;-0,016;-0,014;0,233;-0,016;-0,021;0,306;-0,02;0,225;-0,013;-0,021;0,278;-0,018;-0,016;-0,017;-0,02;-0,022;-0,019;-0,022;-0,01;-0,02;-0,021;-0,006;-0,02;-0,016;0,155;-0,016;-0,02;-0,011;-0,018;0,26;-0,017;-0,019;0,00065;-0,019;0,005;0,516;0,04;-0,015;0,81;0,00035;0,621;0,033;-0,014;0,734;0,02;-0,012;0,197;0,008;-0,007;0,157;-0,013;0,202;-0,012;-0,01;0,168;0,28;-0,016;-0,007;-0,016;-0,021;-0,015;-0,019;-0,006;-0,011;-0,013;0,009;0,036;-0,007;0,37;0,32;1,059;0,996;0,093;0,39;0,424;0,942;0,95;0,023;-0,003
Blank corrected based on Raw Data (600);36,50;0,224;0,004;0,009;0,099;-0,011;0,19;-0,013;0,01;0,168;-0,014;-0,015;0,235;-0,016;-0,019;0,309;-0,012;0,226;-0,013;-0,02;0,284;-0,018;-0,016;-0,015;-0,02;-0,023;-0,02;-0,022;-0,009;-0,02;-0,021;-0,005;-0,019;-0,018;0,158;-0,017;-0,021;-0,011;-0,018;0,268;-0,018;-0,02;-0,002;-0,02;0,004;0,503;0,042;-0,016;0,811;0,003;0,622;0,034;-0,015;0,736;0,026;-0,014;0,198;0,008;-0,006;0,16;-0,012;0,201;-0,012;-0,01;0,172;0,016;-0,014;-0,008;-0,016;-0,021;-0,015;-0,019;-0,005;-0,01;-0,011;0,013;0,273;-0,008;0,372;0,321;1,074;0,999;0,067;0,393;0,427;0,96;0,957;0,025;-0,002
Blank corrected based on Raw Data (600);36,67;0,226;0,005;0,009;0,105;-0,012;0,191;-0,013;0,01;0,158;-0,012;-0,013;0,234;-0,016;-0,02;0,315;-0,022;0,226;-0,013;-0,021;0,29;-0,018;-0,015;-0,016;-0,021;-0,022;-0,021;-0,022;-0,011;-0,021;-0,021;-0,005;-0,02;-0,018;0,156;-0,017;-0,021;-0,011;-0,019;0,258;-0,018;-0,019;-0,003;-0,019;0,017;0,502;0,039;-0,016;0,811;0,003;0,623;0,033;-0,014;0,737;0,019;-0,013;0,196;0,007;-0,006;0,164;-0,012;0,2;-0,011;-0,011;0,177;0,163;-0,011;-0,008;-0,014;-0,022;-0,015;-0,013;-0,006;-0,011;-0,013;0,011;0,177;-0,007;0,374;0,319;1,076;1;0,071;0,387;0,424;0,946;0,957;0,027;-0,005
Blank corrected based on Raw Data (600);36,83;0,23;0,005;0,01;0,108;-0,012;0,191;-0,013;0,01;0,162;-0,011;-0,014;0,235;-0,016;-0,02;0,321;-0,02;0,224;-0,013;-0,021;0,293;-0,018;-0,015;-0,016;-0,02;-0,022;-0,021;-0,021;-0,01;-0,021;-0,021;-0,006;-0,02;-0,016;0,173;-0,018;-0,021;-0,011;-0,018;0,291;-0,016;-0,019;-0,002;-0,02;0,029;0,51;0,041;-0,016;0,808;0,006;0,624;0,033;-0,014;0,736;0,02;-0,012;0,197;0,008;-0,007;0,165;-0,013;0,201;-0,012;-0,01;0,179;0,106;-0,012;-0,007;-0,015;-0,022;-0,015;-0,014;-0,006;-0,01;-0,012;0,013;0,01;-0,008;0,372;0,321;1,094;0,996;0,229;0,392;0,432;0,957;0,958;0,029;-0,004
Blank corrected based on Raw Data (600);37,00;0,235;0,002;0,011;0,108;-0,012;0,196;-0,014;0,01;0,166;0;-0,011;0,236;-0,015;-0,018;0,325;-0,02;0,226;-0,013;-0,021;0,302;-0,019;-0,006;-0,016;-0,02;-0,021;-0,021;-0,021;-0,011;-0,02;-0,02;-0,006;-0,02;-0,017;0,193;-0,018;-0,021;-0,009;-0,018;0,318;-0,017;-0,02;-0,003;-0,018;0,015;0,487;0,04;-0,016;0,793;0,008;0,594;0,035;-0,013;0,736;0,023;-0,012;0,2;0,011;-0,007;0,167;-0,013;0,2;-0,011;-0,01;0,187;-0,001;-0,012;-0,007;-0,014;-0,021;-0,015;-0,013;-0,001;-0,007;-0,013;0,01;0,283;0,006;0,378;0,318;1,07;0,986;0,082;0,403;0,433;0,988;0,962;0,035;-0,002
Blank corrected based on Raw Data (600);37,17;0,231;0,006;0,011;0,109;-0,012;0,195;-0,013;0,011;0,158;-0,012;-0,009;0,231;-0,016;-0,021;0,328;-0,02;0,224;-0,012;-0,021;0,303;-0,02;-0,014;-0,016;-0,021;-0,022;-0,02;-0,022;-0,01;-0,021;-0,02;-0,006;-0,02;-0,016;0,186;-0,017;-0,021;-0,011;-0,019;0,3;-0,017;-0,02;-0,002;-0,019;0,006;0,517;0,042;-0,014;0,808;0,009;0,625;0,032;-0,014;0,732;0,024;-0,013;0,194;0,008;-0,006;0,172;-0,013;0,2;-0,012;-0,011;0,185;-0,01;-0,015;-0,008;-0,015;-0,022;-0,015;-0,017;-0,005;-0,009;-0,013;0,009;0,279;-0,008;0,37;0,32;1,077;0,991;0,091;0,387;0,423;0,962;0,951;0,035;-0,003
Blank corrected based on Raw Data (600);37,33;0,234;0,005;0,01;0,119;-0,012;0,197;-0,014;0,012;0,167;-0,016;-0,013;0,233;-0,016;-0,02;0,336;-0,022;0,225;-0,014;-0,022;0,31;-0,018;-0,009;-0,016;-0,021;-0,024;-0,021;-0,024;-0,011;-0,02;-0,021;-0,006;-0,021;-0,017;0,21;-0,018;-0,021;-0,011;-0,018;0,32;-0,017;-0,019;-0,001;-0,019;0,014;0,531;0,039;-0,016;0,814;0,009;0,626;0,037;-0,014;0,741;0,029;-0,015;0,196;0,006;-0,006;0,176;-0,011;0,202;-0,013;-0,01;0,188;-0,004;-0,008;-0,009;-0,015;-0,021;-0,015;-0,019;-0,005;-0,011;-0,012;0,01;0,246;-0,006;0,375;0,322;1,092;0,994;0,097;0,392;0,429;0,965;0,963;0,039;-0,001
Blank corrected based on Raw Data (600);37,50;0,237;0,002;0,01;0,111;-0,013;0,2;-0,014;0,011;0,169;-0,004;-0,013;0,234;-0,015;-0,019;0,337;-0,02;0,225;-0,013;-0,021;0,314;-0,019;-0,014;-0,015;-0,021;-0,023;-0,021;-0,022;-0,013;-0,021;-0,021;-0,005;-0,02;-0,017;0,223;-0,019;-0,022;-0,009;-0,019;0,308;-0,017;-0,02;-0,003;-0,019;0,012;0,479;0,036;-0,015;0,796;0,01;0,59;0,037;-0,014;0,739;0,028;-0,013;0,196;0,009;-0,008;0,177;-0,011;0,199;-0,012;-0,01;0,196;-0,012;-0,013;-0,008;-0,014;-0,021;-0,015;-0,016;-0,003;-0,008;-0,013;0,008;0,304;-0,009;0,378;0,315;1,067;0,96;0,101;0,397;0,429;0,983;0,944;0,041;-0,009
Blank corrected based on Raw Data (600);37,67;0,239;0,002;0,012;0,123;-0,012;0,202;-0,012;0,012;0,175;-0,013;-0,011;0,235;-0,015;-0,018;0,343;-0,02;0,225;-0,012;-0,02;0,319;-0,018;-0,011;-0,016;-0,019;-0,022;-0,02;-0,021;-0,011;-0,019;-0,02;-0,006;-0,019;-0,008;0,207;-0,018;-0,022;-0,008;-0,019;0,292;-0,016;-0,02;-0,003;-0,019;0,015;0,517;0,036;-0,015;0,793;0,013;0,6;0,037;-0,012;0,744;0,031;-0,013;0,194;0,012;-0,005;0,182;-0,011;0,201;-0,011;-0,011;0,2;0,137;-0,014;-0,008;-0,015;-0,021;-0,014;-0,016;-0,002;-0,006;-0,012;0,012;0,234;-0,008;0,373;0,318;1,098;0,961;0,107;0,392;0,433;0,985;0,947;0,044;-0,007
Blank corrected based on Raw Data (600);37,83;0,238;0,004;0,012;0,123;-0,011;0,201;-0,014;0,012;0,171;-0,016;-0,013;0,234;-0,016;-0,02;0,343;-0,021;0,224;-0,013;-0,022;0,318;-0,018;-0,014;-0,016;-0,021;-0,022;-0,02;-0,022;-0,011;-0,02;-0,021;-0,005;-0,02;-0,013;0,22;-0,017;-0,021;-0,011;-0,018;0,226;-0,016;-0,018;-0,002;-0,018;0,005;0,463;0,043;-0,016;0,805;0,012;0,63;0,035;-0,013;0,736;0,033;-0,013;0,192;0,006;-0,006;0,186;-0,01;0,198;-0,012;-0,01;0,196;-0,006;-0,011;-0,009;-0,016;-0,022;-0,015;-0,02;-0,007;-0,011;-0,014;0,01;0,123;-0,009;0,366;0,319;1,092;0,96;0,135;0,384;0,424;0,953;0,944;0,049;-0,007
Blank corrected based on Raw Data (600);38,00;0,244;0,002;0,011;0,128;-0,014;0,201;-0,013;0,011;0,178;-0,015;-0,009;0,229;-0,016;-0,019;0,344;-0,02;0,226;-0,013;-0,022;0,323;-0,018;-0,008;-0,017;-0,022;-0,023;-0,021;-0,023;-0,012;-0,021;-0,021;-0,008;-0,02;-0,018;0,22;-0,019;-0,022;-0,01;-0,019;0,228;-0,018;-0,021;-0,004;-0,019;0,004;0,443;0,037;-0,016;0,787;0,013;0,591;0,035;-0,014;0,723;0,036;-0,014;0,194;0,01;-0,006;0,187;-0,011;0,197;-0,014;-0,011;0,205;0,003;-0,01;-0,008;-0,016;-0,021;-0,014;-0,022;-0,004;-0,009;-0,014;0,01;0,265;-0,009;0,375;0,315;1,084;0,94;0,107;0,39;0,428;0,973;0,934;0,051;-0,005
Blank corrected based on Raw Data (600);38,17;0,247;0,005;0,014;0,12;-0,011;0,206;-0,013;0,013;0,176;-0,014;-0,012;0,232;-0,016;-0,019;0,351;-0,021;0,223;-0,012;-0,021;0,327;-0,018;-0,016;-0,015;-0,02;-0,023;-0,021;-0,021;-0,01;-0,02;-0,021;-0,006;-0,019;-0,015;0,244;-0,017;-0,02;-0,009;-0,018;0,231;-0,016;-0,019;-0,0007625;-0,019;0,009;0,441;0,043;-0,015;0,815;0,014;0,628;0,037;-0,012;0,732;0,037;-0,013;0,198;0,007;-0,007;0,194;-0,009;0,199;-0,012;-0,01;0,203;0,013;-0,009;-0,008;-0,016;-0,021;-0,016;-0,019;-0,005;-0,01;-0,012;0,013;0,006;-0,008;0,372;0,321;1,105;0,953;0,108;0,389;0,426;0,962;0,939;0,06;-0,001
Blank corrected based on Raw Data (600);38,33;0,244;0,004;0,012;0,108;-0,011;0,207;-0,012;0,013;0,173;-0,011;-0,015;0,23;-0,015;-0,02;0,362;-0,022;0,223;-0,014;-0,021;0,332;-0,018;-0,015;-0,017;-0,021;-0,023;-0,021;-0,021;-0,011;-0,021;-0,02;-0,007;-0,019;-0,017;0,251;-0,019;-0,022;-0,01;-0,018;0,233;-0,017;-0,02;-0,002;-0,018;0,019;0,433;0,045;-0,015;0,826;0,016;0,624;0,035;-0,014;0,743;0,037;-0,013;0,195;0,006;-0,006;0,193;-0,008;0,198;-0,013;-0,01;0,206;-0,002;-0,011;-0,008;-0,016;-0,022;-0,015;-0,019;-0,006;-0,011;-0,012;0,01;-0,004;-0,008;0,37;0,32;1,095;0,933;0,141;0,39;0,422;0,963;0,94;0,06;1,3878E-17
Blank corrected based on Raw Data (600);38,50;0,252;0,002;0,012;0,112;-0,012;0,21;-0,013;0,013;0,178;-0,006;-0,012;0,233;-0,016;-0,019;0,362;-0,02;0,225;-0,013;-0,021;0,34;-0,019;-0,014;-0,016;-0,019;-0,022;-0,021;-0,021;-0,011;-0,021;-0,021;-0,005;-0,02;-0,016;0,241;-0,018;-0,021;-0,005;-0,018;0,236;-0,017;-0,02;-0,004;-0,018;0,025;0,439;0,037;-0,015;0,786;0,02;0,592;0,036;-0,013;0,723;0,037;-0,014;0,194;0,009;-0,005;0,201;-0,009;0,2;-0,012;-0,01;0,216;-0,003;-0,01;-0,008;-0,014;-0,021;-0,013;-0,012;-0,003;-0,007;-0,013;0,01;0,11;-0,009;0,379;0,315;1,096;0,919;0,125;0,395;0,429;0,997;0,93;0,068;-0,006
Blank corrected based on Raw Data (600);38,67;0,249;0,005;0,014;0,109;-0,012;0,21;-0,013;0,013;0,18;-0,015;-0,014;0,231;-0,015;-0,02;0,362;-0,02;0,22;-0,013;-0,021;0,339;-0,018;-0,015;-0,017;-0,02;-0,022;-0,02;-0,022;-0,011;-0,021;-0,02;-0,006;-0,018;-0,017;0,243;-0,018;-0,021;-0,011;-0,018;0,23;-0,017;-0,02;-0,001;-0,018;0,005;0,429;0,043;-0,014;0,809;0,019;0,627;0,032;-0,014;0,73;0,043;-0,012;0,192;0,006;-0,006;0,207;-0,008;0,198;-0,013;-0,009;0,212;-0,009;-0,013;-0,008;-0,016;-0,022;-0,014;-0,018;-0,006;-0,01;-0,012;0,011;0,08;-0,007;0,37;0,318;1,097;0,926;0,108;0,386;0,424;0,979;0,936;0,079;-0,006
Blank corrected based on Raw Data (600);38,83;0,248;0,004;0,012;0,118;-0,013;0,209;-0,014;0,013;0,177;-0,009;-0,014;0,23;-0,017;-0,021;0,37;-0,021;0,22;-0,01;-0,021;0,344;-0,019;-0,014;-0,016;-0,021;-0,022;-0,021;-0,022;-0,011;-0,021;-0,021;-0,007;-0,02;-0,017;0,264;-0,018;-0,021;-0,009;-0,019;0,232;-0,018;-0,02;-0,002;-0,019;0,004;0,41;0,044;-0,015;0,802;0,022;0,63;0,034;-0,014;0,727;0,043;-0,014;0,194;0,005;-0,005;0,209;-0,006;0,198;-0,013;-0,009;0,213;-0,003;-0,016;-0,008;-0,016;-0,021;-0,015;-0,02;-0,007;-0,012;-0,013;0,011;-0,011;0,003;0,368;0,318;1,097;0,916;0,163;0,387;0,425;0,973;0,93;0,084;-0,007
Blank corrected based on Raw Data (600);39,00;0,255;-0,002;0,013;0,114;-0,015;0,211;-0,017;0,013;0,174;-0,015;-0,016;0,232;-0,014;-0,021;0,377;-0,022;0,22;-0,016;-0,022;0,351;-0,019;-0,017;-0,016;-0,02;-0,023;-0,021;-0,022;-0,011;-0,021;-0,021;-0,013;-0,02;-0,018;0,268;-0,018;-0,022;-0,009;-0,02;0,232;-0,018;-0,021;-0,003;-0,017;0,018;0,385;0,025;-0,014;0,827;0,018;0,629;0,047;-0,012;0,73;0,05;-0,014;0,194;0,002;-0,009;0,216;-0,004;0,199;-0,015;-0,009;0,207;0,051;-0,009;-0,011;-0,017;-0,023;-0,015;-0,02;-0,007;-0,014;-0,014;0,015;0,187;-0,008;0,367;0,321;1,098;0,922;0,135;0,389;0,43;0,961;0,938;0,087;-0,002
Blank corrected based on Raw Data (600);39,17;0,254;0,003;0,013;0,11;-0,013;0,213;-0,014;0,013;0,18;-0,013;-0,016;0,229;-0,017;-0,02;0,37;-0,021;0,22;-0,013;-0,022;0,347;-0,018;-0,018;-0,016;-0,02;-0,022;-0,021;-0,022;-0,01;-0,021;-0,021;-0,006;-0,02;-0,017;0,253;-0,018;-0,021;-0,01;-0,018;0,229;-0,018;-0,02;-0,002;-0,018;0,005;0,409;0,045;-0,015;0,804;0,024;0,624;0,033;-0,013;0,727;0,044;-0,014;0,191;0,007;-0,005;0,22;-0,005;0,197;-0,012;-0,009;0,222;-0,009;-0,013;-0,009;-0,016;-0,022;-0,015;-0,019;-0,008;-0,01;-0,014;0,011;0,148;-0,008;0,365;0,315;1,098;0,9;0,152;0,383;0,421;0,978;0,927;0,101;-0,005
Blank corrected based on Raw Data (600);39,33;0,26;0,002;0,013;0,113;-0,012;0,218;-0,012;0,013;0,192;-0,005;-0,011;0,231;-0,017;-0,019;0,36;-0,02;0,221;-0,012;-0,022;0,35;-0,018;-0,012;-0,016;-0,02;-0,021;-0,021;-0,022;-0,013;-0,021;-0,021;-0,008;-0,019;-0,015;0,25;-0,018;-0,022;-0,008;-0,019;0,228;-0,017;-0,02;-0,003;-0,019;0,01;0,412;0,039;-0,015;0,784;0,031;0,594;0,034;-0,013;0,726;0,051;-0,012;0,195;0,009;-0,006;0,22;-0,007;0,197;-0,012;-0,01;0,232;0,255;-0,011;-0,007;-0,015;-0,021;-0,013;-0,02;-0,005;-0,008;-0,014;0,011;0,11;-0,009;0,373;0,314;1,102;0,88;0,176;0,388;0,43;0,995;0,907;0,11;-0,0009625
Blank corrected based on Raw Data (600);39,50;0,259;0,004;0,015;0,114;-0,011;0,215;-0,013;0,015;0,184;-0,003;-0,015;0,229;-0,016;-0,02;0,368;-0,019;0,221;-0,012;-0,021;0,35;-0,019;-0,016;-0,016;-0,02;-0,023;-0,02;-0,021;-0,01;-0,02;-0,021;-0,005;-0,02;-0,018;0,242;-0,017;-0,021;-0,009;-0,017;0,225;-0,017;-0,02;-0,000025;-0,018;0,008;0,411;0,043;-0,015;0,8;0,029;0,625;0,038;-0,012;0,728;0,05;-0,013;0,191;0,006;-0,004;0,229;-0,007;0,196;-0,012;-0,009;0,23;-0,007;-0,01;-0,009;-0,016;-0,021;-0,015;-0,019;-0,006;-0,011;-0,013;0,012;0,077;-0,007;0,363;0,319;1,117;0,887;0,156;0,381;0,418;0,98;0,914;0,105;-0,008
Blank corrected based on Raw Data (600);39,67;0,26;0,004;0,015;0,117;-0,012;0,219;-0,014;0,015;0,186;-0,015;-0,014;0,231;-0,016;-0,02;0,37;-0,022;0,22;-0,013;-0,022;0,35;-0,019;-0,012;-0,017;-0,022;-0,022;-0,021;-0,021;-0,011;-0,021;-0,022;-0,006;-0,02;-0,018;0,246;-0,018;-0,023;-0,009;-0,018;0,226;-0,018;-0,021;-0,00015;-0,018;0,029;0,411;0,045;-0,016;0,802;0,031;0,622;0,037;-0,013;0,727;0,054;-0,014;0,193;0,006;-0,006;0,233;-0,007;0,197;-0,013;-0,01;0,235;-0,008;-0,01;-0,01;-0,016;-0,022;-0,015;-0,014;-0,007;-0,011;-0,013;0,012;0,145;-0,009;0,364;0,318;1,13;0,885;0,175;0,384;0,426;0,988;0,921;0,152;-0,005
Blank corrected based on Raw Data (600);39,83;0,262;0,004;0,014;0,12;-0,012;0,219;-0,014;0,014;0,196;-0,016;-0,014;0,228;-0,016;-0,021;0,365;-0,02;0,218;-0,013;-0,022;0,348;-0,019;-0,017;-0,017;-0,02;-0,023;-0,02;-0,023;-0,011;-0,021;-0,021;-0,006;-0,02;-0,017;0,212;-0,019;-0,021;-0,01;-0,018;0,223;-0,018;-0,021;-0,0009625;-0,017;0,007;0,412;0,046;-0,015;0,817;0,035;0,623;0,035;-0,014;0,73;0,055;-0,015;0,19;0,005;-0,006;0,24;-0,007;0,195;-0,013;-0,01;0,238;-0,007;-0,013;-0,009;-0,016;-0,022;-0,016;-0,02;-0,007;-0,011;-0,014;0,012;0,036;-0,002;0,362;0,317;1,12;0,876;0,223;0,382;0,42;0,985;0,908;0,121;-0,007
Blank corrected based on Raw Data (600);40,00;0,267;0,001;0,015;0,117;-0,012;0,223;-0,014;0,015;0,207;-0,011;-0,014;0,231;-0,015;-0,018;0,362;-0,019;0,22;-0,013;-0,021;0,349;-0,019;-0,015;-0,016;-0,02;-0,021;-0,02;-0,022;-0,011;-0,021;-0,021;-0,007;-0,019;-0,015;0,223;-0,018;-0,022;-0,007;-0,018;0,224;-0,016;-0,02;-0,002;-0,017;0,001;0,415;0,042;-0,014;0,785;0,04;0,593;0,036;-0,012;0,719;0,055;-0,013;0,19;0,009;-0,004;0,242;-0,007;0,198;-0,012;-0,009;0,246;0,121;-0,017;-0,007;-0,014;-0,022;-0,014;-0,019;-0,003;-0,007;-0,012;0,011;0,101;-0,008;0,37;0,314;1,134;0,861;0,195;0,384;0,428;1,01;0,905;0,143;-0,007
Blank corrected based on Raw Data (600);40,17;0,268;0,0008625;0,014;0,119;-0,014;0,224;-0,013;0,014;0,205;-0,006;-0,016;0,228;-0,017;-0,02;0,365;-0,02;0,22;-0,013;-0,022;0,35;-0,019;-0,017;-0,017;-0,021;-0,024;-0,022;-0,023;-0,013;-0,021;-0,021;-0,007;-0,02;-0,018;0,226;-0,018;-0,021;-0,008;-0,019;0,222;-0,018;-0,022;-0,003;-0,017;0,004;0,415;0,041;-0,015;0,781;0,043;0,588;0,036;-0,013;0,723;0,058;-0,015;0,19;0,009;-0,005;0,24;-0,007;0,195;-0,013;-0,01;0,251;-0,006;-0,013;-0,009;-0,015;-0,023;-0,015;-0,02;-0,004;-0,008;-0,013;0,01;0,122;-0,009;0,369;0,316;1,121;0,851;0,215;0,386;0,425;1,013;0,899;0,121;-0,008
Blank corrected based on Raw Data (600);40,33;0,271;0,002;0,015;0,117;-0,013;0,225;-0,013;0,015;0,211;-0,005;-0,014;0,227;-0,016;-0,02;0,367;-0,02;0,218;-0,012;-0,022;0,348;-0,019;-0,017;-0,017;-0,021;-0,023;-0,021;-0,023;-0,012;-0,021;-0,021;-0,007;-0,02;-0,017;0,226;-0,019;-0,022;-0,007;-0,018;0,221;-0,018;-0,021;-0,003;-0,018;0,012;0,413;0,043;-0,015;0,773;0,046;0,591;0,035;-0,012;0,72;0,061;-0,013;0,188;0,009;-0,005;0,243;-0,007;0,196;-0,013;-0,009;0,251;0,201;-0,009;-0,008;-0,015;-0,022;-0,015;-0,018;-0,004;-0,01;-0,013;0,011;-0,006;-0,008;0,364;0,313;1,115;0,837;0,198;0,381;0,425;1,008;0,881;0,149;-0,002
Blank corrected based on Raw Data (600);40,50;0,272;0,006;0,015;0,13;-0,012;0,225;-0,013;0,017;0,21;-0,008;-0,015;0,23;-0,016;-0,02;0,366;-0,02;0,219;-0,013;-0,021;0,349;-0,018;-0,014;-0,017;-0,02;-0,023;-0,02;-0,022;-0,01;-0,021;-0,02;-0,006;-0,018;-0,016;0,227;-0,018;-0,02;-0,008;-0,018;0,22;-0,017;-0,019;0,0004125;-0,017;0,02;0,416;0,049;-0,014;0,795;0,046;0,619;0,035;-0,011;0,725;0,068;-0,014;0,19;0,007;-0,003;0,252;-0,006;0,196;-0,012;-0,008;0,253;-0,005;-0,009;-0,009;-0,016;-0,02;-0,015;-0,018;-0,007;-0,011;-0,011;0,012;-0,005;-0,007;0,357;0,318;1,121;0,852;0,223;0,379;0,42;1;0,896;0,17;-0,006
Blank corrected based on Raw Data (600);40,67;0,273;0,003;0,016;0,124;-0,012;0,226;-0,014;0,015;0,218;-0,009;-0,015;0,228;-0,015;-0,019;0,363;-0,02;0,221;-0,012;-0,022;0,35;-0,018;-0,017;-0,015;-0,02;-0,023;-0,021;-0,023;-0,012;-0,021;-0,02;-0,007;-0,02;-0,018;0,227;-0,019;-0,022;-0,007;-0,019;0,218;-0,017;-0,021;-0,002;-0,018;0,015;0,41;0,047;-0,015;0,77;0,053;0,588;0,036;-0,012;0,716;0,064;-0,013;0,19;0,01;-0,004;0,249;-0,006;0,195;-0,012;-0,009;0,262;-0,004;-0,014;-0,008;-0,015;-0,022;-0,013;-0,019;-0,004;-0,008;-0,012;0,011;-0,001;-0,008;0,363;0,314;1,115;0,836;0,248;0,38;0,425;1,017;0,879;0,159;-0,002
