Well;;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66;Sample X67;Sample X68;Sample X69;Sample X70;Sample X71;Sample X72;Sample X73;Sample X74;Sample X75;Sample X76;Sample X77;Sample X78;Sample X79;Sample X80;Sample X81;Sample X82;Sample X83;Sample X84;Sample X85;Sample X86;Sample X87;Sample X88
Blank corrected based on Raw Data (600);4,50;-0,013;0,012;-0,014;-0,016;-0,02;-0,016;-0,016;-0,013;-0,007;-0,015;-0,013;-0,014;0,012;-0,018;-0,018;-0,018;-0,013;-0,014;-0,019;-0,018;-0,015;-0,014;-0,018;-0,017;-0,022;-0,017;-0,02;-0,018;-0,018;-0,02;-0,004;-0,017;-0,014;-0,019;-0,016;-0,019;-0,017;-0,019;-0,013;-0,017;-0,02;-0,015;-0,018;0,005;-0,017;-0,015;-0,02;-0,018;-0,019;-0,014;-0,016;-0,018;-0,019;-0,018;-0,014;-0,014;-0,013;-0,018;-0,019;-0,019;-0,015;-0,016;-0,019;-0,016;-0,016;-0,013;-0,016;-0,016;-0,02;-0,017;-0,016;-0,015;-0,011;-0,011;-0,007;0,006;-0,008;0,084;-0,011;-0,015;-0,013;-0,019;0,084;-0,016;-0,016;-0,01;-0,016;-0,013
Blank corrected based on Raw Data (600);4,67;-0,013;0,009;-0,013;-0,015;-0,02;-0,016;-0,015;-0,013;-0,005;-0,015;-0,012;-0,012;-0,019;-0,016;-0,018;-0,018;-0,012;-0,014;-0,019;-0,018;-0,015;-0,014;-0,018;-0,017;-0,021;-0,017;-0,02;-0,017;-0,016;-0,02;-0,004;-0,017;-0,014;-0,019;-0,017;-0,019;-0,017;-0,019;-0,016;-0,016;-0,019;-0,015;-0,018;0,0001;-0,017;-0,014;-0,02;-0,016;-0,019;-0,013;-0,015;-0,018;-0,018;-0,017;-0,014;-0,015;-0,013;-0,018;-0,019;-0,02;-0,014;-0,016;-0,018;-0,015;-0,017;-0,014;-0,016;-0,015;-0,02;-0,017;-0,018;-0,017;-0,009;-0,011;-0,007;0,063;-0,009;0,09;-0,011;-0,015;-0,012;-0,019;0,08;-0,014;-0,016;-0,009;-0,015;-0,013
Blank corrected based on Raw Data (600);4,83;-0,014;0,008;-0,014;-0,016;-0,021;-0,018;-0,016;-0,013;-0,006;-0,015;-0,013;-0,013;0,09;-0,017;-0,019;-0,019;-0,013;-0,015;-0,02;-0,019;-0,015;-0,014;-0,02;-0,016;-0,021;-0,017;-0,02;-0,018;-0,017;-0,02;-0,004;-0,017;-0,015;-0,02;-0,018;-0,02;-0,018;-0,02;-0,015;-0,017;-0,02;-0,016;-0,018;0,009;-0,018;-0,015;-0,02;-0,017;-0,019;-0,013;-0,015;-0,019;-0,018;-0,018;-0,014;-0,013;-0,012;-0,017;-0,019;-0,021;-0,014;-0,016;-0,018;-0,016;-0,016;-0,015;-0,016;-0,015;-0,02;-0,017;-0,018;-0,016;-0,01;-0,011;-0,007;0,152;-0,009;0,104;-0,01;-0,015;-0,012;-0,02;0,1;-0,016;-0,016;-0,008;-0,015;-0,013
Blank corrected based on Raw Data (600);5,00;-0,013;0,011;-0,012;-0,017;-0,02;-0,016;-0,014;-0,013;-0,006;-0,015;-0,013;-0,012;-0,019;-0,016;-0,02;-0,017;-0,011;-0,014;-0,018;-0,018;-0,015;-0,014;-0,018;-0,016;-0,021;-0,017;-0,02;-0,017;-0,017;-0,02;-0,004;-0,018;-0,014;-0,019;-0,016;-0,02;-0,018;-0,02;-0,014;-0,018;-0,019;-0,016;-0,017;0,004;-0,016;-0,015;-0,019;-0,016;-0,019;-0,012;-0,015;-0,018;-0,018;-0,017;-0,012;-0,013;-0,012;-0,017;-0,02;-0,019;-0,013;-0,015;-0,018;-0,016;-0,015;-0,013;-0,015;-0,015;-0,02;-0,017;-0,015;-0,016;-0,009;-0,01;-0,006;0,203;-0,005;0,123;-0,01;-0,016;-0,01;-0,02;0,107;-0,014;-0,016;-0,004;-0,015;-0,013
Blank corrected based on Raw Data (600);5,17;-0,015;0,01;-0,014;-0,016;-0,021;-0,016;-0,015;-0,014;-0,005;-0,016;-0,013;-0,012;-0,02;-0,018;-0,02;-0,017;-0,011;-0,014;-0,02;-0,019;-0,016;-0,015;-0,019;-0,017;-0,021;-0,018;-0,02;-0,019;-0,018;-0,021;-0,006;-0,017;-0,016;-0,02;-0,018;-0,019;-0,017;-0,021;-0,02;-0,018;-0,02;-0,016;-0,019;0,005;-0,018;-0,016;-0,021;-0,017;-0,019;-0,013;-0,016;-0,019;-0,019;-0,018;-0,014;-0,013;-0,014;-0,018;-0,02;-0,021;-0,014;-0,017;-0,02;-0,016;-0,009;-0,015;-0,015;-0,017;-0,022;-0,019;-0,018;-0,016;-0,008;-0,012;-0,007;0,036;-0,01;0,126;-0,01;-0,017;-0,009;-0,02;0,142;-0,014;-0,015;-0,004;-0,015;-0,013
Blank corrected based on Raw Data (600);5,33;-0,013;0,011;-0,013;-0,016;-0,021;-0,016;-0,014;-0,013;-0,004;-0,014;-0,014;-0,011;-0,02;-0,017;-0,019;-0,019;-0,009;-0,015;-0,02;-0,018;-0,016;-0,015;-0,018;-0,015;-0,021;-0,018;-0,019;-0,017;-0,016;-0,02;-0,005;-0,018;-0,014;-0,02;-0,017;-0,02;-0,017;-0,02;-0,019;-0,017;-0,02;-0,015;-0,018;0,002;-0,017;-0,014;-0,021;-0,017;-0,02;-0,012;-0,015;-0,019;-0,018;-0,018;-0,014;-0,012;-0,012;-0,016;-0,019;-0,02;-0,013;-0,016;-0,019;-0,015;-0,017;-0,014;-0,015;-0,016;-0,02;-0,017;-0,018;-0,015;-0,008;-0,011;-0,007;0,021;-0,008;0,165;-0,009;-0,016;-0,009;-0,02;0,171;-0,015;-0,015;0,002;-0,015;-0,013
Blank corrected based on Raw Data (600);5,50;-0,013;0,013;-0,012;-0,016;-0,02;-0,015;-0,013;-0,012;-0,003;-0,014;-0,012;-0,01;-0,015;-0,015;-0,019;-0,019;-0,009;-0,014;-0,02;-0,018;-0,016;-0,015;-0,019;-0,015;-0,021;-0,017;-0,02;-0,018;-0,015;-0,02;-0,004;-0,016;-0,015;-0,02;-0,017;-0,019;-0,018;-0,02;-0,018;-0,017;-0,019;-0,015;-0,017;0,002;-0,016;-0,014;-0,02;-0,016;-0,02;-0,011;-0,014;-0,019;-0,017;-0,017;-0,014;-0,011;-0,011;-0,017;-0,018;-0,019;-0,012;-0,015;-0,018;-0,015;-0,012;-0,009;-0,015;-0,014;-0,02;-0,017;-0,016;-0,016;-0,007;-0,011;-0,006;0,233;-0,008;0,169;-0,008;-0,014;-0,008;-0,019;0,155;-0,013;-0,015;0,004;-0,014;-0,013
Blank corrected based on Raw Data (600);5,67;-0,013;0,011;-0,012;-0,018;-0,021;-0,016;-0,015;-0,012;-0,004;-0,015;-0,014;-0,01;-0,019;-0,018;-0,019;-0,019;-0,009;-0,015;-0,019;-0,019;-0,017;-0,015;-0,019;-0,015;-0,021;-0,019;-0,02;-0,019;-0,016;-0,019;-0,005;-0,016;-0,015;-0,02;-0,017;-0,02;-0,018;-0,021;-0,019;-0,017;-0,02;-0,016;-0,018;0,004;-0,017;-0,015;-0,02;-0,017;-0,02;-0,012;-0,016;-0,02;-0,019;-0,002;-0,014;-0,01;-0,012;-0,017;-0,019;-0,02;-0,013;-0,016;-0,019;-0,017;-0,017;-0,015;-0,016;-0,013;-0,021;-0,019;-0,018;-0,016;-0,008;-0,012;-0,007;0,175;-0,01;0,178;-0,01;-0,016;-0,007;-0,021;0,196;-0,014;-0,016;0,007;-0,016;-0,013
Blank corrected based on Raw Data (600);5,83;-0,01;0,01;-0,011;-0,016;-0,021;-0,015;-0,015;-0,012;-0,002;-0,015;-0,014;-0,008;-0,02;-0,017;-0,021;-0,02;-0,008;-0,014;-0,021;-0,019;-0,017;-0,016;-0,019;-0,015;-0,021;-0,018;-0,02;-0,018;-0,016;-0,02;-0,004;-0,017;-0,016;-0,021;-0,016;-0,02;-0,018;-0,02;-0,019;-0,017;-0,02;-0,015;-0,019;0,004;-0,016;-0,015;-0,02;-0,015;-0,02;-0,011;-0,015;-0,018;-0,018;-0,016;-0,015;-0,009;-0,012;-0,018;-0,02;-0,02;-0,012;-0,016;-0,019;-0,015;-0,018;-0,013;-0,017;-0,014;-0,021;-0,017;-0,018;-0,017;-0,008;-0,012;-0,007;0,172;-0,01;0,2;-0,009;-0,015;-0,005;-0,021;0,204;-0,013;-0,016;0,011;-0,015;-0,013
Blank corrected based on Raw Data (600);6,00;-0,009;0,012;-0,01;-0,016;-0,019;-0,015;-0,014;-0,011;-0,0008625;-0,014;-0,013;-0,007;-0,017;-0,017;-0,018;-0,018;-0,004;-0,013;-0,02;-0,017;-0,017;-0,014;-0,018;-0,012;-0,02;-0,017;-0,02;-0,017;-0,014;-0,019;-0,003;-0,015;-0,015;-0,019;-0,016;-0,018;-0,016;-0,019;-0,018;-0,014;-0,019;-0,014;-0,017;0,002;-0,014;-0,013;-0,019;-0,014;-0,019;-0,01;-0,013;-0,018;-0,018;-0,017;-0,014;-0,008;-0,01;-0,016;-0,018;-0,018;-0,011;-0,015;-0,018;-0,014;0,011;-0,013;-0,015;-0,011;-0,019;-0,017;-0,014;-0,015;-0,007;-0,011;-0,005;0,285;-0,009;0,189;-0,007;-0,013;-0,002;-0,019;0,174;-0,012;-0,014;0,021;-0,015;-0,012
Blank corrected based on Raw Data (600);6,17;-0,009;0,014;-0,009;-0,016;-0,019;-0,015;-0,012;-0,009;0,000675;-0,012;-0,013;-0,005;-0,017;-0,015;-0,019;-0,017;-0,002;-0,012;-0,019;-0,017;-0,015;-0,014;-0,018;-0,013;-0,02;-0,017;-0,019;-0,017;-0,014;-0,019;-0,003;-0,016;-0,014;-0,019;-0,016;-0,019;-0,015;-0,019;-0,02;-0,016;-0,019;-0,014;-0,018;0,004;-0,015;-0,012;-0,019;-0,014;-0,019;-0,009;-0,012;-0,018;-0,017;-0,017;-0,012;-0,005;-0,009;-0,016;-0,018;-0,019;-0,01;-0,016;-0,019;-0,014;-0,015;-0,013;-0,014;-0,01;-0,019;-0,017;-0,018;-0,016;-0,006;-0,01;-0,006;0,134;-0,007;0,221;-0,007;-0,013;-0,001;-0,019;0,212;-0,011;-0,014;0,026;-0,013;-0,012
Blank corrected based on Raw Data (600);6,33;-0,01;0,017;-0,01;-0,016;-0,021;-0,016;-0,013;-0,01;-0,002;-0,016;-0,015;-0,005;-0,019;-0,019;-0,02;-0,019;-0,003;-0,013;-0,02;-0,019;-0,016;-0,015;-0,019;-0,015;-0,021;-0,019;-0,019;-0,018;-0,014;-0,021;-0,005;-0,018;-0,016;-0,02;-0,016;-0,02;-0,018;-0,02;-0,019;-0,016;-0,017;-0,014;-0,018;0,005;-0,015;-0,013;-0,021;-0,014;-0,021;-0,009;-0,012;-0,019;-0,018;-0,019;-0,015;-0,006;-0,009;-0,016;-0,019;-0,021;-0,007;-0,017;-0,019;-0,016;-0,014;-0,015;-0,015;-0,013;-0,02;-0,017;-0,019;-0,015;-0,009;-0,012;-0,007;0,247;-0,009;0,22;-0,008;-0,014;-0,0008875;-0,02;0,25;-0,012;-0,014;0,048;-0,016;-0,014
Blank corrected based on Raw Data (600);6,50;-0,007;0,017;-0,009;-0,016;-0,021;-0,015;-0,012;-0,01;0,001;-0,015;-0,013;-0,003;-0,019;-0,018;-0,019;-0,019;-0,000025;-0,013;-0,02;-0,02;-0,018;-0,016;-0,018;-0,014;-0,022;-0,019;-0,021;-0,017;-0,014;-0,021;-0,005;-0,018;-0,015;-0,02;-0,016;-0,019;-0,019;-0,021;-0,02;-0,016;-0,017;-0,015;-0,019;0,007;-0,016;-0,012;-0,021;-0,013;-0,019;-0,009;-0,012;-0,019;-0,018;-0,017;-0,015;-0,006;-0,008;-0,017;-0,018;-0,02;-0,007;-0,016;-0,019;-0,015;-0,013;-0,014;-0,015;-0,012;-0,02;-0,017;-0,017;-0,016;-0,009;-0,011;-0,007;0,256;-0,008;0,225;-0,006;-0,013;0,001;-0,02;0,247;-0,011;-0,014;0,055;-0,015;-0,013
Blank corrected based on Raw Data (600);6,67;-0,003;0,013;-0,008;-0,016;-0,02;-0,016;-0,011;-0,01;0,003;-0,015;-0,014;-0,00055;-0,018;-0,018;-0,019;-0,018;0,003;-0,012;-0,019;-0,018;-0,016;-0,015;-0,017;-0,012;-0,021;-0,017;-0,02;-0,017;-0,013;-0,02;-0,004;-0,017;-0,016;-0,021;-0,017;-0,019;-0,017;-0,018;-0,019;-0,015;-0,018;-0,014;-0,018;0,01;-0,014;-0,011;-0,02;-0,014;-0,019;-0,008;-0,01;-0,018;-0,017;-0,016;-0,015;-0,005;-0,008;-0,018;-0,018;-0,02;-0,006;-0,016;-0,018;-0,014;-0,014;-0,013;-0,015;-0,007;-0,02;-0,017;-0,018;-0,015;-0,007;-0,012;-0,006;0,168;-0,009;0,237;-0,006;-0,012;0,005;-0,019;0,272;-0,01;-0,013;0,045;-0,016;-0,013
Blank corrected based on Raw Data (600);6,83;-0,005;0,014;-0,008;-0,015;-0,02;-0,015;-0,011;-0,008;0,003;-0,015;-0,014;0,003;0,014;-0,017;-0,019;-0,018;0,006;-0,012;-0,019;-0,018;-0,016;-0,016;-0,019;-0,011;-0,021;-0,018;-0,021;-0,018;-0,013;-0,02;-0,004;-0,019;-0,015;-0,019;-0,015;-0,02;-0,017;-0,019;-0,02;-0,014;-0,018;-0,014;-0,018;0,011;-0,014;-0,01;-0,02;-0,014;-0,019;-0,007;-0,009;-0,019;-0,019;-0,018;-0,014;-0,004;-0,008;-0,017;-0,018;-0,021;-0,006;-0,014;-0,018;-0,014;0,025;-0,014;-0,015;-0,008;-0,02;-0,017;-0,018;-0,014;-0,006;-0,012;-0,005;-0,011;-0,009;0,242;-0,006;-0,013;0,008;-0,02;0,3;-0,009;-0,012;0,052;-0,015;-0,013
Blank corrected based on Raw Data (600);7,00;-0,004;0,015;-0,007;-0,014;-0,019;-0,014;-0,009;-0,006;0,005;-0,014;-0,012;0,006;-0,016;-0,016;-0,017;-0,018;0,008;-0,012;-0,019;-0,016;-0,016;-0,013;-0,018;-0,01;-0,019;-0,018;-0,019;-0,016;-0,012;-0,019;-0,003;-0,016;-0,014;-0,019;-0,014;-0,019;-0,016;-0,017;-0,018;-0,013;-0,017;-0,013;-0,017;0,002;-0,013;-0,008;-0,019;-0,014;-0,018;-0,005;-0,007;-0,017;-0,017;-0,017;-0,013;-0,002;-0,008;-0,015;-0,018;-0,019;-0,002;-0,013;-0,017;-0,013;-0,014;-0,014;-0,014;-0,007;-0,019;-0,016;-0,017;-0,011;-0,004;-0,01;-0,005;0,28;-0,007;0,274;-0,004;-0,012;0,012;-0,019;0,303;-0,007;-0,012;0,063;-0,014;-0,012
Blank corrected based on Raw Data (600);7,17;-0,004;0,014;-0,006;-0,016;-0,02;-0,013;-0,009;-0,009;0,006;-0,015;-0,014;0,008;-0,016;-0,017;-0,018;-0,018;0,01;-0,013;-0,02;-0,017;-0,016;-0,014;-0,018;-0,011;-0,021;-0,019;-0,02;-0,016;-0,011;-0,02;-0,003;-0,017;-0,015;-0,02;-0,015;-0,021;-0,017;-0,018;-0,019;-0,014;-0,018;-0,013;-0,018;-0,001;-0,011;-0,011;-0,021;-0,013;-0,02;-0,004;-0,01;-0,019;-0,016;-0,018;-0,014;-0,003;-0,007;-0,017;-0,019;-0,02;-0,004;-0,014;-0,018;-0,014;-0,016;-0,013;-0,015;-0,009;-0,02;-0,016;-0,017;-0,016;-0,005;-0,012;-0,006;0,222;-0,008;0,273;-0,003;-0,012;0,016;-0,019;0,292;-0,007;-0,012;0,065;-0,014;-0,012
Blank corrected based on Raw Data (600);7,33;-0,005;0,019;-0,006;-0,015;-0,02;-0,014;-0,01;-0,007;0,007;-0,015;-0,013;0,013;-0,017;-0,018;-0,016;-0,018;0,018;-0,011;-0,019;-0,018;-0,016;-0,014;-0,018;-0,012;-0,021;-0,019;-0,02;-0,016;-0,011;-0,02;-0,003;-0,017;-0,016;-0,02;-0,014;-0,02;-0,017;-0,018;-0,018;-0,013;-0,017;-0,012;-0,017;0,012;-0,008;-0,007;-0,021;-0,011;-0,019;-0,004;-0,006;-0,018;-0,017;-0,018;-0,014;-0,0000125;-0,004;-0,015;-0,018;-0,02;-0,001;-0,014;-0,018;-0,013;-0,016;-0,014;-0,014;-0,011;-0,02;-0,016;-0,017;-0,016;-0,007;-0,011;-0,006;0,245;-0,008;0,283;-0,001;-0,01;0,022;-0,019;0,329;-0,006;-0,011;0,104;-0,015;-0,012
Blank corrected based on Raw Data (600);7,50;-0,005;0,019;-0,007;-0,016;-0,021;-0,015;-0,011;-0,007;0,006;-0,016;-0,014;0,018;-0,018;-0,019;-0,018;-0,019;0,021;-0,012;-0,021;-0,018;-0,017;-0,016;-0,018;-0,013;-0,022;-0,02;-0,02;-0,017;-0,012;-0,021;-0,004;-0,017;-0,016;-0,02;-0,016;-0,02;-0,019;-0,02;-0,02;-0,015;-0,018;-0,014;-0,019;0,005;-0,009;-0,008;-0,021;-0,012;-0,02;-0,004;-0,008;-0,02;-0,019;-0,018;-0,016;-0,001;-0,007;-0,017;-0,019;-0,021;-0,001;-0,012;-0,019;-0,015;-0,017;-0,016;-0,014;-0,012;-0,021;-0,017;-0,017;-0,015;-0,009;-0,012;-0,006;0,167;-0,01;0,297;-0,001;-0,011;0,026;-0,021;0,328;-0,006;-0,012;0,106;-0,015;-0,013
Blank corrected based on Raw Data (600);7,67;-0,003;0,013;-0,005;-0,016;-0,02;-0,015;-0,01;-0,008;0,01;-0,014;-0,013;0,022;-0,017;-0,017;-0,018;-0,019;0,035;-0,013;-0,021;-0,017;-0,017;-0,015;-0,017;-0,01;-0,02;-0,02;-0,021;-0,016;-0,011;-0,019;-0,0004875;-0,017;-0,015;-0,02;-0,015;-0,02;-0,017;-0,019;-0,019;-0,012;-0,019;-0,013;-0,019;0,015;-0,007;-0,006;-0,02;-0,013;-0,019;0,001;-0,005;-0,018;-0,017;-0,018;-0,015;-0,0005875;-0,0002875;-0,017;-0,018;-0,02;0,0003125;-0,012;-0,018;-0,012;-0,017;-0,015;-0,015;-0,008;-0,019;-0,016;-0,015;-0,014;-0,004;-0,011;-0,005;0,148;-0,009;0,319;-0,002;-0,011;0,033;-0,02;0,362;-0,004;-0,011;0,085;-0,015;-0,012
Blank corrected based on Raw Data (600);7,83;-0,002;0,014;-0,006;-0,016;-0,018;-0,014;-0,01;-0,007;0,011;-0,015;-0,013;0,036;-0,016;-0,017;-0,017;-0,019;0,041;-0,013;-0,019;-0,017;-0,017;-0,015;-0,017;-0,011;-0,02;-0,018;-0,02;-0,015;-0,012;-0,02;-0,000625;-0,016;-0,014;-0,02;-0,014;-0,02;-0,016;-0,018;-0,019;-0,012;-0,019;-0,013;-0,018;0,012;-0,006;-0,007;-0,019;-0,012;-0,02;0,005;-0,005;-0,018;-0,016;-0,018;-0,014;0,001;0,002;-0,016;-0,017;-0,02;0,002;-0,012;-0,018;-0,013;-0,011;-0,015;-0,015;-0,007;-0,019;-0,017;-0,016;-0,013;-0,004;-0,012;-0,004;0,176;-0,008;0,332;-0,000425;-0,01;0,039;-0,019;0,365;-0,001;-0,009;0,097;-0,015;-0,012
Blank corrected based on Raw Data (600);8,00;-0,002;0,015;-0,006;-0,014;-0,017;-0,013;-0,009;-0,008;0,013;-0,015;-0,013;0,038;-0,016;-0,016;-0,016;-0,017;0,037;-0,012;-0,02;-0,016;-0,016;-0,014;-0,017;-0,01;-0,02;-0,019;-0,02;-0,014;-0,011;-0,02;-0,0008625;-0,017;-0,015;-0,02;-0,013;-0,019;-0,016;-0,017;-0,018;-0,01;-0,018;-0,013;-0,018;0,0007375;-0,005;-0,005;-0,019;-0,011;-0,019;0,005;-0,005;-0,018;-0,015;-0,017;-0,014;0,003;0,001;-0,017;-0,016;-0,019;0,004;-0,009;-0,017;-0,011;-0,001;-0,011;-0,014;-0,009;-0,019;-0,017;-0,018;-0,013;-0,004;-0,011;-0,005;0,13;-0,008;0,336;0,0003375;-0,008;0,047;-0,019;0,371;-0,003;-0,01;0,106;-0,014;-0,013
Blank corrected based on Raw Data (600);8,17;-0,001;0,014;-0,007;-0,015;-0,017;-0,013;-0,01;-0,008;0,013;-0,014;-0,014;0,036;0,117;-0,017;-0,017;-0,018;0,046;-0,012;-0,02;-0,017;-0,017;-0,015;-0,018;-0,01;-0,021;-0,019;-0,021;-0,014;-0,011;-0,02;-0,001;-0,017;-0,016;-0,019;-0,015;-0,02;-0,016;-0,018;-0,02;-0,011;-0,019;-0,013;-0,018;-0,0007625;-0,004;-0,005;-0,02;-0,011;-0,019;0,006;-0,004;-0,018;-0,017;-0,018;-0,014;0,003;0,008;-0,016;-0,017;-0,02;0,003;-0,01;-0,018;-0,012;-0,013;-0,015;-0,013;-0,008;-0,019;-0,017;-0,019;-0,013;-0,005;-0,011;-0,005;0,302;-0,009;0,351;0,001;-0,009;0,058;-0,019;0,387;-0,0008625;-0,009;0,112;-0,014;-0,012
Blank corrected based on Raw Data (600);8,33;-0,002;0,014;-0,006;-0,015;-0,016;-0,012;-0,01;-0,007;0,013;-0,015;-0,014;0,066;-0,016;-0,017;-0,016;-0,019;0,077;-0,013;-0,021;-0,016;-0,017;-0,015;-0,017;-0,01;-0,02;-0,018;-0,021;-0,015;-0,012;-0,02;0,0001125;-0,017;-0,015;-0,02;-0,013;-0,02;-0,016;-0,017;-0,02;-0,011;-0,017;-0,013;-0,019;0,005;-0,004;-0,005;-0,02;-0,011;-0,02;0,009;-0,002;-0,018;-0,016;-0,018;-0,015;0,005;0,005;-0,016;-0,017;-0,021;0,008;-0,009;-0,018;-0,011;-0,017;-0,012;-0,014;-0,007;-0,019;-0,017;-0,015;-0,01;-0,005;-0,011;-0,005;0,218;-0,008;0,387;0,004;-0,009;0,066;-0,02;0,388;0,0007125;-0,009;0,116;-0,014;-0,012
Blank corrected based on Raw Data (600);8,50;-0,0008;0,015;-0,006;-0,015;-0,015;-0,012;-0,009;-0,008;0,015;-0,015;-0,014;0,06;-0,011;-0,016;-0,016;-0,018;0,09;-0,012;-0,02;-0,017;-0,017;-0,014;-0,016;-0,011;-0,021;-0,019;-0,019;-0,014;-0,011;-0,02;-0,0008;-0,016;-0,015;-0,02;-0,012;-0,02;-0,015;-0,019;-0,019;-0,011;-0,018;-0,012;-0,018;0,002;-0,004;-0,002;-0,019;-0,01;-0,02;0,011;0,0005;-0,018;-0,016;-0,018;-0,014;0,009;0,005;-0,016;-0,017;-0,02;0,007;-0,007;-0,018;-0,012;-0,015;-0,009;-0,013;-0,007;-0,019;-0,017;-0,013;-0,013;-0,004;-0,011;-0,004;0,308;-0,009;0,39;0,006;-0,006;0,078;-0,018;0,43;0,003;-0,007;0,125;-0,015;-0,012
Blank corrected based on Raw Data (600);8,67;-0,003;0,019;-0,005;-0,015;-0,014;-0,012;-0,009;-0,007;0,015;-0,015;-0,014;0,098;-0,016;-0,018;-0,017;-0,019;0,101;-0,012;-0,021;-0,016;-0,016;-0,015;-0,017;-0,013;-0,022;-0,019;-0,021;-0,013;-0,01;-0,021;-0,001;-0,017;-0,015;-0,02;-0,013;-0,019;-0,016;-0,019;-0,019;-0,01;-0,016;-0,011;-0,018;0,008;-0,002;-0,0006375;-0,02;-0,008;-0,019;0,011;0,0002625;-0,018;-0,015;-0,019;-0,014;0,009;0,005;-0,016;-0,017;-0,02;0,013;-0,008;-0,017;-0,012;0,295;-0,012;-0,013;-0,012;-0,02;-0,017;-0,018;-0,008;-0,008;-0,011;-0,005;0,065;-0,008;0,414;0,008;-0,006;0,095;-0,02;0,43;0,004;-0,006;0,171;-0,014;-0,012
Blank corrected based on Raw Data (600);8,83;-0,001;0,019;-0,004;-0,013;-0,014;-0,011;-0,009;-0,006;0,017;-0,014;-0,014;0,089;-0,009;-0,018;-0,014;-0,017;0,104;-0,011;-0,019;-0,017;-0,015;-0,014;-0,016;-0,012;-0,02;-0,017;-0,019;-0,012;-0,009;-0,02;-0,001;-0,016;-0,013;-0,019;-0,014;-0,018;-0,018;-0,018;-0,019;-0,011;-0,016;-0,011;-0,017;0,005;-0,001;0,0000625;-0,019;-0,007;-0,018;0,012;0,0006625;-0,017;-0,014;-0,017;-0,014;0,009;0,007;-0,016;-0,016;-0,02;0,011;-0,007;-0,016;-0,012;-0,017;-0,014;-0,012;-0,011;-0,019;-0,015;-0,018;-0,005;-0,006;-0,01;-0,005;0,082;-0,005;0,413;0,012;-0,004;0,115;-0,019;0,419;0,006;-0,006;0,173;-0,014;-0,012
Blank corrected based on Raw Data (600);9,00;-0,001;0,018;-0,005;-0,014;-0,018;-0,011;-0,01;-0,007;0,017;-0,015;-0,015;0,105;-0,015;-0,018;-0,015;-0,018;0,164;-0,012;-0,02;-0,016;-0,016;-0,015;-0,016;-0,012;-0,021;-0,017;-0,019;-0,012;-0,009;-0,019;-0,00085;-0,016;-0,015;-0,019;-0,012;-0,02;-0,018;-0,018;-0,019;-0,008;-0,017;-0,011;-0,018;0,019;-0,00095;0,003;-0,02;-0,007;-0,019;0,014;0,004;-0,018;-0,014;-0,019;-0,014;0,01;0,009;-0,015;-0,017;-0,014;0,011;-0,005;-0,017;-0,01;-0,014;-0,014;-0,012;-0,01;-0,02;-0,017;-0,018;-0,011;-0,007;-0,012;-0,005;0,26;-0,008;0,441;0,013;-0,005;0,13;-0,019;0,432;0,007;-0,006;0,185;-0,016;-0,013
Blank corrected based on Raw Data (600);9,17;-0,000625;0,012;-0,006;-0,013;-0,017;-0,013;-0,009;-0,009;0,016;-0,015;-0,013;0,126;-0,015;-0,018;-0,016;-0,019;0,187;-0,012;-0,02;-0,016;-0,017;-0,015;-0,016;-0,01;-0,022;-0,019;-0,021;-0,014;-0,011;-0,021;-0,000925;-0,018;-0,015;-0,02;-0,013;-0,02;-0,018;-0,017;-0,019;-0,011;-0,018;-0,012;-0,019;0,005;-0,002;-0,002;-0,02;-0,011;-0,02;0,013;0,003;-0,018;-0,016;-0,019;-0,015;0,009;0,007;-0,017;-0,017;-0,02;0,012;-0,006;-0,019;-0,011;-0,015;-0,014;-0,012;-0,007;-0,02;-0,016;-0,018;-0,004;-0,006;-0,012;-0,005;-0,002;-0,01;0,46;0,01;-0,006;0,139;-0,021;0,471;0,009;-0,006;0,159;-0,016;-0,012
