Well;;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);34,50;-0,008;-0,002;1,998;0,257;0,54;0,671;-0,005;0,262;0,803;-0,003;0,057;-0,002;-0,01;0,384;0,198;0,492;0,249;-0,009;0,054;0,268;0,231;-0,011;-0,007;0,146;1,024;0,651;0,591;0,72;0,007;0,271;0,378;0,044;0,002;0,00084;-0,011;0,624;0,622;0,663;0,659;-0,014;0,424;0,717;0,866;-0,012;0,006;-0,004;0,81;0,14;0,364;0,399;-0,013;0,317;0,546;0,7;-0,011;-0,007;0,245;0,056;0,154;0,165;0,108;-0,014;0,044;0,19;0,094;0,217
Blank corrected based on Raw Data (600);34,67;0,000903333;-0,001;2,026;0,277;0,539;0,68;-0,000596667;0,262;0,805;-0,003;-0,01;0,000303333;-0,01;0,405;0,197;0,493;0,245;-0,011;0,055;0,269;0,247;-0,01;-0,009;0,216;0,999;0,674;0,591;0,717;0,007;0,276;0,377;0,042;0,002;0,000903333;0,126;0,693;0,622;0,66;0,661;-0,014;0,417;0,72;0,896;-0,012;-0,009;-0,014;0,814;0,14;0,366;0,397;-0,012;0,317;0,542;0,674;-0,013;-0,007;0,207;0,057;0,155;0,17;0,108;-0,014;0,045;0,195;0,091;0,092
Blank corrected based on Raw Data (600);34,83;-0,008;0,004;2,035;0,276;0,529;0,713;-0,003;0,264;0,806;-0,003;-0,011;-0,001;-0,01;0,394;0,193;0,477;0,241;-0,009;0,055;0,268;0,255;-0,011;-0,008;0,086;0,963;0,71;0,586;0,721;0,008;0,287;0,375;0,044;0,000936667;0,000836667;0,014;0,658;0,623;0,658;0,66;-0,014;0,417;0,722;0,888;-0,012;0,006;0,047;0,813;0,141;0,356;0,396;-0,012;0,318;0,539;0,703;-0,012;-0,005;0,134;0,062;0,158;0,17;0,109;-0,013;0,046;0,205;0,045;0,147
Blank corrected based on Raw Data (600);35,00;0,068;0,009;2,034;0,288;0,523;0,671;0,001;0,263;0,808;-0,003;-0,011;-0,001;-0,01;0,376;0,191;0,472;0,237;-0,009;0,055;0,27;0,255;-0,012;-0,009;-0,005;1;0,736;0,582;0,712;0,007;0,285;0,379;0,046;0,002;0,000743333;-0,015;0,704;0,621;0,649;0,66;-0,014;0,42;0,726;0,945;-0,013;-0,008;-0,012;0,818;0,142;0,357;0,393;-0,011;0,316;0,538;0,718;-0,012;-0,005;0,129;0,058;0,16;0,177;0,11;-0,014;0,046;0,197;0,106;0,092
Blank corrected based on Raw Data (600);35,17;-0,007;-0,001;2,025;0,203;0,51;0,69;-0,005;0,265;0,81;-0,001;-0,006;-0,003;-0,011;0,373;0,183;0,47;0,234;-0,009;0,059;0,252;0,264;-0,01;-0,011;0,12;1,072;0,745;0,586;0,71;0,001;0,229;0,442;0,049;0,000403333;0,000403333;-0,015;0,674;0,627;0,648;0,66;-0,014;0,422;0,71;0,981;-0,013;-0,002;0,039;0,814;0,144;0,353;0,391;-0,013;0,315;0,512;0,709;-0,011;-0,005;0,128;0,062;0,163;0,181;0,112;-0,014;0,047;0,187;0,038;0,056
Blank corrected based on Raw Data (600);35,33;-0,009;0,006;2,026;0,286;0,529;0,683;-0,004;0,267;0,81;-0,002;-0,01;0,001;-0,009;0,369;0,186;0,475;0,23;-0,009;0,058;0,267;0,282;-0,01;-0,008;-0,002;0,98;0,707;0,58;0,701;0,008;0,298;0,381;0,049;0,002;0,001;0,005;0,669;0,621;0,64;0,657;-0,014;0,426;0,729;0,938;-0,012;-0,008;-0,014;0,818;0,142;0,353;0,393;-0,011;0,314;0,542;0,707;-0,012;-0,004;0,266;0,06;0,166;0,179;0,114;-0,014;0,047;0,2;0,138;0,248
Blank corrected based on Raw Data (600);35,50;-0,008;0,009;2,013;0,288;0,494;0,674;-0,002;0,266;0,804;-0,00006;0,017;-0,00096;-0,01;0,362;0,183;0,452;0,228;-0,008;0,058;0,309;0,284;-0,011;-0,009;0,253;0,974;0,677;0,577;0,703;0,008;0,291;0,38;0,052;0,001;0,001;-0,004;0,67;0,621;0,628;0,66;-0,015;0,426;0,733;0,949;-0,011;-0,004;0,142;0,812;0,143;0,342;0,392;-0,012;0,314;0,541;0,706;-0,012;-0,006;0,077;0,059;0,168;0,183;0,115;-0,013;0,047;0,213;0,078;0,102
Blank corrected based on Raw Data (600);35,67;0,098;-0,005;2;0,216;0,495;0,697;-0,004;0,266;0,807;-0,002;-0,01;-0,003;-0,011;0,372;0,176;0,474;0,225;-0,008;0,068;0,256;0,301;-0,011;-0,01;0,13;1,073;0,705;0,578;0,7;0,000736667;0,247;0,441;0,056;-0,002;0,001;-0,015;0,686;0,622;0,621;0,659;-0,015;0,429;0,725;0,934;-0,012;-0,006;-0,014;0,813;0,145;0,348;0,391;-0,011;0,313;0,518;0,719;-0,012;-0,007;0,136;0,076;0,171;0,186;0,116;-0,014;0,047;0,219;0,041;0,108
Blank corrected based on Raw Data (600);35,83;-0,009;0,011;1,999;0,217;0,495;0,688;-0,005;0,267;0,799;-0,000653333;-0,01;-0,003;-0,011;0,371;0,175;0,459;0,224;-0,008;0,064;0,254;0,311;-0,011;-0,011;0,061;1,078;0,682;0,571;0,703;0,000046667;0,247;0,447;0,056;-0,001;0,000646667;-0,001;0,713;0,624;0,611;0,658;-0,014;0,432;0,723;0,928;-0,012;-0,007;0,061;0,814;0,145;0,345;0,389;-0,013;0,312;0,519;0,713;-0,012;-0,005;0,219;0,092;0,172;0,184;0,118;-0,014;0,048;0,221;0,033;0,144
Blank corrected based on Raw Data (600);36,00;-0,01;-0,009;1,993;0,223;0,493;0,67;-0,005;0,267;0,802;0,00018;-0,011;-0,003;-0,011;0,37;0,172;0,462;0,22;-0,009;0,065;0,256;0,319;-0,011;-0,011;0,197;1,07;0,647;0,561;0,709;-0,001;0,256;0,447;0,056;-0,001;0,00018;-0,015;0,677;0,622;0,606;0,656;-0,014;0,432;0,723;0,949;-0,012;-0,007;0,005;0,813;0,145;0,338;0,387;-0,012;0,311;0,517;0,726;-0,012;-0,006;0,347;0,064;0,178;0,19;0,117;-0,013;0,049;0,223;0,045;0,108
Blank corrected based on Raw Data (600);36,17;-0,009;0,015;2,019;0,22;0,482;0,669;-0,005;0,267;0,801;0,00019;-0,01;-0,004;-0,009;0,393;0,171;0,455;0,219;-0,009;0,068;0,254;0,331;-0,012;-0,01;0,058;1,074;0,616;0,561;0,698;-0,002;0,258;0,449;0,059;-0,001;0,00009;0,007;0,64;0,62;0,598;0,657;-0,014;0,433;0,724;0,93;-0,012;-0,006;-0,014;0,812;0,147;0,337;0,388;-0,013;0,312;0,519;0,716;-0,011;-0,007;0,278;0,064;0,174;0,192;0,12;-0,013;0,05;0,242;0,094;0,127
Blank corrected based on Raw Data (600);36,33;-0,01;-0,000386667;1,958;0,297;0,482;0,664;-0,004;0,268;0,801;0,002;-0,011;-0,000386667;-0,01;0,41;0,175;0,435;0,217;-0,008;0,059;0,265;0,353;-0,011;-0,009;0,18;0,967;0,549;0,55;0,704;0,007;0,331;0,389;0,062;0,001;0,000913333;-0,016;0,696;0,619;0,579;0,66;-0,015;0,433;0,732;0,94;-0,013;-0,008;-0,012;0,815;0,146;0,33;0,386;-0,013;0,309;0,544;0,741;-0,009;-0,008;0,415;0,064;0,177;0,195;0,121;-0,014;0,05;0,23;0,065;0,287
Blank corrected based on Raw Data (600);36,50;-0,01;0,016;1,976;0,305;0,477;0,665;-0,003;0,268;0,804;0,032;-0,011;-0,00081;-0,01;0,361;0,173;0,429;0,215;-0,008;0,058;0,268;0,363;-0,011;-0,008;0,163;0,978;0,586;0,557;0,7;0,006;0,342;0,39;0,063;0,00099;0,00079;-0,016;0,851;0,622;0,575;0,656;-0,015;0,435;0,732;0,93;-0,013;-0,008;0,228;0,814;0,146;0,333;0,385;-0,013;0,309;0,544;0,731;-0,013;-0,006;0,258;0,064;0,181;0,203;0,123;-0,014;0,051;0,229;0,04;0,086
Blank corrected based on Raw Data (600);36,67;-0,011;-0,01;1,95;0,293;0,451;0,67;-0,003;0,267;0,797;0,01;-0,011;-0,002;-0,011;0,375;0,173;0,428;0,214;-0,008;0,059;0,268;0,373;-0,011;-0,007;0,049;0,96;0,531;0,549;0,712;0,007;0,337;0,384;0,062;0,000866667;0,001;-0,016;0,727;0,623;0,557;0,654;-0,015;0,436;0,73;0,94;-0,013;-0,008;0,154;0,813;0,147;0,328;0,385;-0,013;0,309;0,547;0,727;-0,014;-0,008;0,296;0,064;0,182;0,198;0,123;-0,015;0,05;0,22;0,046;0,167
Blank corrected based on Raw Data (600);36,83;-0,01;0,011;1,963;0,223;0,468;0,673;-0,007;0,266;0,797;0,003;-0,011;-0,004;-0,011;0,395;0,166;0,439;0,211;-0,009;0,064;0,255;0,382;0,05;-0,011;0,098;1,057;0,563;0,543;0,725;-0,001;0,279;0,457;0,068;-0,001;-0,000236667;-0,015;1,01;0,623;0,55;0,652;-0,014;0,436;0,717;0,941;-0,013;-0,007;-0,013;0,81;0,15;0,328;0,384;-0,012;0,309;0,522;0,747;0,085;-0,006;0,059;0,067;0,184;0,202;0,126;-0,013;0,05;0,243;0,091;0,144
Blank corrected based on Raw Data (600);37,00;-0,011;-0,002;1,922;0,295;0,445;0,663;-0,005;0,266;0,798;0,003;-0,01;-0,002;-0,011;0,355;0,17;0,42;0,209;-0,009;0,059;0,266;0,402;-0,012;-0,009;0,195;0,957;0,497;0,532;0,735;0,007;0,352;0,391;0,07;0,002;0,00017;-0,015;0,866;0,62;0,538;0,657;-0,015;0,438;0,735;0,921;-0,013;-0,006;0,152;0,811;0,147;0,328;0,383;-0,012;0,309;0,55;0,737;-0,013;-0,007;0,105;0,065;0,187;0,204;0,128;-0,013;0,051;0,212;0,113;0,127
Blank corrected based on Raw Data (600);37,17;-0,01;-0,009;1,906;0,294;0,446;0,695;-0,005;0,265;0,791;0,005;-0,006;-0,000913333;-0,009;0,353;0,169;0,415;0,207;-0,008;0,06;0,268;0,397;-0,011;-0,008;0,332;0,949;0,468;0,527;0,755;0,007;0,364;0,392;0,07;0,000986667;-0,000413333;-0,016;0,844;0,62;0,53;0,656;-0,015;0,441;0,733;0,945;-0,013;-0,008;0,049;0,811;0,148;0,323;0,38;-0,012;0,306;0,545;0,743;-0,013;-0,000113333;0,333;0,067;0,186;0,206;0,129;-0,014;0,052;0,221;0,096;0,075
Blank corrected based on Raw Data (600);37,33;-0,011;0,011;1,908;0,309;0,459;0,67;-0,008;0,266;0,799;0,006;-0,01;-0,000446667;-0,01;0,36;0,188;0,412;0,205;-0,008;0,062;0,269;0,444;-0,011;-0,01;0,13;0,943;0,458;0,526;0,731;0,008;0,37;0,398;0,076;0,001;0,001;-0,016;0,871;0,617;0,524;0,65;-0,015;0,443;0,729;0,934;-0,013;0,005;0,023;0,811;0,148;0,325;0,38;-0,013;0,306;0,54;0,736;-0,012;-0,007;0,158;0,067;0,19;0,214;0,129;-0,014;0,051;0,214;0,158;0,114
Blank corrected based on Raw Data (600);37,50;-0,011;0,007;1,874;0,308;0,43;0,661;-0,005;0,265;0,798;0,006;-0,011;-0,00028;-0,01;0,355;0,168;0,408;0,205;-0,008;0,062;0,269;0,427;-0,011;-0,01;0,219;0,948;0,45;0,519;0,761;0,006;0,382;0,4;0,076;0,002;0,00022;-0,016;0,843;0,616;0,486;0,653;-0,016;0,439;0,731;0,935;-0,013;-0,00028;-0,006;0,809;0,148;0,322;0,378;-0,012;0,306;0,543;0,755;-0,012;-0,007;0,148;0,07;0,192;0,213;0,13;-0,015;0,052;0,215;0,18;0,095
Blank corrected based on Raw Data (600);37,67;-0,011;-0,000753333;1,863;0,316;0,44;0,676;-0,003;0,263;0,8;0,006;-0,011;-0,000453333;-0,011;0,424;0,167;0,405;0,203;-0,008;0,063;0,269;0,456;-0,011;-0,01;0,223;0,957;0,439;0,515;0,765;0,006;0,384;0,401;0,081;0,000846667;-0,000253333;-0,015;0,838;0,615;0,504;0,653;-0,015;0,439;0,735;0,932;-0,012;-0,008;0,25;0,809;0,148;0,319;0,377;-0,013;0,306;0,54;0,764;-0,013;-0,008;0,255;0,068;0,193;0,215;0,133;-0,013;0,053;0,219;0,154;0,139
Blank corrected based on Raw Data (600);37,83;0,107;-0,005;1,87;0,314;0,43;0,663;-0,005;0,263;0,792;0,005;-0,01;-0,002;-0,011;0,358;0,165;0,4;0,201;-0,009;0,064;0,27;0,465;-0,011;-0,009;0,257;0,946;0,434;0,509;0,899;0,008;0,395;0,399;0,081;0,003;-0,000353333;-0,016;0,825;0,615;0,493;0,654;-0,016;0,444;0,747;0,949;-0,014;-0,003;0,284;0,812;0,149;0,316;0,376;-0,012;0,306;0,542;0,751;-0,012;-0,009;0,203;0,07;0,196;0,212;0,134;-0,01;0,053;0,215;0,037;0,146
Blank corrected based on Raw Data (600);38,00;0,072;0,009;1,861;0,227;0,432;0,671;-0,006;0,263;0,797;0,11;-0,01;-0,003;-0,011;0,37;0,161;0,404;0,2;-0,009;0,067;0,255;0,454;-0,012;-0,011;0,218;1,05;0,47;0,506;0,898;-0,00021;0,324;0,473;0,086;-0,001;-0,00051;-0,015;0,84;0,617;0,483;0,643;-0,014;0,446;0,718;0,94;-0,012;-0,006;0,07;0,802;0,15;0,314;0,375;-0,013;0,305;0,514;0,754;-0,012;-0,004;0,171;0,071;0,198;0,219;0,136;-0,008;0,053;0,256;0,036;0,128
Blank corrected based on Raw Data (600);38,17;-0,01;0,014;1,852;0,303;0,434;0,663;-0,004;0,262;0,79;0,016;-0,011;0,002;-0,01;0,358;0,176;0,391;0,199;-0,008;0,064;0,268;0,489;-0,011;-0,01;0,261;0,948;0,468;0,497;0,776;0,007;0,415;0,408;0,09;0,001;0,000653333;-0,017;0,853;0,613;0,465;0,65;-0,015;0,447;0,727;0,928;-0,013;0,000253333;0,273;0,804;0,149;0,314;0,375;-0,013;0,303;0,539;0,761;-0,013;-0,008;0,146;0,072;0,198;0,22;0,138;-0,008;0,055;0,226;0,037;0,135
Blank corrected based on Raw Data (600);38,33;-0,013;-0,00075;1,849;0,224;0,418;0,676;-0,006;0,262;0,796;0,071;-0,012;-0,001;-0,011;0,37;0,176;0,396;0,198;-0,009;0,068;0,256;0,513;-0,011;-0,011;0,262;1,043;0,482;0,497;0,807;0,001;0,339;0,473;0,093;-0,002;-0,00015;-0,016;0,847;0,611;0,454;0,644;-0,014;0,443;0,723;0,95;-0,013;-0,00065;-0,004;0,796;0,15;0,319;0,373;-0,013;0,305;0,52;0,787;-0,013;-0,008;0,236;0,079;0,201;0,222;0,14;-0,009;0,055;0,26;0,039;0,081
Blank corrected based on Raw Data (600);38,50;-0,009;0,003;1,834;0,303;0,422;0,666;-0,005;0,259;0,794;0,048;-0,011;-0,000196667;-0,01;0,357;0,175;0,382;0,197;-0,008;0,066;0,268;0,516;-0,011;-0,009;0,123;0,939;0,451;0,491;0,788;0,007;0,422;0,412;0,097;0,000803333;0,001;-0,015;0,824;0,609;0,459;0,647;-0,015;0,454;0,731;0,929;-0,013;-0,008;0,177;0,8;0,149;0,311;0,37;-0,013;0,304;0,539;0,776;-0,013;-0,007;0,274;0,072;0,202;0,23;0,141;-0,009;0,055;0,229;0,039;0,093
Blank corrected based on Raw Data (600);38,67;0,099;0,006;1,819;0,313;0,42;0,665;-0,004;0,259;0,793;0,106;0,08;-0,000963333;-0,009;0,36;0,171;0,385;0,195;-0,009;0,068;0,269;0,531;-0,012;-0,01;0,249;0,953;0,448;0,482;0,786;0,006;0,439;0,418;0,099;0,000236667;0,000436667;-0,012;0,825;0,609;0,441;0,644;-0,016;0,454;0,728;0,93;-0,013;0,003;0,063;0,797;0,149;0,308;0,37;-0,014;0,302;0,542;0,784;-0,012;-0,006;0,152;0,071;0,206;0,228;0,142;-0,009;0,055;0,239;0,041;0,089
Blank corrected based on Raw Data (600);38,83;-0,009;0,005;1,829;0,306;0,416;0,672;-0,004;0,257;0,851;0,009;-0,011;0,000373333;0,033;0,359;0,163;0,382;0,194;-0,008;0,068;0,269;0,517;-0,011;-0,011;0,109;0,952;0,447;0,483;0,779;0,007;0,436;0,411;0,095;0,000573333;0,000173333;-0,015;0,824;0,611;0,435;0,646;-0,015;0,456;0,732;0,95;-0,013;0,037;0,228;0,803;0,149;0,307;0,367;-0,013;0,306;0,54;0,799;-0,012;-0,006;0,226;0,073;0,206;0,225;0,141;-0,009;0,056;0,235;0,042;0,156
Blank corrected based on Raw Data (600);39,00;0,052;0,006;1,815;0,301;0,408;0,672;-0,007;0,256;0,789;0,01;-0,012;0,000156667;-0,01;0,361;0,162;0,384;0,193;-0,008;0,067;0,273;0,522;-0,011;-0,01;0,11;0,949;0,436;0,475;0,795;0,007;0,448;0,417;0,099;0,000556667;-0,000443333;-0,016;0,811;0,607;0,434;0,643;-0,015;0,451;0,723;0,926;-0,013;-0,008;-0,014;0,793;0,149;0,308;0,366;-0,013;0,304;0,537;0,795;-0,014;-0,007;0,271;0,074;0,208;0,232;0,144;-0,008;0,057;0,238;0,04;0,089
Blank corrected based on Raw Data (600);39,17;-0,011;0,015;1,809;0,229;0,398;0,709;-0,006;0,256;0,785;0,011;-0,01;-0,003;-0,01;0,365;0,158;0,391;0,192;-0,009;0,071;0,258;0,565;0,06;-0,011;0,144;1,049;0,44;0,477;0,945;0,000563333;0,379;0,478;0,102;-0,003;-0,000636667;-0,017;0,828;0,607;0,422;0,638;-0,014;0,446;0,714;0,947;-0,011;-0,007;-0,013;0,786;0,15;0,303;0,365;-0,013;0,303;0,516;0,814;-0,012;-0,007;0,183;0,077;0,212;0,225;0,148;-0,009;0,056;0,269;0,044;0,157
Blank corrected based on Raw Data (600);39,33;0,002;0,081;1,801;0,233;0,402;0,665;-0,006;0,257;0,784;0,119;-0,012;-0,001;-0,01;0,371;0,156;0,395;0,19;-0,009;0,076;0,259;0,575;-0,013;-0,012;0,146;1,048;0,444;0,468;0,813;0,000556667;0,386;0,484;0,107;-0,002;-0,000243333;-0,017;0,817;0,607;0,422;0,634;-0,015;0,455;0,714;0,93;-0,013;0,02;-0,011;0,784;0,148;0,304;0,364;-0,014;0,304;0,512;0,804;0,041;0,002;0,161;0,077;0,212;0,238;0,147;-0,009;0,058;0,287;0,044;0,238
Blank corrected based on Raw Data (600);39,50;-0,01;0,003;1,804;0,232;0,414;0,678;-0,008;0,254;0,888;0,01;-0,01;-0,00066;-0,01;0,368;0,155;0,395;0,19;-0,008;0,079;0,258;0,578;-0,011;-0,012;0,183;1,053;0,446;0,469;0,819;-0,001;0,385;0,487;0,122;-0,002;-0,00066;-0,016;0,804;0,606;0,415;0,634;-0,014;0,446;0,715;0,937;-0,013;-0,001;0,024;0,78;0,149;0,307;0,362;-0,014;0,304;0,518;0,816;-0,012;-0,005;0,327;0,077;0,222;0,244;0,149;-0,009;0,058;0,277;0,044;0,125
Blank corrected based on Raw Data (600);39,67;-0,008;0,009;1,764;0,342;0,41;0,695;-0,006;0,252;0,814;0,014;0,016;0,003;-0,009;0,361;0,159;0,371;0,19;-0,008;0,075;0,274;0,581;-0,012;-0,011;0,307;0,956;0,449;0,456;0,929;0,008;0,497;0,414;0,112;-0,000143333;-0,000743333;-0,007;0,782;0,597;0,406;0,647;-0,015;0,452;0,73;0,944;-0,013;-0,005;-0,013;0,783;0,148;0,304;0,361;-0,013;0,302;0,538;0,815;-0,012;-0,007;0,06;0,098;0,218;0,241;0,149;-0,009;0,058;0,249;0,046;0,156
Blank corrected based on Raw Data (600);39,83;-0,009;-0,008;1,778;0,244;0,399;0,67;-0,007;0,254;0,807;0,013;0,074;-0,00027;-0,01;0,372;0,154;0,394;0,187;-0,009;0,08;0,26;0,589;-0,012;-0,013;0,148;1,046;0,443;0,455;0,826;-0,002;0,405;0,481;0,124;-0,004;-0,00067;-0,015;0,793;0,602;0,403;0,634;-0,016;0,448;0,715;0,922;-0,012;0,02;0,029;0,771;0,149;0,304;0,358;-0,014;0,304;0,513;0,824;-0,013;-0,008;0,193;0,079;0,221;0,248;0,151;-0,009;0,059;0,286;0,044;0,268
Blank corrected based on Raw Data (600);40,00;-0,009;-0,002;1,761;0,336;0,4;0,668;-0,004;0,252;0,784;0,016;-0,008;0,00002;-0,011;0,367;0,159;0,363;0,185;-0,008;0,074;0,274;0,576;-0,012;-0,01;0,259;0,951;0,437;0,442;0,918;0,007;0,5;0,414;0,114;0,00052;0,00002;-0,017;0,78;0,599;0,391;0,642;-0,015;0,45;0,715;0,948;-0,014;0,012;-0,009;0,772;0,149;0,299;0,356;-0,013;0,301;0,535;0,818;0,044;-0,008;0,189;0,094;0,22;0,246;0,152;-0,009;0,058;0,248;0,081;0,063
Blank corrected based on Raw Data (600);40,17;-0,009;-0,000753333;1,75;0,346;0,389;0,647;-0,006;0,251;0,778;0,016;0,038;0,002;-0,002;0,376;0,157;0,366;0,184;-0,008;0,073;0,273;0,597;-0,01;-0,01;0,346;0,967;0,431;0,445;0,827;0,004;0,532;0,418;0,121;0,000146667;-0,002;-0,016;0,775;0,598;0,388;0,637;-0,016;0,451;0,718;0,94;-0,012;-0,007;0,159;0,77;0,147;0,298;0,355;-0,014;0,3;0,533;0,805;-0,014;-0,007;0,134;0,079;0,226;0,245;0,152;-0,009;0,058;0,252;0,108;0,119
Blank corrected based on Raw Data (600);40,33;-0,009;-0,002;1,761;0,255;0,392;0,66;-0,008;0,253;0,78;0,016;0,066;-0,002;-0,011;0,381;0,152;0,369;0,184;-0,009;0,074;0,261;0,579;-0,012;-0,011;0,351;1,045;0,431;0,439;0,848;-0,00057;0,434;0,481;0,125;-0,002;0,00003;-0,009;0,788;0,603;0,381;0,628;-0,015;0,449;0,701;0,974;-0,013;-0,006;0,016;0,76;0,149;0,298;0,353;-0,013;0,301;0,509;0,805;-0,013;-0,006;0,078;0,081;0,236;0,246;0,156;-0,009;0,059;0,294;0,051;0,262
Blank corrected based on Raw Data (600);40,50;-0,009;0,008;1,776;0,26;0,399;0,661;-0,008;0,252;0,778;0,016;-0,011;-0,001;-0,01;0,401;0,152;0,375;0,183;-0,008;0,078;0,261;0,58;-0,011;-0,011;0,164;1,049;0,431;0,433;0,834;-0,000186667;0,438;0,48;0,138;-0,002;-0,000586667;-0,015;0,786;0,602;0,384;0,622;-0,016;0,448;0,695;0,937;-0,013;0,046;0,222;0,753;0,15;0,303;0,354;-0,013;0,301;0,51;0,826;-0,012;-0,005;0,227;0,084;0,232;0,254;0,158;-0,009;0,061;0,298;0,097;0,146
Blank corrected based on Raw Data (600);40,67;-0,01;0,002;1,742;0,357;0,39;0,649;-0,007;0,248;0,792;0,016;-0,011;0,000506667;0,188;0,375;0,156;0,358;0,181;-0,01;0,074;0,273;0,577;-0,012;-0,011;0,282;0,964;0,436;0,43;0,938;0,006;0,549;0,418;0,135;0,000306667;-0,000593333;-0,016;0,767;0,595;0,367;0,641;-0,016;0,438;0,72;0,977;-0,013;-0,009;0,092;0,755;0,148;0,298;0,35;-0,013;0,301;0,534;0,831;-0,013;-0,008;0,317;0,225;0,27;0,246;0,158;-0,01;0,06;0,255;0,107;0,218
Blank corrected based on Raw Data (600);40,83;-0,01;0,000116667;1,733;0,359;0,372;0,669;-0,006;0,248;0,772;0,018;-0,011;0,000816667;0,186;0,394;0,154;0,355;0,181;-0,008;0,075;0,275;0,568;-0,013;-0,012;0,2;0,956;0,448;0,421;0,831;0,007;0,553;0,414;0,143;-0,000183333;-0,001;-0,016;0,762;0,594;0,368;0,633;-0,016;0,437;0,708;0,948;0,003;-0,008;0,234;0,748;0,147;0,295;0,349;-0,014;0,299;0,526;0,827;-0,013;-0,006;0,058;0,084;0,292;0,256;0,159;-0,009;0,06;0,255;0,18;0,057
Blank corrected based on Raw Data (600);41,00;-0,009;0,005;1,72;0,391;0,359;0,663;-0,007;0,248;0,778;0,018;-0,012;0,001;-0,012;0,386;0,154;0,353;0,179;-0,009;0,076;0,274;0,583;-0,011;-0,01;0,202;0,955;0,427;0,41;0,835;0,007;0,566;0,414;0,135;-0,000476667;-0,001;-0,016;0,751;0,588;0,362;0,631;-0,016;0,44;0,715;0,961;-0,014;-0,002;-0,013;0,746;0,147;0,297;0,346;-0,014;0,298;0,532;0,811;-0,014;-0,007;0,095;0,17;0,269;0,254;0,16;-0,009;0,061;0,256;0,179;0,165
Blank corrected based on Raw Data (600);41,17;-0,01;0,001;1,726;0,372;0,37;0,658;-0,005;0,247;0,773;0,021;-0,012;0,000393333;0,075;0,396;0,154;0,349;0,179;-0,009;0,078;0,274;0,563;-0,012;-0,011;0,217;0,951;0,446;0,413;0,823;0,007;0,579;0,414;0,148;-0,001;-0,001;-0,014;0,748;0,591;0,353;0,627;-0,016;0,439;0,708;0,962;-0,013;-0,006;0,143;0,738;0,147;0,295;0,347;-0,014;0,299;0,527;0,831;-0,013;-0,008;0,513;0,088;0,264;0,268;0,162;-0,009;0,062;0,256;0,068;0,176
Blank corrected based on Raw Data (600);41,33;-0,008;0,007;1,712;0,368;0,378;0,657;-0,006;0,245;0,767;0,02;-0,013;0,000093333;-0,011;0,384;0,153;0,343;0,177;-0,009;0,075;0,274;0,577;-0,013;-0,011;0,14;0,959;0,437;0,409;0,838;0,005;0,59;0,413;0,157;-0,000806667;-0,001;-0,017;0,752;0,59;0,349;0,627;-0,017;0,446;0,709;0,987;-0,013;0,058;-0,015;0,733;0,146;0,292;0,345;-0,014;0,298;0,529;0,839;-0,013;-0,005;0,164;0,089;0,266;0,251;0,163;-0,009;0,062;0,268;0,152;0,095
Blank corrected based on Raw Data (600);41,50;-0,009;0,012;1,733;0,379;0,367;0,656;-0,008;0,245;0,769;0,023;-0,012;-0,00035;0,057;0,385;0,152;0,344;0,176;-0,009;0,078;0,275;0,588;-0,012;-0,012;0,323;0,952;0,435;0,4;0,832;0,008;0,6;0,412;0,183;0,00065;-0,002;0,003;0,747;0,588;0,347;0,622;-0,015;0,437;0,707;0,992;-0,014;0,02;0,077;0,728;0,146;0,29;0,343;-0,013;0,298;0,526;0,832;0,021;-0,003;0,395;0,094;0,256;0,255;0,165;-0,009;0,061;0,262;0,076;0,123
Blank corrected based on Raw Data (600);41,67;-0,009;0,000106667;1,745;0,379;0,384;0,654;-0,007;0,245;0,776;0,025;-0,011;0,000506667;-0,011;0,396;0,152;0,347;0,176;-0,008;0,079;0,276;0,588;-0,012;-0,012;0,239;0,955;0,432;0,397;0,824;0,007;0,601;0,41;0,175;-0,000593333;-0,002;-0,015;0,747;0,589;0,345;0,62;-0,016;0,438;0,708;0,971;-0,013;0,007;-0,015;0,719;0,146;0,293;0,343;-0,013;0,3;0,53;0,84;-0,013;-0,006;0,227;0,092;0,244;0,267;0,166;-0,009;0,063;0,273;0,188;0,145
