Well;;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);22,67;-0,004;-0,000686667;0,743;0,244;0,594;0,586;0,002;0,043;0,744;-0,006;-0,008;0,002;-0,012;0,767;0,052;0,417;0,084;-0,011;0,022;0,166;0,022;-0,008;-0,002;-0,012;0,668;0,464;0,491;0,078;0,005;0,046;0,262;0,008;0,004;0,005;-0,014;0,362;0,683;0,567;0,755;-0,011;0,079;0,774;0,046;-0,008;-0,008;-0,012;1,038;0,157;0,594;0,498;-0,009;0,446;0,634;0,084;-0,01;-0,002;0,032;0,051;0,049;0,049;0,027;-0,01;0,015;0,04;-0,005;0,082
Blank corrected based on Raw Data (600);22,83;-0,005;-0,009;0,69;0,347;0,59;0,584;0,003;0,043;0,729;-0,007;-0,008;0,005;-0,012;0,805;0,055;0,421;0,086;-0,012;0,02;0,18;0,01;-0,008;0,001;-0,012;0,64;0,438;0,505;0,082;0,012;0,065;0,237;0,005;0,004;0,006;-0,013;0,413;0,672;0,612;0,756;-0,012;0,083;0,792;0,055;-0,009;-0,008;-0,013;1,124;0,151;0,589;0,501;-0,008;0,441;0,654;0,087;-0,01;-0,003;0,189;0,036;0,049;0,048;0,028;-0,011;0,016;0,039;-0,005;0,131
Blank corrected based on Raw Data (600);23,00;-0,006;-0,008;0,622;0,303;0,603;0,579;0,005;0,044;0,736;-0,006;-0,007;0,003;0,075;0,851;0,055;0,469;0,088;-0,012;0,022;0,181;0,014;-0,009;-0,000336667;-0,01;0,754;0,436;0,483;0,086;0,012;0,066;0,237;0,004;0,004;0,006;0,086;0,378;0,671;0,632;0,757;-0,012;0,086;0,798;0,058;-0,009;-0,008;-0,014;1,126;0,141;0,589;0,493;-0,009;0,439;0,647;0,094;-0,009;-0,003;0,187;0,029;0,051;0,049;0,029;-0,012;0,016;0,04;-0,006;0,195
Blank corrected based on Raw Data (600);23,17;-0,005;-0,014;0,705;0,247;0,608;0,585;0,006;0,046;0,733;-0,007;-0,007;0,006;0,019;0,859;0,128;0,526;0,092;-0,013;0,021;0,185;0,013;-0,009;0,00028;-0,011;0,64;0,453;0,518;0,092;0,012;0,064;0,242;0,005;0,005;0,005;-0,013;0,421;0,676;0,613;0,751;-0,012;0,088;0,788;0,062;-0,006;-0,008;-0,013;1,121;0,121;0,587;0,494;-0,009;0,435;0,638;0,102;-0,01;-0,002;0,08;0,039;0,052;0,051;0,031;-0,01;0,015;0,04;-0,007;0,11
Blank corrected based on Raw Data (600);23,33;-0,005;-0,003;0,649;0,221;0,611;0,586;0,008;0,047;0,747;-0,008;-0,008;0,003;-0,011;0,876;0,257;0,509;0,094;-0,012;0,023;0,185;0,02;-0,008;-0,000203333;-0,012;0,683;0,46;0,484;0,1;0,012;0,067;0,244;0,005;0,004;0,005;-0,013;0,409;0,668;0,577;0,741;-0,013;0,09;0,795;0,063;-0,009;-0,008;-0,013;1,103;0,109;0,585;0,489;-0,008;0,434;0,621;0,119;-0,01;-0,002;0,193;0,032;0,053;0,055;0,032;-0,012;0,017;0,04;-0,005;0,075
Blank corrected based on Raw Data (600);23,50;-0,006;0,00045;0,995;0,185;0,626;0,568;0,006;0,049;0,746;-0,009;-0,008;0,004;-0,011;0,831;0,057;0,495;0,098;-0,011;0,022;0,189;0,022;-0,008;0,00095;-0,011;0,722;0,474;0,506;0,109;0,013;0,068;0,253;0,005;0,003;0,005;-0,013;0,417;0,68;0,554;0,737;-0,012;0,092;0,792;0,065;-0,01;-0,009;-0,013;1,057;0,109;0,585;0,482;-0,008;0,43;0,621;0,131;-0,01;-0,002;0,096;0,026;0,055;0,055;0,032;-0,011;0,016;0,04;-0,006;0,187
Blank corrected based on Raw Data (600);23,67;-0,006;-0,014;0,738;0,176;0,669;0,568;0,007;0,05;0,751;-0,007;-0,008;0,003;-0,011;1,071;0,056;0,577;0,1;-0,013;0,021;0,189;0,024;-0,008;0,000373333;-0,012;0,767;0,468;0,521;0,118;0,011;0,07;0,254;0,006;0,003;0,006;0,009;0,4;0,684;0,61;0,74;-0,012;0,095;0,785;0,067;-0,008;-0,009;-0,013;1,042;0,103;0,583;0,484;-0,008;0,425;0,61;0,131;-0,009;-0,002;0,044;0,049;0,057;0,056;0,034;-0,011;0,017;0,039;-0,005;0,069
Blank corrected based on Raw Data (600);23,83;-0,006;-0,007;0,621;0,186;0,611;0,569;0,005;0,052;0,754;-0,003;0,009;0,004;-0,012;1,285;0,059;0,575;0,104;-0,012;0,024;0,203;0,027;-0,008;0,001;-0,011;0,738;0,486;0,546;0,129;0,013;0,066;0,254;0,005;0,004;0,006;-0,012;0,395;0,687;0,582;0,753;-0,013;0,1;0,786;0,075;-0,009;-0,008;-0,01;1,045;0,108;0,582;0,479;-0,009;0,424;0,609;0,141;-0,01;-0,002;0,263;0,035;0,058;0,067;0,034;-0,01;0,016;0,043;-0,005;0,078
Blank corrected based on Raw Data (600);24,00;-0,005;-0,01;0,626;0,205;0,672;0,561;0,005;0,054;0,757;-0,008;-0,008;0,004;-0,01;1,358;0,096;0,521;0,107;-0,012;0,023;0,202;0,025;-0,008;0,00029;-0,012;0,737;0,524;0,506;0,142;0,013;0,071;0,26;0,006;0,005;0,005;-0,014;0,416;0,684;0,625;0,744;-0,013;0,101;0,782;0,077;-0,01;-0,008;-0,013;1,029;0,107;0,581;0,476;-0,009;0,422;0,603;0,145;-0,009;0,00089;0,166;0,028;0,059;0,06;0,035;-0,012;0,018;0,039;-0,005;0,146
Blank corrected based on Raw Data (600);24,17;-0,005;-0,012;0,63;0,235;0,705;0,559;0,008;0,056;0,765;-0,005;-0,007;0,003;-0,012;1,082;0,1;0,594;0,111;-0,012;0,026;0,207;0,028;-0,009;0,00031;-0,011;0,715;0,51;0,548;0,155;0,014;0,073;0,262;0,005;0,004;0,006;-0,012;0,474;0,715;0,596;0,734;-0,012;0,105;0,781;0,086;-0,008;-0,008;0,087;1,028;0,105;0,581;0,48;-0,008;0,419;0,603;0,159;-0,009;-0,002;0,056;0,03;0,059;0,061;0,036;-0,012;0,018;0,04;0,055;0,033
Blank corrected based on Raw Data (600);24,33;0,006;0,01;0,736;0,27;0,706;0,555;0,007;0,057;0,768;-0,006;-0,007;0,004;-0,01;1,212;0,108;0,594;0,114;-0,012;0,023;0,212;0,029;-0,009;-0,00053;-0,011;0,768;0,524;0,529;0,167;0,013;0,077;0,281;0,008;0,004;0,005;-0,014;0,464;0,688;0,639;0,723;-0,011;0,109;0,795;0,088;-0,009;-0,008;-0,014;1,007;0,104;0,578;0,469;-0,009;0,416;0,605;0,161;-0,01;-0,003;0,133;0,034;0,062;0,064;0,037;-0,011;0,018;0,042;-0,001;0,104
Blank corrected based on Raw Data (600);24,50;-0,006;-0,006;0,613;0,241;0,693;0,546;0,007;0,059;0,772;-0,01;-0,008;0,003;-0,011;1,072;0,102;0,578;0,117;-0,013;0,024;0,211;0,018;-0,009;-0,002;-0,013;0,705;0,549;0,508;0,182;0,014;0,078;0,271;0,006;0,004;0,005;-0,013;0,37;0,729;0,627;0,72;-0,012;0,112;0,78;0,096;-0,01;-0,008;-0,013;0,985;0,104;0,576;0,466;-0,009;0,414;0,594;0,174;-0,01;-0,004;0,317;0,037;0,062;0,066;0,037;-0,012;0,018;0,043;0,073;0,174
Blank corrected based on Raw Data (600);24,67;-0,005;-0,004;1,031;0,232;0,656;0,545;0,008;0,061;0,779;-0,008;-0,008;0,003;-0,011;1,232;0,122;0,598;0,12;-0,013;0,025;0,214;0,02;-0,008;0,000166667;-0,011;0,734;0,561;0,556;0,204;0,013;0,077;0,278;0,007;0,004;0,005;-0,006;0,507;0,683;0,615;0,723;-0,013;0,114;0,783;0,1;-0,01;-0,008;-0,013;0,987;0,1;0,577;0,466;-0,009;0,409;0,591;0,178;-0,009;0,008;0,211;0,031;0,064;0,066;0,039;-0,011;0,019;0,043;-0,004;0,189
Blank corrected based on Raw Data (600);24,83;-0,004;-0,002;0,866;0,208;0,737;0,677;0,006;0,062;0,784;-0,006;-0,008;0,003;-0,011;1,199;0,089;0,595;0,124;-0,012;0,025;0,218;0,018;-0,008;-0,00055;-0,011;0,695;0,694;0,495;0,218;0,011;0,075;0,278;0,007;0,004;0,006;0,017;0,422;0,682;0,614;0,73;-0,012;0,118;0,785;0,11;-0,01;-0,008;0,003;0,97;0,1;0,575;0,462;-0,009;0,406;0,592;0,195;-0,01;-0,004;0,02;0,031;0,065;0,067;0,039;-0,011;0,019;0,044;-0,005;0,085
Blank corrected based on Raw Data (600);25,00;-0,004;-0,004;0,669;0,156;0,715;0,804;0,003;0,066;0,803;-0,009;-0,007;0,001;-0,012;1,15;0,329;0,575;0,127;-0,012;0,028;0,203;0,027;-0,008;-0,004;-0,012;0,739;0,606;0,536;0,236;0,002;0,064;0,322;0,013;0,004;0,004;0,009;0,412;0,721;0,591;0,742;-0,011;0,12;0,766;0,113;-0,009;-0,006;-0,014;0,957;0,097;0,573;0,458;-0,01;0,405;0,561;0,207;-0,01;0,012;0,158;0,035;0,067;0,071;0,041;-0,011;0,02;0,045;0,142;0,146
Blank corrected based on Raw Data (600);25,17;-0,005;-0,014;0,721;0,147;0,675;0,794;0,002;0,067;0,818;-0,008;-0,008;-0,00018;-0,012;0,765;0,101;0,624;0,131;-0,011;0,03;0,206;0,025;-0,008;-0,005;-0,012;0,742;0,651;0,559;0,264;0,003;0,063;0,322;0,011;0,003;0,004;0,012;0,454;0,683;0,652;0,742;-0,012;0,125;0,768;0,122;-0,009;-0,007;-0,008;0,952;0,095;0,574;0,457;-0,01;0,402;0,561;0,22;-0,009;0,001;0,172;0,033;0,069;0,072;0,042;-0,011;0,021;0,046;0,08;0,121
Blank corrected based on Raw Data (600);25,33;-0,005;-0,006;0,809;0,148;0,769;0,758;0,002;0,07;0,814;-0,005;-0,007;-0,00029;-0,012;0,838;0,088;0,6;0,136;-0,012;0,03;0,205;0,024;0,069;-0,005;-0,012;0,711;0,569;0,556;0,281;0,003;0,064;0,329;0,013;0,004;0,004;-0,013;0,492;0,687;0,627;0,758;-0,011;0,128;0,762;0,126;-0,009;-0,007;-0,013;0,933;0,096;0,572;0,452;-0,009;0,399;0,562;0,226;-0,009;0,005;0,00011;0,032;0,074;0,076;0,044;-0,011;0,021;0,046;0,046;0,096
Blank corrected based on Raw Data (600);25,50;-0,006;-0,007;0,875;0,175;0,79;0,736;0,007;0,071;0,804;-0,006;-0,007;0,006;-0,009;1,201;0,082;0,662;0,139;-0,012;0,027;0,221;0,016;-0,008;-0,003;-0,011;0,809;0,582;0,554;0,301;0,011;0,089;0,292;0,008;0,004;0,005;-0,011;0,431;0,682;0,679;0,74;-0,014;0,132;0,769;0,141;-0,01;-0,008;0,07;0,932;0,095;0,569;0,451;-0,008;0,395;0,59;0,255;-0,01;0,057;0,226;0,032;0,071;0,075;0,044;-0,011;0,021;0,05;-0,003;0,096
Blank corrected based on Raw Data (600);25,67;-0,005;-0,01;0,762;0,186;0,815;0,723;0,004;0,073;0,808;-0,006;-0,007;0,003;-0,01;0,961;0,089;0,73;0,142;-0,013;0,027;0,22;0,017;-0,008;-0,001;-0,011;0,782;0,593;0,528;0,316;0,011;0,09;0,293;0,01;0,003;0,006;-0,014;0,441;0,682;0,662;0,732;-0,013;0,136;0,776;0,148;-0,009;-0,007;-0,01;0,913;0,095;0,568;0,448;-0,009;0,394;0,593;0,263;-0,009;0,002;0,182;0,067;0,072;0,077;0,046;-0,011;0,022;0,051;-0,003;0,087
Blank corrected based on Raw Data (600);25,83;0,007;-0,01;0,891;0,169;0,863;0,76;0,005;0,077;0,84;-0,01;-0,008;0,002;0,045;0,724;0,088;0,686;0,146;-0,013;0,031;0,211;0,025;-0,008;-0,005;-0,013;0,782;0,584;0,575;0,336;0,002;0,07;0,337;0,022;0,004;0,006;-0,014;0,441;0,778;0,698;0,709;-0,012;0,139;0,749;0,152;-0,011;-0,006;-0,012;0,915;0,095;0,566;0,447;-0,009;0,391;0,561;0,273;-0,01;-0,004;0,145;0,043;0,075;0,079;0,047;-0,011;0,022;0,047;0,021;0,13
Blank corrected based on Raw Data (600);26,00;-0,004;-0,005;0,822;0,191;0,83;0,747;0,004;0,079;0,826;-0,008;-0,008;0,003;-0,012;0,823;0,094;0,711;0,15;-0,012;0,028;0,228;0,021;-0,009;-0,001;-0,011;0,769;0,583;0,568;0,356;0,01;0,1;0,299;0,013;0,004;0,005;-0,013;0,421;0,682;0,672;0,719;-0,01;0,144;0,764;0,162;-0,01;-0,008;-0,013;0,903;0,093;0,566;0,444;-0,009;0,39;0,59;0,277;0,009;-0,003;0,187;0,033;0,076;0,08;0,048;-0,011;0,023;0,048;0,118;0,189
Blank corrected based on Raw Data (600);26,17;-0,006;-0,008;0,782;0,188;0,884;0,742;0,006;0,081;0,846;-0,008;-0,008;0,002;-0,01;0,817;0,114;0,684;0,155;-0,013;0,028;0,228;0,03;-0,009;-0,002;-0,013;0,895;0,596;0,555;0,38;0,011;0,097;0,305;0,016;0,004;0,005;-0,014;0,451;0,698;0,755;0,713;-0,012;0,151;0,76;0,175;-0,01;-0,008;0,00034;0,897;0,094;0,564;0,443;-0,01;0,388;0,581;0,282;-0,01;-0,004;0,191;0,034;0,077;0,082;0,049;-0,011;0,024;0,051;0,00004;0,166
Blank corrected based on Raw Data (600);26,33;-0,005;-0,003;1,16;0,182;0,924;0,737;0,007;0,085;0,841;-0,009;-0,009;0,003;-0,004;0,879;0,118;0,763;0,158;-0,013;0,028;0,227;0,029;-0,008;-0,002;-0,01;0,746;0,653;0,594;0,403;0,012;0,097;0,308;0,012;0,002;0,004;-0,006;0,468;0,681;0,731;0,72;-0,013;0,151;0,763;0,186;-0,01;-0,008;-0,013;0,891;0,093;0,563;0,439;-0,01;0,386;0,583;0,305;-0,01;-0,005;0,25;0,036;0,076;0,084;0,049;-0,012;0,023;0,055;0,073;0,154
Blank corrected based on Raw Data (600);26,50;-0,005;-0,004;0,715;0,182;0,864;0,738;0,008;0,086;0,865;-0,008;-0,008;0,004;0,02;0,7;0,115;0,599;0,163;-0,012;0,028;0,233;0,03;-0,007;-0,002;-0,013;0,742;0,644;0,623;0,427;0,011;0,105;0,321;0,017;0,003;0,005;-0,013;0,517;0,684;0,743;0,728;-0,013;0,157;0,767;0,205;-0,01;-0,008;0,007;0,882;0,094;0,56;0,438;-0,01;0,385;0,587;0,321;-0,01;-0,004;0,046;0,034;0,079;0,086;0,05;-0,012;0,023;0,054;-0,004;-0,00028
Blank corrected based on Raw Data (600);26,67;-0,005;-0,002;0,741;0,164;0,878;0,752;0,000396667;0,09;0,874;-0,009;-0,007;0,002;0,069;0,822;0,104;0,672;0,17;-0,012;0,034;0,221;0,04;-0,005;-0,005;-0,012;1,004;0,637;0,63;0,45;0,004;0,08;0,356;0,03;0,002;0,004;-0,013;0,478;0,679;0,75;0,735;-0,011;0,16;0,748;0,218;-0,01;-0,007;-0,013;0,882;0,096;0,563;0,438;-0,01;0,384;0,556;0,35;-0,009;-0,003;0,206;0,041;0,08;0,089;0,052;-0,011;0,025;0,052;0,006;0,201
Blank corrected based on Raw Data (600);26,83;-0,005;0,001;0,739;0,157;0,865;0,728;0,00067;0,093;0,883;-0,008;-0,008;-0,00013;0,049;0,884;0,107;0,683;0,174;-0,011;0,034;0,224;0,033;-0,008;-0,004;-0,013;0,757;0,873;0,679;0,471;0,002;0,08;0,37;0,029;0,003;0,005;-0,013;0,476;0,678;0,785;0,74;-0,012;0,165;0,748;0,222;-0,009;-0,008;0,087;0,875;0,095;0,556;0,435;-0,011;0,382;0,553;0,354;-0,009;-0,002;0,096;0,039;0,081;0,09;0,053;-0,011;0,026;0,059;-0,003;0,151
Blank corrected based on Raw Data (600);27,00;-0,005;-0,005;0,963;0,152;0,889;0,752;0,002;0,096;0,878;-0,009;-0,008;0,000836667;-0,008;0,572;0,109;0,668;0,178;-0,012;0,034;0,223;0,035;-0,008;-0,005;-0,012;1,011;0,642;0,655;0,497;0,003;0,081;0,366;0,032;0,018;0,005;-0,013;0,506;0,674;0,787;0,743;-0,012;0,169;0,751;0,25;-0,009;-0,007;-0,01;0,868;0,095;0,556;0,435;-0,011;0,381;0,556;0,374;-0,009;-0,000063333;0,24;0,041;0,082;0,091;0,054;-0,01;0,025;0,058;0,008;0,088
Blank corrected based on Raw Data (600);27,17;-0,006;0,001;0,827;0,185;0,868;0,755;0,003;0,098;0,873;-0,007;-0,007;0,003;0,04;0,586;0,122;0,651;0,183;-0,012;0,032;0,241;0,03;-0,009;-0,003;-0,012;0,929;0,671;0,658;0,511;0,01;0,106;0,315;0,022;0,004;0,004;-0,011;0,453;0,676;0,784;0,746;-0,014;0,177;0,768;0,268;-0,009;-0,008;-0,012;0,861;0,096;0,554;0,43;-0,009;0,38;0,582;0,422;-0,01;-0,002;0,15;0,037;0,086;0,093;0,056;-0,011;0,024;0,059;-0,002;0,053
Blank corrected based on Raw Data (600);27,33;-0,006;-0,002;1,199;0,182;0,875;0,753;0,008;0,101;0,876;-0,008;-0,009;0,003;-0,009;1,005;0,122;0,639;0,187;-0,011;0,031;0,246;0,033;-0,009;-0,003;-0,012;0,886;0,845;0,61;0,532;0,01;0,113;0,324;0,029;0,003;0,004;-0,009;0,463;0,675;0,775;0,748;-0,013;0,181;0,765;0,266;-0,01;-0,008;-0,012;0,85;0,096;0,552;0,429;-0,01;0,378;0,581;0,451;-0,011;-0,004;0,117;0,038;0,086;0,095;0,056;-0,012;0,025;0,058;-0,003;0,143
Blank corrected based on Raw Data (600);27,50;-0,006;-0,001;0,945;0,199;0,799;0,716;0,005;0,105;0,869;-0,008;-0,008;0,004;0,038;0,958;0,125;0,638;0,194;-0,012;0,035;0,248;0,036;-0,008;-0,003;-0,012;1,483;0,708;0,684;0,554;0,011;0,115;0,33;0,027;0,004;0,005;0,024;0,498;0,678;0,8;0,747;-0,012;0,186;0,765;0,269;-0,01;-0,008;-0,006;0,847;0,095;0,549;0,426;-0,01;0,376;0,584;0,448;-0,01;-0,006;0,077;0,037;0,087;0,105;0,057;-0,012;0,027;0,066;-0,00059;0,155
Blank corrected based on Raw Data (600);27,67;-0,006;0,004;0,716;0,191;0,755;0,718;0,005;0,109;0,858;-0,008;-0,009;0,004;0,091;0,918;0,127;0,638;0,197;-0,013;0,032;0,262;0,038;-0,009;-0,004;-0,013;1,451;0,806;0,663;0,577;0,011;0,108;0,328;0,027;0,003;0,004;-0,014;0,475;0,682;0,791;0,751;-0,013;0,192;0,758;0,283;-0,01;-0,008;-0,011;0,851;0,097;0,549;0,423;-0,01;0,376;0,575;0,478;-0,01;-0,006;0,148;0,038;0,087;0,1;0,057;-0,011;0,026;0,064;-0,00082;0,118
Blank corrected based on Raw Data (600);27,83;-0,006;-0,003;0,998;0,185;0,733;0,733;0,005;0,111;0,855;-0,01;-0,008;0,003;0,022;0,873;0,131;0,621;0,203;-0,013;0,031;0,251;0,037;-0,009;-0,003;-0,012;1,465;0,782;0,621;0,596;0,011;0,115;0,334;0,031;0,004;0,004;-0,014;0,499;0,678;0,794;0,75;-0,013;0,196;0,754;0,304;-0,009;-0,009;-0,012;0,843;0,098;0,545;0,423;-0,01;0,373;0,578;0,483;-0,011;-0,004;0,139;0,042;0,089;0,101;0,06;-0,012;0,026;0,063;0,003;0,093
Blank corrected based on Raw Data (600);28,00;-0,007;0,003;0,758;0,19;0,71;0,708;0,004;0,116;0,861;-0,008;-0,008;0,003;-0,003;0,847;0,136;0,633;0,209;-0,012;0,032;0,254;0,04;-0,009;-0,003;-0,009;1,374;0,71;0,682;0,621;0,01;0,118;0,336;0,036;0,004;0,004;0,059;0,532;0,65;0,855;0,759;-0,013;0,203;0,761;0,329;-0,001;-0,008;-0,013;0,837;0,098;0,543;0,423;-0,01;0,372;0,58;0,513;-0,01;-0,003;0,091;0,04;0,09;0,103;0,06;-0,012;0,027;0,068;-0,0009;0,229
Blank corrected based on Raw Data (600);28,17;-0,007;-0,002;0,865;0,2;0,711;0,706;0,005;0,118;0,843;-0,007;-0,009;0,002;-0,00079;0,813;0,14;0,626;0,215;-0,013;0,034;0,253;0,042;-0,009;-0,003;-0,01;1,294;0,687;0,654;0,635;0,01;0,124;0,343;0,032;0,003;0,004;-0,014;0,523;0,644;0,844;0,76;-0,012;0,21;0,755;0,282;-0,009;-0,008;-0,013;0,832;0,099;0,539;0,419;-0,011;0,37;0,582;0,525;-0,01;-0,005;0,177;0,038;0,092;0,105;0,062;-0,012;0,028;0,068;0,009;0,129
Blank corrected based on Raw Data (600);28,33;-0,006;-0,002;0,934;0,21;0,706;0,723;0,002;0,122;0,837;-0,004;-0,008;0,003;0,008;0,766;0,141;0,616;0,22;-0,012;0,034;0,255;0,043;-0,009;-0,005;-0,011;1,15;0,966;0,634;0,655;0,01;0,129;0,352;0,035;0,003;0,003;0,01;0,544;0,65;0,769;0,76;-0,013;0,216;0,749;0,328;-0,011;-0,008;0,101;0,833;0,098;0,54;0,416;-0,01;0,369;0,576;0,544;-0,009;0,106;0,083;0,039;0,093;0,105;0,061;-0,012;0,028;0,067;0,00028;0,212
Blank corrected based on Raw Data (600);28,50;-0,006;0,000213333;1,189;0,179;0,705;0,717;0,004;0,128;0,85;-0,004;-0,008;-0,000386667;-0,009;0,702;0,137;0,63;0,227;-0,013;0,038;0,243;0,053;-0,01;-0,008;-0,011;1,207;0,993;0,65;0,669;0,003;0,099;0,398;0,049;0,002;0,004;-0,013;0,543;0,65;0,803;0,757;-0,012;0,221;0,739;0,388;-0,01;-0,007;-0,012;0,831;0,102;0,537;0,416;-0,011;0,369;0,545;0,592;-0,011;-0,002;-0,008;0,045;0,095;0,109;0,064;-0,012;0,029;0,072;-0,000886667;0,19
Blank corrected based on Raw Data (600);28,67;-0,006;-0,008;1,077;0,175;0,715;0,712;0,002;0,133;0,842;-0,004;-0,007;-0,000003333;-0,009;0,731;0,143;0,637;0,232;-0,013;0,039;0,248;0,054;-0,007;-0,006;-0,012;1,219;0,767;0,639;0,693;0,003;0,101;0,401;0,052;0,003;0,005;-0,013;0,513;0,651;0,82;0,747;-0,012;0,226;0,74;0,316;-0,01;-0,006;0,076;0,833;0,103;0,531;0,418;-0,011;0,366;0,542;0,599;-0,01;-0,004;-0,008;0,09;0,095;0,112;0,064;-0,012;0,03;0,074;0,021;0,157
Blank corrected based on Raw Data (600);28,83;-0,007;-0,005;1,259;0,187;0,693;0,725;0,002;0,135;0,827;-0,003;-0,009;0,002;-0,009;0,673;0,149;0,61;0,238;-0,014;0,034;0,264;0,05;0,011;-0,004;-0,012;1,108;0,718;0,64;0,715;0,012;0,136;0,357;0,037;0,003;0,004;-0,014;0,505;0,653;0,776;0,733;-0,013;0,235;0,743;0,34;-0,01;-0,008;-0,003;0,822;0,101;0,527;0,416;-0,01;0,365;0,573;0,618;-0,01;-0,006;0,017;0,04;0,097;0,111;0,066;-0,012;0,029;0,073;0,003;0,069
Blank corrected based on Raw Data (600);29,00;-0,007;-0,009;1,071;0,177;0,696;0,697;0,004;0,14;0,833;-0,003;-0,008;0,002;-0,01;0,647;0,152;0,608;0,244;-0,012;0,037;0,259;0,054;-0,008;-0,003;-0,012;1,117;1,038;0,635;0,734;0,013;0,132;0,36;0,033;0,004;0,004;0,065;0,526;0,645;0,791;0,721;-0,013;0,243;0,751;0,329;-0,01;-0,009;0,013;0,825;0,103;0,526;0,412;-0,01;0,363;0,566;0,657;-0,011;-0,004;0,215;0,041;0,098;0,112;0,066;-0,011;0,029;0,075;0,074;0,131
Blank corrected based on Raw Data (600);29,17;-0,006;-0,002;0,819;0,176;0,701;0,704;0,002;0,142;0,824;-0,00068;-0,008;0,002;0,028;0,718;0,155;0,596;0,252;-0,014;0,035;0,263;0,059;-0,009;-0,005;-0,012;1,097;0,706;0,629;0,756;0,012;0,133;0,365;0,035;0,003;0,004;-0,011;0,519;0,643;0,822;0,72;-0,013;0,252;0,747;0,366;-0,011;-0,008;0,047;0,82;0,104;0,52;0,411;-0,01;0,36;0,568;0,661;-0,011;-0,005;0,157;0,043;0,1;0,113;0,069;-0,012;0,03;0,078;-0,00028;0,114
Blank corrected based on Raw Data (600);29,33;-0,007;0,004;1,048;0,189;0,698;0,689;0,006;0,148;0,825;0,003;-0,01;0,002;-0,006;0,624;0,156;0,606;0,257;-0,012;0,035;0,261;0,06;-0,009;-0,004;-0,012;1,114;0,718;0,642;0,783;0,011;0,139;0,365;0,041;0,003;0,005;-0,012;0,526;0,645;0,819;0,716;-0,014;0,26;0,744;0,348;-0,01;-0,008;0,254;0,821;0,105;0,515;0,411;-0,01;0,357;0,565;0,644;-0,011;-0,004;0,067;0,04;0,1;0,114;0,07;-0,011;0,03;0,078;0,167;0,046
Blank corrected based on Raw Data (600);29,50;-0,008;0,002;0,989;0,203;0,695;0,716;0,003;0,15;0,834;0,002;0,022;0,003;0,171;0,604;0,159;0,6;0,263;-0,013;0,039;0,261;0,069;-0,009;-0,004;-0,012;1,097;0,69;0,637;0,805;0,01;0,147;0,373;0,077;0,003;0,004;-0,012;0,528;0,639;0,747;0,717;-0,013;0,268;0,749;0,395;-0,011;-0,008;0,1;0,813;0,106;0,512;0,412;-0,011;0,356;0,568;0,632;-0,01;-0,006;0,199;0,044;0,102;0,113;0,07;-0,012;0,032;0,078;-0,00017;0,079
Blank corrected based on Raw Data (600);29,67;-0,008;-0,000386667;1,313;0,214;0,683;0,689;0,007;0,156;0,827;0,003;-0,009;0,003;0,055;0,561;0,162;0,591;0,269;-0,013;0,036;0,265;0,072;-0,01;-0,005;-0,012;1,087;0,728;0,63;0,831;0,01;0,147;0,377;0,019;0,003;0,004;-0,015;0,556;0,643;0,81;0,71;-0,013;0,275;0,742;0,435;-0,011;-0,008;-0,013;0,815;0,108;0,503;0,428;-0,01;0,355;0,566;0,684;-0,011;-0,005;0,092;0,043;0,105;0,117;0,071;-0,012;0,032;0,078;0,011;0,139
Blank corrected based on Raw Data (600);29,83;-0,008;-0,006;1,259;0,217;0,68;0,691;0,007;0,161;0,832;0,003;-0,009;0,002;0,006;0,541;0,166;0,587;0,274;-0,012;0,037;0,264;0,075;-0,009;-0,005;-0,012;1,087;0,717;0,63;0,847;0,009;0,151;0,374;0,015;0,003;0,004;-0,014;0,585;0,641;0,773;0,704;-0,014;0,284;0,741;0,455;-0,011;-0,008;0,044;0,807;0,108;0,502;0,425;-0,01;0,353;0,566;0,652;-0,011;-0,004;0,186;0,044;0,106;0,121;0,073;-0,013;0,033;0,084;0,000376667;0,086
