Well;;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60
Raw Data (600);35,33;0,78;0,93;0,39;0,33;0,13;0,10;0,07;0,21;0,66;0,08;1,06;0,63;1,20;1,37;0,08;0,07;0,07;0,24;0,09;0,08;0,84;0,85;1,65;1,56;0,10;0,17;0,08;0,09;0,09;0,08;0,07;0,08;0,07;0,07;0,10;0,07;0,07;0,07;0,07;0,07;0,27;0,12;0,12;0,25;0,09;0,18;0,07;0,08;0,08;0,08;0,28;0,20;0,53;0,63;0,08;0,12;0,14;0,46;0,64;0,29
Raw Data (600);35,50;0,78;0,90;0,36;0,35;0,12;0,10;0,08;0,17;0,65;0,08;1,05;0,62;1,20;1,42;0,08;0,07;0,07;0,24;0,09;0,08;0,83;0,99;1,62;1,56;0,10;0,21;0,09;0,09;0,10;0,08;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,07;0,27;0,12;0,12;0,19;0,09;0,16;0,07;0,08;0,08;0,09;0,21;0,32;0,53;0,64;0,08;0,12;0,09;0,46;0,65;0,34
Raw Data (600);35,67;0,77;0,84;0,36;0,34;0,12;0,10;0,08;0,23;0,66;0,08;1,05;0,62;1,20;1,42;0,08;0,07;0,07;0,21;0,09;0,08;0,82;1,09;1,67;1,59;0,10;0,12;0,08;0,09;0,09;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,07;0,28;0,12;0,12;0,26;0,09;0,23;0,07;0,08;0,08;0,08;0,31;0,22;0,54;0,65;0,08;0,12;0,15;0,47;0,66;0,40
Raw Data (600);35,83;0,77;0,83;0,35;0,36;0,11;0,11;0,08;0,18;0,64;0,11;1,12;0,61;1,19;1,48;0,08;0,07;0,07;0,25;0,09;0,08;0,82;0,85;1,62;1,56;0,10;0,08;0,08;0,09;0,10;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,28;0,12;0,12;0,31;0,09;0,18;0,07;0,08;0,08;0,08;0,22;0,18;0,56;0,66;0,08;0,12;0,13;0,48;0,67;0,37
Raw Data (600);36,00;0,77;0,97;0,35;0,33;0,11;0,11;0,08;0,19;0,66;0,08;1,10;0,62;1,20;1,50;0,08;0,07;0,07;0,27;0,09;0,08;0,82;0,92;1,64;1,57;0,10;0,09;0,08;0,09;0,10;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,28;0,12;0,12;0,23;0,09;0,26;0,07;0,08;0,08;0,08;0,22;0,17;0,60;0,67;0,08;0,12;0,13;0,48;0,68;0,34
Raw Data (600);36,17;0,77;0,90;0,35;0,37;0,10;0,11;0,08;0,19;0,64;0,12;1,12;0,61;1,18;1,45;0,08;0,07;0,07;0,27;0,09;0,08;0,83;0,93;1,60;1,57;0,10;0,10;0,15;0,09;0,10;0,08;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,08;0,31;0,12;0,12;0,20;0,09;0,18;0,08;0,08;0,08;0,10;0,22;0,18;0,57;0,69;0,08;0,13;0,19;0,48;0,69;0,34
Raw Data (600);36,33;0,77;0,89;0,37;0,37;0,10;0,11;0,08;0,38;0,64;0,10;1,14;0,61;1,19;1,41;0,08;0,07;0,07;0,26;0,09;0,08;0,82;1,05;1,61;1,60;0,10;0,18;0,14;0,09;0,10;0,09;0,09;0,08;0,07;0,07;0,08;0,07;0,07;0,08;0,10;0,08;0,32;0,12;0,12;0,21;0,09;0,19;0,08;0,08;0,08;0,08;0,38;0,19;0,58;0,69;0,08;0,14;0,17;0,49;0,69;0,43
Raw Data (600);36,50;0,76;0,99;0,40;0,35;0,14;0,12;0,08;0,27;0,66;0,09;1,12;0,62;1,21;1,56;0,08;0,07;0,07;0,27;0,09;0,08;0,82;1,10;1,60;1,62;0,10;0,10;0,08;0,09;0,10;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,29;0,12;0,12;0,20;0,09;0,20;0,07;0,08;0,08;0,08;0,23;0,19;0,59;0,70;0,08;0,13;0,16;0,49;0,69;0,32
Raw Data (600);36,67;0,76;0,84;0,36;0,38;0,11;0,12;0,08;0,20;0,64;0,09;1,13;0,62;1,22;1,52;0,09;0,07;0,07;0,28;0,09;0,08;0,83;0,92;1,57;1,60;0,10;0,09;0,08;0,09;0,10;0,08;0,11;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,08;0,29;0,12;0,12;0,21;0,09;0,18;0,07;0,08;0,08;0,08;0,24;0,27;0,60;0,71;0,08;0,13;0,17;0,49;0,71;0,26
Raw Data (600);36,83;0,76;0,84;0,36;0,39;0,11;0,12;0,14;0,21;0,64;0,23;1,16;0,61;1,23;1,54;0,09;0,07;0,07;0,31;0,09;0,08;0,82;1,21;1,58;1,59;0,10;0,08;0,08;0,09;0,10;0,08;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,08;0,28;0,12;0,12;0,21;0,09;0,19;0,07;0,08;0,08;0,08;0,24;0,20;0,62;0,72;0,08;0,13;0,12;0,50;0,71;0,33
Raw Data (600);37,00;0,77;0,77;0,36;0,38;0,11;0,12;0,10;0,21;0,63;0,08;1,17;0,62;1,19;1,53;0,09;0,07;0,07;0,27;0,09;0,08;0,82;0,80;1,56;1,59;0,10;0,21;0,12;0,09;0,10;0,09;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,09;0,07;0,32;0,12;0,13;0,21;0,10;0,20;0,07;0,08;0,08;0,08;0,26;0,27;0,61;0,73;0,08;0,15;0,19;0,52;0,73;0,28
Raw Data (600);37,17;0,75;0,98;0,38;0,38;0,10;0,12;0,08;0,23;0,64;0,08;1,19;0,61;1,26;1,55;0,09;0,07;0,07;0,28;0,09;0,08;0,82;0,99;1,59;1,61;0,10;0,22;0,08;0,09;0,10;0,08;0,09;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,07;0,29;0,12;0,13;0,22;0,09;0,16;0,07;0,08;0,08;0,08;0,26;0,26;0,62;0,73;0,08;0,14;0,09;0,52;0,72;0,38
Raw Data (600);37,33;0,76;0,73;0,36;0,37;0,10;0,13;0,13;0,22;0,62;0,08;1,23;0,61;1,26;1,49;0,09;0,07;0,07;0,28;0,09;0,08;0,80;0,73;1,57;1,58;0,10;0,08;0,20;0,09;0,10;0,09;0,08;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,07;0,29;0,13;0,13;0,21;0,09;0,17;0,07;0,08;0,08;0,08;0,27;0,32;0,64;0,75;0,08;0,14;0,17;0,53;0,74;0,45
Raw Data (600);37,50;0,75;0,81;0,36;0,38;0,10;0,13;0,13;0,23;0,62;0,22;1,24;0,61;1,24;1,20;0,09;0,07;0,07;0,27;0,09;0,07;0,80;0,63;1,53;1,55;0,10;0,07;0,09;0,09;0,10;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,29;0,13;0,13;0,22;0,09;0,19;0,07;0,07;0,08;0,09;0,29;0,22;0,65;0,75;0,07;0,15;0,15;0,54;0,74;0,36
Raw Data (600);37,67;0,75;0,83;0,37;0,38;0,11;0,13;0,17;0,23;0,62;0,30;1,26;0,61;1,25;1,12;0,09;0,07;0,07;0,30;0,09;0,07;0,81;0,71;1,55;1,58;0,10;0,07;0,09;0,09;0,10;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,29;0,13;0,13;0,23;0,09;0,23;0,07;0,08;0,08;0,08;0,29;0,28;0,65;0,75;0,07;0,15;0,11;0,56;0,75;0,38
Raw Data (600);37,83;0,75;0,87;0,37;0,39;0,10;0,13;0,18;0,23;0,62;0,12;1,32;0,61;1,22;1,11;0,09;0,07;0,07;0,32;0,09;0,07;0,81;0,73;1,52;1,55;0,10;0,08;0,13;0,09;0,10;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,07;0,28;0,13;0,13;0,23;0,09;0,20;0,07;0,07;0,08;0,08;0,30;0,24;0,66;0,77;0,07;0,16;0,09;0,56;0,76;0,28
Raw Data (600);38,00;0,74;0,85;0,40;0,42;0,17;0,14;0,08;0,25;0,62;0,29;1,36;0,62;1,22;1,12;0,09;0,07;0,07;0,31;0,09;0,08;0,81;0,80;1,57;1,59;0,10;0,07;0,08;0,09;0,11;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,32;0,13;0,13;0,30;0,09;0,14;0,07;0,08;0,08;0,09;0,31;0,41;0,67;0,78;0,07;0,17;0,15;0,57;0,77;0,23
Raw Data (600);38,17;0,76;0,94;0,43;0,40;0,11;0,14;0,10;0,35;0,65;0,08;1,38;0,61;1,24;1,12;0,09;0,07;0,07;0,34;0,09;0,08;0,80;0,75;1,59;1,60;0,11;0,07;0,08;0,09;0,10;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,30;0,13;0,13;0,26;0,10;0,19;0,07;0,08;0,08;0,10;0,32;0,26;0,68;0,78;0,07;0,16;0,11;0,57;0,76;0,20
Raw Data (600);38,33;0,75;0,88;0,39;0,42;0,11;0,14;0,12;0,26;0,61;0,13;1,41;0,62;1,20;1,11;0,09;0,07;0,07;0,32;0,09;0,07;0,81;0,64;1,54;1,57;0,10;0,07;0,17;0,09;0,11;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,30;0,13;0,13;0,24;0,10;0,18;0,07;0,08;0,08;0,10;0,33;0,08;0,69;0,80;0,07;0,16;0,08;0,57;0,77;0,23
Raw Data (600);38,50;0,75;0,84;0,38;0,39;0,10;0,15;0,12;0,25;0,60;0,32;1,44;0,61;1,23;1,12;0,09;0,07;0,07;0,33;0,09;0,08;0,81;0,72;1,55;1,55;0,11;0,07;0,17;0,09;0,11;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,30;0,13;0,13;0,24;0,10;0,17;0,07;0,08;0,08;0,08;0,34;0,08;0,69;0,81;0,08;0,16;0,09;0,58;0,79;0,24
Raw Data (600);38,67;0,74;0,85;0,38;0,41;0,10;0,15;0,11;0,26;0,61;0,09;1,45;0,61;1,21;1,12;0,09;0,07;0,07;0,33;0,09;0,07;0,80;0,75;1,56;1,58;0,11;0,07;0,08;0,09;0,11;0,09;0,10;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,30;0,13;0,13;0,30;0,10;0,17;0,07;0,08;0,08;0,14;0,35;0,08;0,71;0,81;0,08;0,17;0,08;0,60;0,79;0,27
Raw Data (600);38,83;0,74;0,88;0,38;0,44;0,17;0,15;0,20;0,27;0,61;0,27;1,44;0,61;1,22;1,13;0,09;0,07;0,07;0,34;0,09;0,08;0,81;0,68;1,54;1,58;0,11;0,07;0,09;0,09;0,11;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,09;0,07;0,30;0,13;0,13;0,26;0,10;0,24;0,07;0,08;0,08;0,10;0,36;0,08;0,72;0,82;0,08;0,17;0,08;0,62;0,80;0,33
Raw Data (600);39,00;0,74;0,77;0,36;0,40;0,11;0,16;0,19;0,27;0,60;0,11;1,43;0,62;1,21;1,12;0,09;0,07;0,07;0,32;0,10;0,08;0,81;0,68;1,51;1,52;0,11;0,08;0,09;0,10;0,11;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,30;0,13;0,13;0,27;0,10;0,21;0,07;0,08;0,08;0,08;0,37;0,14;0,73;0,82;0,08;0,17;0,08;0,64;0,81;0,33
Raw Data (600);39,17;0,74;0,74;0,37;0,41;0,11;0,16;0,19;0,28;0,60;0,08;1,38;0,61;1,20;1,12;0,09;0,07;0,07;0,34;0,10;0,08;0,81;0,67;1,52;1,53;0,11;0,07;0,08;0,10;0,11;0,09;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,31;0,13;0,14;0,27;0,10;0,21;0,07;0,08;0,08;0,08;0,39;0,32;0,74;0,82;0,08;0,18;0,08;0,65;0,80;0,30
Raw Data (600);39,33;0,73;0,97;0,42;0,42;0,11;0,16;0,18;0,45;0,64;0,09;1,28;0,62;1,22;1,13;0,09;0,07;0,07;0,32;0,10;0,08;0,80;0,75;1,56;1,57;0,11;0,07;0,22;0,10;0,12;0,09;0,08;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,16;0,30;0,13;0,14;0,28;0,10;0,23;0,07;0,08;0,08;0,08;0,40;0,08;0,75;0,82;0,08;0,18;0,08;0,65;0,80;0,36
Raw Data (600);39,50;0,73;0,95;0,37;0,41;0,11;0,17;0,14;0,31;0,60;0,09;1,10;0,61;1,19;1,11;0,09;0,07;0,07;0,34;0,10;0,08;0,79;0,70;1,53;1,55;0,11;0,07;0,16;0,10;0,12;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,19;0,30;0,13;0,14;0,28;0,10;0,16;0,07;0,08;0,08;0,08;0,41;0,16;0,76;0,81;0,07;0,19;0,08;0,64;0,81;0,33
Raw Data (600);39,67;0,73;0,81;0,36;0,38;0,11;0,17;0,18;0,29;0,59;0,09;0,96;0,61;1,16;1,11;0,10;0,07;0,07;0,36;0,10;0,07;0,80;0,67;1,51;1,53;0,11;0,08;0,15;0,10;0,12;0,09;0,07;0,07;0,07;0,07;0,09;0,07;0,07;0,07;0,08;0,08;0,34;0,13;0,14;0,30;0,10;0,16;0,07;0,08;0,08;0,11;0,41;0,11;0,77;0,81;0,08;0,20;0,08;0,65;0,83;0,26
Raw Data (600);39,83;0,72;0,87;0,38;0,44;0,11;0,17;0,16;0,31;0,61;0,21;0,96;0,62;1,18;1,12;0,10;0,07;0,07;0,33;0,10;0,08;0,79;0,71;1,52;1,55;0,11;0,07;0,21;0,10;0,12;0,09;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,30;0,13;0,14;0,30;0,10;0,21;0,07;0,08;0,08;0,09;0,42;0,08;0,77;0,82;0,07;0,20;0,08;0,66;0,82;0,27
Raw Data (600);40,00;0,72;0,86;0,41;0,44;0,11;0,18;0,16;0,40;0,60;0,24;0,96;0,61;1,21;1,12;0,10;0,07;0,07;0,34;0,10;0,08;0,80;0,67;1,51;1,54;0,11;0,07;0,08;0,10;0,12;0,09;0,07;0,10;0,07;0,07;0,07;0,07;0,07;0,07;0,09;0,07;0,31;0,14;0,14;0,32;0,10;0,25;0,07;0,08;0,08;0,08;0,44;0,10;0,79;0,81;0,08;0,20;0,08;0,65;0,83;0,24
Raw Data (600);40,17;0,72;0,82;0,37;0,40;0,11;0,18;0,20;0,32;0,59;0,15;0,96;0,61;1,20;1,12;0,09;0,07;0,07;0,33;0,10;0,08;0,80;0,69;1,54;1,56;0,11;0,08;0,10;0,10;0,12;0,09;0,07;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,12;0,31;0,14;0,14;0,33;0,10;0,18;0,07;0,08;0,08;0,10;0,44;0,08;0,83;0,81;0,07;0,21;0,08;0,65;0,85;0,32
Raw Data (600);40,33;0,72;0,88;0,37;0,38;0,11;0,18;0,15;0,32;0,59;0,11;0,96;0,61;1,18;1,12;0,10;0,07;0,07;0,38;0,10;0,08;0,80;0,62;1,52;1,55;0,11;0,07;0,13;0,10;0,13;0,09;0,07;0,10;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,13;0,31;0,14;0,14;0,33;0,10;0,22;0,07;0,09;0,08;0,12;0,46;0,12;0,84;0,82;0,08;0,22;0,08;0,66;0,85;0,26
Raw Data (600);40,50;0,71;0,97;0,40;0,44;0,11;0,19;0,17;0,45;0,61;0,08;0,95;0,60;1,20;1,11;0,10;0,07;0,07;0,40;0,10;0,08;0,79;0,63;1,57;1,58;0,12;0,07;0,14;0,10;0,13;0,09;0,07;0,07;0,07;0,07;0,19;0,07;0,07;0,07;0,09;0,09;0,31;0,14;0,14;0,33;0,10;0,16;0,07;0,08;0,08;0,09;0,49;0,08;0,86;0,82;0,08;0,22;0,08;0,65;0,86;0,32
Raw Data (600);40,67;0,72;0,87;0,37;0,38;0,11;0,19;0,20;0,33;0,58;0,09;0,95;0,62;1,19;1,11;0,10;0,07;0,07;0,39;0,10;0,08;0,80;0,62;1,52;1,54;0,12;0,08;0,11;0,10;0,13;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,20;0,31;0,14;0,14;0,33;0,10;0,18;0,07;0,08;0,08;0,08;0,48;0,19;0,83;0,81;0,08;0,23;0,08;0,65;0,88;0,27
Raw Data (600);40,83;0,72;0,88;0,38;0,39;0,11;0,20;0,21;0,34;0,58;0,09;0,94;0,61;1,19;1,11;0,10;0,07;0,07;0,39;0,10;0,08;0,80;0,62;1,51;1,54;0,12;0,08;0,12;0,11;0,13;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,34;0,14;0,14;0,33;0,10;0,22;0,07;0,07;0,08;0,10;0,49;0,09;0,85;0,81;0,07;0,23;0,08;0,65;0,87;0,27
Raw Data (600);41,00;0,70;0,93;0,40;0,39;0,12;0,20;0,17;0,35;0,59;0,10;0,94;0,61;1,19;1,11;0,10;0,07;0,07;0,37;0,10;0,08;0,79;0,61;1,52;1,53;0,12;0,07;0,08;0,11;0,13;0,09;0,07;0,07;0,07;0,07;0,12;0,07;0,07;0,07;0,07;0,15;0,31;0,14;0,15;0,31;0,10;0,22;0,07;0,08;0,08;0,08;0,50;0,08;0,84;0,81;0,07;0,24;0,08;0,64;0,87;0,26
Raw Data (600);41,17;0,71;0,85;0,39;0,38;0,12;0,20;0,14;0,35;0,57;0,09;0,93;0,61;1,16;1,11;0,10;0,07;0,07;0,39;0,10;0,08;0,79;0,61;1,50;1,53;0,12;0,08;0,25;0,11;0,14;0,09;0,07;0,07;0,07;0,07;0,09;0,08;0,07;0,07;0,07;0,08;0,34;0,14;0,15;0,32;0,11;0,12;0,08;0,08;0,08;0,11;0,50;0,08;0,83;0,82;0,08;0,25;0,08;0,64;0,87;0,34
Raw Data (600);41,33;0,70;0,90;0,41;0,41;0,12;0,20;0,20;0,50;0,59;0,08;0,93;0,60;1,19;1,12;0,11;0,07;0,07;0,37;0,11;0,08;0,78;0,62;1,56;1,59;0,12;0,08;0,22;0,11;0,14;0,09;0,09;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,13;0,31;0,14;0,15;0,33;0,11;0,24;0,07;0,08;0,08;0,08;0,53;0,08;0,84;0,82;0,08;0,24;0,08;0,62;0,87;0,27
Raw Data (600);41,50;0,70;0,97;0,43;0,43;0,12;0,21;0,19;0,37;0,58;0,09;0,93;0,64;1,17;1,12;0,10;0,07;0,07;0,40;0,10;0,10;0,78;0,62;1,56;1,58;0,12;0,08;0,13;0,11;0,14;0,10;0,09;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,07;0,28;0,31;0,14;0,15;0,32;0,11;0,24;0,07;0,08;0,08;0,11;0,54;0,12;0,85;0,82;0,08;0,25;0,08;0,63;0,86;0,21
Raw Data (600);41,67;0,71;0,88;0,40;0,40;0,12;0,21;0,19;0,38;0,57;0,12;0,92;0,60;1,18;1,09;0,10;0,07;0,07;0,39;0,11;0,08;0,79;0,61;1,53;1,52;0,12;0,07;0,08;0,11;0,14;0,09;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,07;0,09;0,31;0,15;0,15;0,31;0,11;0,20;0,07;0,08;0,08;0,09;0,53;0,34;0,82;0,82;0,08;0,25;0,23;0,63;0,86;0,21
Raw Data (600);41,83;0,71;0,88;0,41;0,40;0,12;0,21;0,12;0,38;0,57;0,08;0,92;0,59;1,18;1,10;0,10;0,07;0,07;0,41;0,10;0,08;0,79;0,61;1,51;1,52;0,12;0,08;0,25;0,11;0,15;0,09;0,07;0,07;0,07;0,07;0,07;0,09;0,07;0,07;0,07;0,09;0,32;0,15;0,15;0,28;0,11;0,29;0,07;0,08;0,08;0,12;0,55;0,11;0,84;0,82;0,08;0,26;0,09;0,63;0,86;0,25
Raw Data (600);42,00;0,70;0,87;0,42;0,45;0,12;0,22;0,20;0,40;0,57;0,08;0,92;0,58;1,15;1,10;0,10;0,07;0,07;0,39;0,10;0,08;0,78;0,60;1,52;1,53;0,13;0,08;0,09;0,12;0,15;0,10;0,09;0,07;0,07;0,07;0,07;0,09;0,07;0,07;0,07;0,21;0,35;0,14;0,16;0,29;0,11;0,19;0,08;0,08;0,09;0,12;0,58;0,25;0,83;0,83;0,07;0,28;0,13;0,63;0,87;0,22
Raw Data (600);42,17;0,69;0,88;0,42;0,41;0,12;0,22;0,17;0,40;0,56;0,30;0,91;0,58;1,17;1,10;0,10;0,07;0,07;0,44;0,10;0,08;0,79;0,60;1,52;1,53;0,13;0,08;0,18;0,12;0,15;0,09;0,07;0,07;0,07;0,07;0,09;0,09;0,07;0,07;0,08;0,08;0,32;0,15;0,15;0,28;0,11;0,21;0,07;0,08;0,08;0,16;0,56;0,17;0,83;0,83;0,08;0,27;0,15;0,62;0,86;0,34
Raw Data (600);42,33;0,70;0,94;0,43;0,41;0,12;0,22;0,15;0,40;0,56;0,31;0,91;0,58;1,15;1,09;0,10;0,07;0,07;0,44;0,10;0,08;0,79;0,60;1,50;1,53;0,13;0,08;0,08;0,12;0,16;0,09;0,07;0,07;0,07;0,07;0,08;0,09;0,07;0,07;0,07;0,17;0,36;0,15;0,16;0,28;0,11;0,21;0,07;0,08;0,08;0,10;0,58;0,22;0,83;0,83;0,08;0,29;0,09;0,62;0,87;0,24
Raw Data (600);42,50;0,70;0,89;0,44;0,41;0,12;0,23;0,12;0,41;0,56;0,16;0,90;0,58;1,17;1,09;0,11;0,07;0,07;0,43;0,11;0,08;0,79;0,60;1,48;1,50;0,13;0,08;0,16;0,12;0,16;0,09;0,07;0,07;0,07;0,07;0,08;0,09;0,07;0,07;0,08;0,28;0,32;0,15;0,16;0,29;0,11;0,17;0,07;0,08;0,08;0,08;0,58;0,22;0,83;0,83;0,08;0,29;0,12;0,61;0,86;0,14
Raw Data (600);42,67;0,69;0,84;0,50;0,44;0,12;0,23;0,16;0,45;0,57;0,31;0,91;0,61;1,19;1,11;0,11;0,07;0,07;0,35;0,11;0,08;0,77;0,61;1,51;1,56;0,13;0,08;0,08;0,12;0,16;0,09;0,07;0,07;0,07;0,07;0,22;0,08;0,07;0,07;0,08;0,09;0,32;0,15;0,16;0,28;0,11;0,24;0,07;0,08;0,08;0,08;0,62;0,32;0,85;0,84;0,08;0,39;0,14;0,62;0,87;0,33
Raw Data (600);42,83;0,70;0,86;0,45;0,43;0,13;0,23;0,20;0,42;0,56;0,26;0,90;0,57;1,18;1,08;0,11;0,07;0,07;0,43;0,11;0,08;0,77;0,60;1,48;1,52;0,13;0,08;0,08;0,12;0,16;0,09;0,07;0,07;0,07;0,07;0,08;0,08;0,07;0,07;0,07;0,09;0,32;0,15;0,16;0,28;0,11;0,20;0,07;0,09;0,08;0,09;0,60;0,32;0,84;0,84;0,08;0,30;0,08;0,62;0,86;0,25
Raw Data (600);43,00;0,69;0,81;0,47;0,46;0,13;0,24;0,21;0,50;0,57;0,08;0,90;0,58;1,17;1,11;0,11;0,07;0,07;0,36;0,11;0,08;0,77;0,60;1,53;1,53;0,13;0,08;0,09;0,12;0,17;0,09;0,08;0,07;0,07;0,07;0,07;0,09;0,07;0,07;0,08;0,34;0,32;0,16;0,16;0,29;0,11;0,19;0,09;0,09;0,08;0,08;0,61;0,27;0,84;0,85;0,08;0,33;0,10;0,62;0,87;0,41
Raw Data (600);43,17;0,69;0,92;0,47;0,45;0,13;0,24;0,21;0,44;0,56;0,08;0,91;0,60;1,17;1,10;0,11;0,07;0,07;0,43;0,11;0,08;0,78;0,60;1,51;1,52;0,13;0,08;0,08;0,13;0,17;0,10;0,07;0,07;0,07;0,07;0,11;0,07;0,07;0,08;0,10;0,23;0,32;0,16;0,16;0,28;0,11;0,13;0,07;0,08;0,08;0,13;0,60;0,27;0,84;0,84;0,08;0,32;0,09;0,62;0,86;0,29
Raw Data (600);43,33;0,69;0,81;0,48;0,46;0,13;0,24;0,21;0,45;0,55;0,09;0,90;0,57;1,15;1,09;0,11;0,07;0,07;0,44;0,11;0,08;0,78;0,60;1,49;1,48;0,13;0,08;0,11;0,13;0,17;0,09;0,07;0,07;0,07;0,07;0,08;0,08;0,07;0,07;0,07;0,17;0,32;0,16;0,16;0,28;0,11;0,14;0,07;0,13;0,08;0,13;0,60;0,23;0,84;0,85;0,08;0,32;0,09;0,63;0,86;0,18
Raw Data (600);43,50;0,69;0,85;0,55;0,51;0,13;0,25;0,16;0,59;0,56;0,10;0,89;0,63;1,17;1,10;0,11;0,07;0,07;0,36;0,11;0,08;0,76;0,60;1,52;1,52;0,14;0,08;0,08;0,13;0,18;0,10;0,08;0,07;0,07;0,07;0,08;0,08;0,07;0,08;0,10;0,08;0,32;0,16;0,17;0,28;0,11;0,33;0,08;0,13;0,09;0,11;0,62;0,17;0,85;0,85;0,08;0,36;0,11;0,62;0,85;0,36
Raw Data (600);43,67;0,68;0,87;0,51;0,49;0,13;0,25;0,21;0,48;0,55;0,09;0,90;0,59;1,15;1,08;0,11;0,07;0,07;0,48;0,11;0,08;0,76;0,60;1,49;1,46;0,14;0,08;0,08;0,13;0,18;0,10;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,08;0,32;0,16;0,17;0,29;0,11;0,13;0,07;0,10;0,08;0,13;0,60;0,34;0,85;0,86;0,08;0,34;0,12;0,62;0,86;0,39
Raw Data (600);43,83;0,68;0,81;0,57;0,51;0,13;0,26;0,21;0,49;0,56;0,11;0,89;0,67;1,13;1,13;0,11;0,07;0,07;0,37;0,12;0,08;0,77;0,60;1,51;1,48;0,14;0,08;0,09;0,13;0,18;0,11;0,08;0,07;0,07;0,07;0,07;0,08;0,07;0,08;0,07;0,08;0,33;0,17;0,17;0,29;0,12;0,11;0,08;0,11;0,09;0,09;0,60;0,27;0,83;0,87;0,08;0,36;0,09;0,62;0,85;0,36
Raw Data (600);44,00;0,68;0,95;0,54;0,53;0,13;0,26;0,19;0,48;0,56;0,09;0,90;0,59;1,13;1,10;0,12;0,07;0,07;0,47;0,14;0,21;0,77;0,60;1,50;1,42;0,14;0,08;0,09;0,14;0,19;0,10;0,08;0,07;0,07;0,07;0,10;0,07;0,07;0,07;0,07;0,08;0,35;0,16;0,17;0,30;0,12;0,15;0,08;0,09;0,08;0,11;0,59;0,19;0,85;0,86;0,08;0,36;0,17;0,62;0,86;0,19
