Well;;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60
Raw Data (600);17,67;0,33;0,82;0,11;0,13;0,09;0,08;0,08;0,09;0,25;0,09;0,08;0,09;0,27;0,11;0,08;0,08;0,08;0,08;0,08;0,08;1,22;0,42;0,68;1,40;0,09;0,30;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,37;0,26;0,08;0,09;0,13;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,13;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);17,83;0,32;0,85;0,11;0,14;0,09;0,08;0,08;0,09;0,26;0,09;0,08;0,09;0,27;0,11;0,08;0,08;0,08;0,08;0,08;0,08;1,27;0,43;0,73;1,40;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,19;0,12;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,10;0,08;0,08;0,10;0,11;0,09;0,08
Raw Data (600);18,00;0,39;0,84;0,11;0,14;0,09;0,08;0,10;0,09;0,27;0,09;0,08;0,09;0,27;0,12;0,08;0,08;0,08;0,08;0,08;0,08;1,26;0,45;0,84;1,43;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,32;0,21;0,08;0,10;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,17;0,09;0,09;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);18,17;0,40;0,87;0,11;0,14;0,09;0,08;0,08;0,09;0,27;0,09;0,08;0,09;0,20;0,12;0,08;0,08;0,08;0,08;0,08;0,08;1,29;0,50;0,88;1,45;0,09;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,21;0,20;0,08;0,10;0,11;0,08;0,08;0,08;0,08;0,08;0,20;0,08;0,13;0,08;0,08;0,08;0,10;0,08;0,08;0,08
Raw Data (600);18,33;0,36;0,89;0,13;0,14;0,09;0,08;0,08;0,10;0,28;0,09;0,08;0,09;0,33;0,12;0,08;0,08;0,08;0,08;0,08;0,08;1,20;0,46;0,81;1,46;0,09;0,28;0,12;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,29;0,10;0,08;0,10;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,09;0,08;0,08;0,08;0,10;0,13;0,08;0,08
Raw Data (600);18,50;0,42;0,88;0,12;0,14;0,09;0,08;0,08;0,09;0,28;0,09;0,08;0,09;0,36;0,12;0,08;0,08;0,08;0,08;0,08;0,08;1,22;0,48;0,89;1,47;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,30;0,10;0,08;0,10;0,08;0,09;0,08;0,08;0,08;0,08;0,21;0,08;0,09;0,09;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);18,67;0,49;0,93;0,12;0,14;0,09;0,08;0,08;0,09;0,29;0,09;0,08;0,09;0,33;0,13;0,08;0,08;0,08;0,08;0,08;0,08;1,23;0,48;0,92;1,47;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,31;0,16;0,08;0,10;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,13;0,09;0,09;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);18,83;0,49;0,96;0,12;0,14;0,09;0,08;0,08;0,09;0,31;0,08;0,08;0,09;0,22;0,13;0,08;0,08;0,08;0,08;0,08;0,08;1,18;0,51;0,95;1,49;0,09;0,17;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,35;0,23;0,08;0,10;0,10;0,08;0,08;0,08;0,08;0,08;0,26;0,12;0,09;0,09;0,08;0,08;0,10;0,08;0,16;0,08
Raw Data (600);19,00;0,43;0,94;0,12;0,14;0,09;0,08;0,08;0,10;0,31;0,08;0,08;0,09;0,30;0,13;0,08;0,08;0,08;0,08;0,08;0,08;1,17;0,52;0,97;1,52;0,09;0,09;0,25;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,28;0,20;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,09;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);19,17;0,57;0,99;0,12;0,14;0,09;0,08;0,08;0,09;0,32;0,08;0,08;0,09;0,41;0,13;0,08;0,08;0,08;0,08;0,08;0,08;1,13;0,52;1,01;1,53;0,09;0,35;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,34;0,14;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,11;0,11;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);19,33;0,60;0,96;0,12;0,14;0,09;0,08;0,08;0,10;0,32;0,08;0,08;0,09;0,37;0,14;0,08;0,08;0,08;0,08;0,08;0,08;1,12;0,56;1,03;1,55;0,09;0,23;0,21;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,30;0,22;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,09;0,09;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);19,50;0,64;0,99;0,12;0,14;0,09;0,08;0,08;0,10;0,34;0,08;0,08;0,09;0,37;0,14;0,08;0,08;0,08;0,08;0,08;0,08;1,08;0,58;1,06;1,56;0,14;0,22;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,34;0,09;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,22;0,14;0,10;0,09;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);19,67;0,60;1,01;0,12;0,14;0,09;0,08;0,08;0,10;0,34;0,08;0,08;0,09;0,38;0,15;0,08;0,08;0,08;0,08;0,08;0,08;1,05;0,54;1,08;1,56;0,10;0,13;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,21;0,08;0,10;0,14;0,08;0,08;0,08;0,08;0,08;0,28;0,08;0,09;0,09;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);19,83;0,74;0,95;0,12;0,14;0,09;0,08;0,09;0,10;0,35;0,08;0,08;0,09;0,42;0,15;0,08;0,08;0,08;0,08;0,08;0,08;1,05;0,54;1,11;1,57;0,11;0,14;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,33;0,10;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,27;0,08;0,09;0,12;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);20,00;0,62;0,90;0,12;0,15;0,09;0,08;0,08;0,10;0,35;0,08;0,09;0,09;0,43;0,16;0,08;0,08;0,08;0,08;0,08;0,08;1,04;0,54;1,12;1,53;0,09;0,28;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,09;0,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,25;0,08;0,33;0,09;0,08;0,08;0,10;0,14;0,09;0,11
Raw Data (600);20,17;0,62;1,06;0,13;0,14;0,09;0,08;0,08;0,10;0,36;0,08;0,08;0,09;0,44;0,17;0,08;0,08;0,08;0,08;0,08;0,08;1,04;0,56;1,14;1,57;0,35;0,09;0,34;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,28;0,09;0,08;0,10;0,08;0,09;0,08;0,08;0,08;0,08;0,13;0,22;0,11;0,09;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);20,33;0,63;0,93;0,13;0,15;0,09;0,08;0,08;0,10;0,37;0,08;0,08;0,09;0,49;0,18;0,08;0,08;0,08;0,08;0,08;0,08;1,03;0,55;1,16;1,57;0,09;0,11;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,13;0,08;0,08;0,08;0,08;0,08;0,34;0,09;0,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,14;0,08;0,24;0,09;0,08;0,08;0,10;0,08;0,09;0,08
Raw Data (600);20,50;0,71;0,90;0,13;0,15;0,09;0,08;0,08;0,10;0,38;0,08;0,09;0,09;0,43;0,18;0,08;0,08;0,08;0,08;0,08;0,08;1,04;0,56;1,19;1,58;0,09;0,41;0,33;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,20;0,09;0,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,29;0,08;0,09;0,09;0,08;0,08;0,09;0,08;0,09;0,25
Raw Data (600);20,67;0,71;1,03;0,13;0,15;0,09;0,08;0,08;0,10;0,40;0,08;0,09;0,10;0,49;0,19;0,08;0,08;0,08;0,08;0,08;0,08;1,04;0,64;1,21;1,59;0,09;0,36;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,17;0,10;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,13;0,08;0,30;0,09;0,08;0,08;0,08;0,08;0,09;0,08
Raw Data (600);20,83;0,70;0,97;0,13;0,15;0,09;0,08;0,08;0,10;0,40;0,08;0,09;0,10;0,38;0,19;0,08;0,08;0,08;0,08;0,08;0,08;1,03;0,57;1,21;1,58;0,09;0,11;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,07;0,08;0,34;0,09;0,08;0,11;0,11;0,09;0,08;0,08;0,08;0,08;0,34;0,08;0,15;0,09;0,08;0,08;0,08;0,20;0,09;0,15
Raw Data (600);21,00;0,61;0,88;0,13;0,15;0,09;0,08;0,12;0,10;0,41;0,08;0,09;0,10;0,48;0,20;0,08;0,08;0,08;0,09;0,08;0,08;1,02;0,56;1,23;1,55;0,15;0,30;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,15;0,08;0,08;0,08;0,09;0,08;0,35;0,09;0,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,21;0,08;0,23;0,09;0,08;0,08;0,08;0,08;0,09;0,19
Raw Data (600);21,17;0,59;0,89;0,13;0,15;0,09;0,08;0,08;0,10;0,42;0,08;0,09;0,10;0,51;0,20;0,08;0,08;0,08;0,09;0,08;0,08;1,00;0,56;1,26;1,56;0,11;0,17;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,11;0,09;0,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,24;0,08;0,18;0,09;0,08;0,08;0,09;0,08;0,09;0,08
Raw Data (600);21,33;0,62;0,96;0,13;0,15;0,09;0,08;0,08;0,10;0,43;0,08;0,09;0,10;0,48;0,21;0,08;0,08;0,08;0,09;0,08;0,08;1,04;0,68;1,28;1,58;0,09;0,09;0,35;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,17;0,08;0,08;0,08;0,08;0,08;0,10;0,09;0,08;0,11;0,08;0,14;0,08;0,08;0,08;0,08;0,29;0,23;0,45;0,09;0,08;0,08;0,09;0,08;0,09;0,10
Raw Data (600);21,50;0,61;0,90;0,13;0,15;0,09;0,08;0,08;0,10;0,45;0,08;0,09;0,10;0,55;0,22;0,08;0,08;0,08;0,09;0,08;0,08;1,03;0,67;1,31;1,60;0,09;0,18;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,14;0,09;0,08;0,11;0,08;0,12;0,08;0,08;0,08;0,08;0,41;0,08;0,21;0,12;0,08;0,08;0,08;0,08;0,09;0,15
Raw Data (600);21,67;0,59;0,87;0,14;0,15;0,09;0,08;0,08;0,10;0,45;0,08;0,09;0,10;0,55;0,23;0,08;0,08;0,08;0,09;0,08;0,08;1,02;0,58;1,34;1,59;0,09;0,35;0,20;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,09;0,09;0,11;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,26;0,09;0,15;0,08;0,08;0,08;0,09;0,09;0,09
Raw Data (600);21,83;0,73;0,90;0,14;0,15;0,09;0,08;0,08;0,10;0,46;0,08;0,09;0,10;0,56;0,24;0,08;0,08;0,08;0,09;0,08;0,08;1,03;0,70;1,34;1,61;0,09;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,13;0,09;0,09;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,34;0,22;0,12;0,15;0,08;0,08;0,08;0,08;0,09;0,18
Raw Data (600);22,00;0,62;0,87;0,14;0,15;0,09;0,08;0,08;0,10;0,47;0,08;0,09;0,11;0,57;0,25;0,08;0,08;0,08;0,09;0,08;0,08;1,00;0,58;1,38;1,58;0,10;0,23;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,33;0,09;0,09;0,12;0,08;0,10;0,08;0,08;0,08;0,08;0,09;0,08;0,15;0,12;0,08;0,08;0,08;0,08;0,09;0,32
Raw Data (600);22,17;0,70;0,98;0,14;0,16;0,09;0,08;0,08;0,10;0,48;0,08;0,09;0,11;0,57;0,25;0,08;0,08;0,08;0,09;0,08;0,08;1,04;0,69;1,37;1,61;0,09;0,20;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,30;0,09;0,09;0,12;0,11;0,09;0,08;0,08;0,08;0,08;0,35;0,08;0,13;0,15;0,08;0,08;0,08;0,17;0,09;0,31
Raw Data (600);22,33;0,59;0,86;0,14;0,15;0,09;0,08;0,08;0,10;0,49;0,08;0,09;0,11;0,54;0,26;0,08;0,08;0,08;0,09;0,08;0,08;1,02;0,59;1,40;1,60;0,09;0,15;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,38;0,09;0,09;0,12;0,08;0,11;0,08;0,08;0,08;0,08;0,25;0,09;0,17;0,11;0,08;0,08;0,08;0,09;0,09;0,08
Raw Data (600);22,50;0,67;0,86;0,15;0,16;0,09;0,08;0,08;0,10;0,50;0,08;0,09;0,11;0,64;0,28;0,08;0,08;0,08;0,09;0,08;0,08;0,98;0,59;1,44;1,60;0,09;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,28;0,09;0,09;0,12;0,08;0,09;0,08;0,08;0,08;0,08;0,33;0,08;0,33;0,13;0,08;0,09;0,08;0,09;0,09;0,08
Raw Data (600);22,67;0,71;1,02;0,15;0,16;0,09;0,08;0,08;0,10;0,51;0,08;0,09;0,11;0,59;0,28;0,08;0,08;0,08;0,09;0,08;0,08;1,04;0,71;1,43;1,61;0,09;0,08;0,27;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,32;0,10;0,09;0,13;0,09;0,08;0,08;0,08;0,08;0,08;0,46;0,13;0,47;0,16;0,08;0,08;0,08;0,09;0,09;0,22
Raw Data (600);22,83;0,77;0,99;0,15;0,16;0,09;0,08;0,08;0,10;0,53;0,08;0,09;0,12;0,61;0,30;0,08;0,08;0,08;0,09;0,08;0,08;1,01;0,69;1,47;1,63;0,09;0,44;0,27;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,31;0,09;0,09;0,13;0,08;0,11;0,08;0,08;0,08;0,08;0,37;0,22;0,42;0,14;0,08;0,09;0,08;0,09;0,10;0,08
Raw Data (600);23,00;0,82;0,92;0,15;0,16;0,09;0,08;0,08;0,10;0,53;0,08;0,10;0,12;0,59;0,32;0,08;0,08;0,08;0,09;0,08;0,08;1,02;0,78;1,52;1,63;0,10;0,13;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,37;0,09;0,09;0,13;0,08;0,11;0,08;0,08;0,08;0,08;0,17;0,32;0,40;0,16;0,08;0,08;0,08;0,09;0,11;0,08
Raw Data (600);23,17;0,76;1,08;0,15;0,16;0,09;0,08;0,08;0,10;0,54;0,08;0,10;0,12;0,62;0,32;0,08;0,08;0,08;0,09;0,08;0,08;1,03;0,80;1,55;1,64;0,25;0,08;0,22;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,36;0,09;0,09;0,14;0,08;0,09;0,08;0,08;0,08;0,08;0,14;0,10;0,21;0,15;0,08;0,08;0,08;0,09;0,10;0,35
Raw Data (600);23,33;0,77;0,94;0,21;0,16;0,09;0,08;0,08;0,10;0,55;0,08;0,10;0,12;0,68;0,32;0,08;0,08;0,08;0,09;0,08;0,08;1,02;0,75;1,55;1,65;0,20;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,23;0,10;0,09;0,14;0,08;0,08;0,08;0,08;0,11;0,08;0,26;0,16;0,25;0,10;0,08;0,08;0,08;0,09;0,10;0,18
Raw Data (600);23,50;0,79;1,09;0,16;0,17;0,09;0,08;0,11;0,10;0,56;0,08;0,10;0,12;0,63;0,30;0,08;0,08;0,08;0,09;0,08;0,08;1,03;0,79;1,55;1,66;0,09;0,28;0,13;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,17;0,10;0,09;0,14;0,09;0,12;0,08;0,08;0,08;0,08;0,12;0,19;0,11;0,11;0,08;0,08;0,08;0,09;0,10;0,32
Raw Data (600);23,67;0,78;0,99;0,16;0,17;0,09;0,08;0,08;0,10;0,57;0,08;0,10;0,13;0,62;0,32;0,08;0,08;0,08;0,09;0,08;0,08;1,04;0,82;1,56;1,67;0,18;0,23;0,14;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,17;0,10;0,09;0,14;0,09;0,13;0,08;0,08;0,08;0,08;0,12;0,31;0,23;0,11;0,08;0,08;0,09;0,09;0,10;0,28
Raw Data (600);23,83;0,76;0,87;0,19;0,17;0,09;0,08;0,08;0,10;0,58;0,08;0,10;0,13;0,65;0,33;0,08;0,08;0,08;0,09;0,08;0,08;1,03;0,81;1,59;1,69;0,09;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,20;0,09;0,09;0,15;0,08;0,08;0,08;0,08;0,08;0,08;0,17;0,27;0,23;0,11;0,08;0,08;0,08;0,09;0,10;0,09
Raw Data (600);24,00;0,74;0,90;0,16;0,17;0,09;0,08;0,08;0,10;0,59;0,08;0,10;0,13;0,67;0,36;0,08;0,08;0,08;0,10;0,08;0,08;1,00;0,65;1,59;1,68;0,09;0,40;0,14;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,21;0,10;0,09;0,15;0,08;0,08;0,08;0,08;0,08;0,08;0,18;0,32;0,18;0,11;0,08;0,08;0,08;0,10;0,10;0,36
Raw Data (600);24,17;0,84;0,87;0,16;0,17;0,09;0,08;0,08;0,10;0,59;0,08;0,10;0,14;0,69;0,39;0,08;0,08;0,08;0,10;0,08;0,08;1,03;0,64;1,60;1,66;0,09;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,22;0,10;0,09;0,14;0,08;0,08;0,08;0,08;0,08;0,08;0,26;0,25;0,11;0,11;0,08;0,08;0,08;0,10;0,10;0,08
Raw Data (600);24,33;0,87;0,83;0,16;0,17;0,09;0,08;0,08;0,10;0,60;0,08;0,10;0,14;0,71;0,35;0,08;0,08;0,08;0,10;0,08;0,08;1,01;0,62;1,63;1,64;0,09;0,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,22;0,10;0,09;0,14;0,08;0,11;0,08;0,08;0,08;0,08;0,12;0,15;0,33;0,11;0,08;0,08;0,08;0,10;0,10;0,31
Raw Data (600);24,50;0,87;0,89;0,21;0,17;0,09;0,08;0,08;0,10;0,61;0,08;0,11;0,15;0,73;0,42;0,08;0,08;0,08;0,10;0,08;0,08;1,03;0,63;1,65;1,62;0,22;0,27;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,22;0,10;0,09;0,14;0,09;0,12;0,08;0,08;0,08;0,08;0,25;0,34;0,26;0,11;0,08;0,08;0,08;0,15;0,10;0,37
Raw Data (600);24,67;0,82;0,82;0,17;0,17;0,09;0,08;0,08;0,10;0,62;0,08;0,11;0,15;0,72;0,44;0,08;0,08;0,08;0,10;0,08;0,08;1,00;0,62;1,68;1,61;0,17;0,09;0,20;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,22;0,10;0,09;0,15;0,09;0,17;0,08;0,08;0,08;0,08;0,21;0,23;0,27;0,12;0,08;0,08;0,08;0,10;0,11;0,09
Raw Data (600);24,83;0,82;0,84;0,29;0,17;0,09;0,08;0,08;0,10;0,63;0,08;0,11;0,16;0,76;0,47;0,08;0,08;0,08;0,10;0,08;0,08;1,01;0,64;1,71;1,63;0,19;0,08;0,23;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,10;0,09;0,14;0,08;0,11;0,08;0,08;0,08;0,08;0,31;0,09;0,26;0,12;0,08;0,08;0,08;0,10;0,11;0,14
Raw Data (600);25,00;0,83;0,84;0,17;0,18;0,10;0,08;0,08;0,10;0,64;0,08;0,11;0,16;0,74;0,45;0,08;0,08;0,08;0,10;0,08;0,08;0,99;0,71;1,71;1,62;0,09;0,36;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,26;0,08;0,08;0,08;0,08;0,08;0,29;0,10;0,09;0,13;0,08;0,10;0,08;0,08;0,08;0,08;0,16;0,18;0,40;0,12;0,08;0,09;0,08;0,10;0,11;0,16
Raw Data (600);25,17;0,93;0,91;0,31;0,18;0,09;0,08;0,08;0,10;0,66;0,08;0,12;0,18;0,73;0,30;0,08;0,08;0,08;0,10;0,08;0,08;1,03;0,82;1,73;1,62;0,09;0,28;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,10;0,09;0,15;0,08;0,10;0,08;0,08;0,08;0,08;0,12;0,51;0,25;0,12;0,08;0,09;0,08;0,10;0,11;0,09
Raw Data (600);25,33;0,94;0,84;0,18;0,18;0,10;0,08;0,08;0,10;0,66;0,08;0,12;0,18;0,76;0,44;0,08;0,08;0,08;0,10;0,08;0,08;0,99;0,68;1,72;1,64;0,09;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,28;0,10;0,09;0,14;0,09;0,08;0,08;0,08;0,08;0,08;0,23;0,42;0,31;0,13;0,08;0,09;0,08;0,11;0,12;0,09
Raw Data (600);25,50;0,90;0,85;0,18;0,18;0,09;0,08;0,08;0,10;0,68;0,08;0,13;0,19;0,77;0,45;0,08;0,08;0,08;0,10;0,08;0,08;1,02;0,88;1,74;1,64;0,09;0,12;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,10;0,09;0,15;0,09;0,16;0,08;0,08;0,08;0,08;0,24;0,22;0,38;0,13;0,08;0,09;0,08;0,11;0,12;0,08
Raw Data (600);25,67;0,85;0,82;0,18;0,18;0,10;0,08;0,08;0,10;0,68;0,08;0,14;0,20;0,75;0,57;0,08;0,08;0,08;0,10;0,08;0,08;1,01;0,88;1,74;1,65;0,09;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,10;0,09;0,14;0,09;0,09;0,08;0,08;0,08;0,08;0,20;0,18;0,42;0,13;0,08;0,09;0,08;0,11;0,12;0,30
Raw Data (600);25,83;0,85;1,03;0,18;0,19;0,09;0,08;0,08;0,10;0,70;0,08;0,14;0,21;0,82;0,36;0,08;0,08;0,08;0,11;0,08;0,08;1,03;0,91;1,75;1,65;0,09;0,23;0,39;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,16;0,08;0,08;0,08;0,08;0,08;0,24;0,10;0,09;0,15;0,09;0,08;0,08;0,08;0,08;0,08;0,35;0,21;0,41;0,14;0,08;0,09;0,08;0,11;0,12;0,28
Raw Data (600);26,00;0,95;0,90;0,19;0,19;0,09;0,08;0,08;0,10;0,70;0,13;0,16;0,22;0,90;0,55;0,08;0,08;0,08;0,11;0,08;0,08;1,03;0,93;1,75;1,67;0,09;0,08;0,17;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,24;0,10;0,09;0,14;0,09;0,13;0,08;0,08;0,08;0,08;0,23;0,22;0,32;0,14;0,08;0,09;0,08;0,11;0,12;0,29
Raw Data (600);26,17;0,96;0,92;0,19;0,19;0,09;0,08;0,08;0,11;0,72;0,08;0,15;0,23;0,86;0,48;0,08;0,08;0,08;0,11;0,08;0,08;1,03;0,86;1,76;1,67;0,09;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,10;0,09;0,16;0,08;0,10;0,08;0,08;0,08;0,08;0,20;0,43;0,34;0,14;0,08;0,09;0,08;0,11;0,13;0,19
Raw Data (600);26,33;0,87;0,82;0,19;0,19;0,09;0,08;0,08;0,10;0,71;0,08;0,16;0,24;0,83;0,59;0,08;0,08;0,08;0,11;0,08;0,08;1,00;0,75;1,76;1,69;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,24;0,10;0,09;0,14;0,08;0,16;0,08;0,08;0,08;0,08;0,28;0,27;0,34;0,16;0,08;0,09;0,08;0,12;0,13;0,26
