Well;Time;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Blank B;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);58,50;-0,006;-0,006;0,188;1,242;0,605;0,505;0,029;0,207;0,526;0,933;-0,004;;0,001;-0,006;0,391;0,174;0,584;0,201;-0,003;0,099;0,39;0,623;-0,007;-0,005;-0,009;0,186;0,376;0,471;0,511;0,038;0,42;0,573;0,382;-0,006;0,022;-0,008;0,471;0,498;0,444;0,642;0,043;0,369;0,573;0,842;0,014;-0,006;-0,007;0,281;0,199;0,452;0,751;0,01;0,271;0,629;0,694;-0,007;-0,003;-0,007;0,162;0,852;0,267;0,166;-0,007;0,077;0,249;0,124;0,13
Blank corrected based on Raw Data (600);58,67;-0,007;-0,006;0,291;1,244;0,605;0,501;0,03;0,207;0,526;0,886;-0,004;;0,001;-0,007;0,385;0,172;0,583;0,189;-0,004;0,097;0,373;0,555;-0,007;-0,003;-0,01;0,185;0,37;0,47;0,497;0,039;0,426;0,573;0,36;-0,006;0,017;-0,009;0,479;0,496;0,438;0,638;0,039;0,368;0,573;0,845;-0,006;-0,005;-0,007;0,252;0,199;0,444;0,748;0,01;0,271;0,624;0,697;-0,007;-0,005;-0,006;0,171;0,715;0,257;0,167;-0,005;0,078;0,254;0,12;0,107
Blank corrected based on Raw Data (600);58,83;-0,006;-0,006;0,189;1,245;0,605;0,497;0,031;0,207;0,527;0,748;-0,004;;0,001;-0,007;0,396;0,172;0,582;0,217;-0,003;0,099;0,386;0,763;-0,007;-0,005;-0,01;0,183;0,371;0,468;0,53;0,037;0,44;0,572;0,394;-0,007;0,025;-0,009;0,476;0,506;0,44;0,654;0,045;0,393;0,574;0,903;0,009;-0,006;-0,006;0,282;0,199;0,444;0,754;0,011;0,274;0,63;0,708;-0,005;-0,006;-0,007;0,168;0,517;0,283;0,168;-0,005;0,078;0,244;0,121;0,177
Blank corrected based on Raw Data (600);59,00;-0,006;-0,006;0,444;1,242;0,603;0,497;0,031;0,207;0,526;0,757;-0,004;;0,002;-0,006;0,378;0,171;0,578;0,2;-0,004;0,097;0,381;0,616;-0,007;-0,005;-0,01;0,194;0,37;0,467;0,481;0,038;0,428;0,576;0,334;-0,006;0,014;-0,008;0,484;0,501;0,437;0,642;0,039;0,369;0,569;0,821;-0,007;-0,006;-0,006;0,274;0,199;0,443;0,731;0,011;0,271;0,626;0,7;-0,007;-0,005;-0,007;0,172;0,683;0,253;0,169;-0,006;0,077;0,251;0,117;0,058
Blank corrected based on Raw Data (600);59,17;-0,006;-0,006;0,413;1,231;0,601;0,494;0,031;0,207;0,528;1,039;-0,004;;0,002;-0,006;0,387;0,172;0,578;0,227;-0,004;0,098;0,387;0,629;-0,006;-0,005;-0,009;0,247;0,369;0,469;0,474;0,036;0,434;0,572;0,366;-0,007;0,022;-0,009;0,491;0,49;0,434;0,627;0,041;0,368;0,568;0,834;-0,006;-0,006;-0,007;0,247;0,198;0,44;0,734;0,01;0,273;0,634;0,697;0,075;-0,005;-0,007;0,178;0,737;0,282;0,169;-0,007;0,077;0,256;0,121;0,159
Blank corrected based on Raw Data (600);59,33;-0,007;-0,007;0,248;1,237;0,599;0,493;0,031;0,206;0,526;1,195;-0,005;;0,002;-0,006;0,373;0,169;0,578;0,183;-0,004;0,096;0,379;0,544;-0,006;-0,006;-0,01;0,18;0,369;0,463;0,474;0,038;0,418;0,576;0,367;-0,007;0,015;-0,009;0,473;0,487;0,434;0,637;0,04;0,364;0,568;0,795;-0,006;-0,006;-0,006;0,238;0,197;0,441;0,741;0,011;0,273;0,631;0,693;-0,009;-0,005;-0,008;0,18;0,746;0,247;0,171;-0,007;0,078;0,276;0,118;0,083
Blank corrected based on Raw Data (600);59,50;-0,007;-0,006;0,58;1,232;0,595;0,515;0,038;0,206;0,511;0,948;-0,006;;0,001;-0,005;0,375;0,181;0,554;0,222;-0,001;0,097;0,366;0,56;-0,006;-0,006;-0,009;0,21;0,377;0,47;0,522;0,046;0,435;0,566;0,381;-0,006;0,014;-0,008;0,464;0,502;0,441;0,637;0,05;0,366;0,598;0,829;-0,008;-0,005;-0,007;0,244;0,186;0,46;0,739;0,006;0,271;0,58;0,693;-0,007;-0,004;-0,005;0,209;0,708;0,256;0,169;-0,006;0,08;0,235;0,126;0,103
Blank corrected based on Raw Data (600);59,67;-0,007;-0,006;0,181;1,234;0,598;0,489;0,028;0,207;0,524;0,551;-0,005;;0,002;-0,006;0,382;0,169;0,575;0,213;-0,004;0,094;0,386;0,597;-0,007;-0,005;-0,009;0,182;0,368;0,463;0,467;0,037;0,425;0,574;0,37;-0,007;0,021;-0,008;0,478;0,499;0,432;0,631;0,042;0,365;0,573;0,843;-0,006;-0,006;-0,006;0,241;0,195;0,437;0,732;0,01;0,273;0,626;0,699;0,11;-0,005;-0,007;0,182;0,38;0,261;0,169;-0,007;0,079;0,258;0,122;0,068
Blank corrected based on Raw Data (600);59,83;-0,006;-0,007;0,184;1,239;0,596;0,487;0,03;0,206;0,521;0,994;-0,005;;0,001;-0,007;0,386;0,168;0,574;0,205;-0,004;0,093;0,384;0,664;-0,006;-0,006;-0,01;0,395;0,365;0,458;0,481;0,038;0,425;0,575;0,402;-0,007;0,021;-0,009;0,462;0,506;0,427;0,672;0,042;0,364;0,571;0,838;-0,007;-0,006;-0,007;0,247;0,194;0,437;0,72;0,01;0,273;0,624;0,705;-0,008;-0,005;-0,006;0,185;1,053;0,253;0,169;-0,006;0,08;0,248;0,118;0,179
Blank corrected based on Raw Data (600);60,00;-0,006;-0,007;0,18;1,236;0,593;0,486;0,029;0,207;0,522;0,565;-0,004;;0,002;-0,007;0,378;0,168;0,574;0,203;-0,003;0,092;0,386;0,636;-0,006;-0,006;-0,01;0,299;0,367;0,46;0,5;0,039;0,423;0,574;0,387;-0,007;0,021;-0,008;0,494;0,496;0,425;0,64;0,041;0,364;0,569;0,809;-0,006;-0,006;-0,006;0,24;0,195;0,434;0,718;0,01;0,273;0,624;0,694;0,037;-0,005;-0,006;0,187;0,947;0,255;0,172;-0,007;0,079;0,272;0,12;0,283
Blank corrected based on Raw Data (600);60,17;-0,006;-0,008;0,181;1,232;0,589;0,513;0,039;0,206;0,508;0,751;-0,005;;0,001;-0,006;0,369;0,179;0,552;0,228;-0,000123333;0,092;0,372;0,661;-0,006;-0,005;-0,01;0,273;0,376;0,464;0,558;0,047;0,436;0,563;0,393;-0,007;0,014;-0,008;0,498;0,499;0,433;0,646;0,049;0,364;0,589;0,804;-0,006;-0,006;-0,007;0,237;0,185;0,453;0,725;0,007;0,273;0,576;0,693;-0,005;-0,004;-0,004;0,214;0,837;0,248;0,171;-0,006;0,081;0,255;0,125;0,101
Blank corrected based on Raw Data (600);60,33;-0,006;-0,008;0,181;1,221;0,592;0,511;0,037;0,212;0,513;0,983;-0,006;;0,000836667;-0,006;0,4;0,179;0,55;0,264;-0,000763333;0,101;0,375;0,712;-0,005;-0,005;-0,009;0,372;0,375;0,465;0,534;0,045;0,443;0,566;0,396;-0,007;0,017;-0,008;0,448;0,501;0,435;0,592;0,05;0,395;0,591;0,939;-0,007;-0,005;-0,008;0,238;0,183;0,446;0,727;0,006;0,28;0,573;0,707;-0,005;-0,004;-0,005;0,212;0,385;0,261;0,171;-0,006;0,082;0,246;0,122;0,112
Blank corrected based on Raw Data (600);60,50;-0,006;-0,007;0,179;1,21;0,59;0,481;0,029;0,204;0,522;0,815;-0,004;;0,002;-0,006;0,371;0,166;0,563;0,234;-0,004;0,092;0,377;0,628;-0,007;-0,006;-0,009;0,354;0,364;0,459;0,431;0,038;0,436;0,576;0,398;-0,007;0,016;-0,009;0,508;0,498;0,42;0,625;0,041;0,363;0,566;0,822;-0,007;-0,006;-0,006;0,235;0,193;0,424;0,708;0,009;0,272;0,62;0,674;-0,007;-0,005;-0,007;0,193;0,975;0,246;0,17;-0,007;0,08;0,276;0,119;0,173
Blank corrected based on Raw Data (600);60,67;-0,006;-0,006;0,2;1,217;0,586;0,479;0,029;0,205;0,52;0,826;-0,004;;0,001;-0,006;0,362;0,167;0,566;0,198;-0,004;0,09;0,37;0,617;-0,007;-0,007;-0,01;0,241;0,36;0,453;0,456;0,037;0,419;0,576;0,598;-0,006;0,014;-0,008;0,441;0,494;0,419;0,633;0,04;0,361;0,562;0,778;-0,007;-0,006;-0,006;0,23;0,192;0,426;0,706;0,01;0,273;0,614;0,687;-0,002;-0,005;-0,007;0,198;0,725;0,237;0,17;-0,006;0,082;0,261;0,122;0,181
Blank corrected based on Raw Data (600);60,83;-0,005;-0,006;0,19;1,228;0,587;0,479;0,031;0,206;0,518;0,849;-0,005;;0,002;-0,006;0,367;0,167;0,566;0,211;-0,003;0,09;0,38;0,614;-0,006;-0,006;-0,01;0,298;0,36;0,449;0,463;0,037;0,424;0,575;0,381;-0,007;0,038;-0,008;0,47;0,496;0,418;0,631;0,04;0,363;0,563;0,802;-0,005;-0,006;-0,006;0,233;0,193;0,426;0,701;0,01;0,274;0,619;0,692;0,011;-0,004;-0,000296667;0,206;0,786;0,254;0,168;-0,006;0,081;0,266;0,125;0,098
Blank corrected based on Raw Data (600);61,00;-0,006;-0,008;0,304;1,218;0,578;0,505;0,037;0,206;0,506;0,875;-0,006;;0,001;-0,005;0,381;0,177;0,545;0,232;-0,000703333;0,092;0,37;0,653;-0,006;-0,005;-0,009;0,309;0,363;0,46;0,521;0,046;0,444;0,562;0,392;-0,007;0,017;-0,008;0,473;0,497;0,426;0,624;0,051;0,363;0,592;0,827;-0,007;-0,005;-0,006;0,239;0,182;0,445;0,704;0,005;0,275;0,57;0,687;0,007;-0,002;-0,007;0,224;0,858;0,245;0,17;-0,006;0,082;0,26;0,118;0,187
Blank corrected based on Raw Data (600);61,17;-0,006;-0,007;0,174;1,216;0,582;0,475;0,032;0,205;0,516;0,848;-0,004;;0,002;-0,006;0,372;0,165;0,563;0,197;-0,004;0,09;0,373;0,598;-0,007;-0,006;-0,009;0,278;0,359;0,445;0,463;0,036;0,424;0,576;0,398;-0,007;0,013;-0,007;0,542;0,493;0,415;0,658;0,043;0,359;0,567;0,785;-0,008;-0,007;-0,007;0,233;0,193;0,424;0,691;0,009;0,274;0,613;0,689;-0,006;-0,005;-0,007;0,202;0,973;0,236;0,171;-0,006;0,083;0,27;0,116;0,122
Blank corrected based on Raw Data (600);61,33;-0,006;-0,008;0,208;1,217;0,576;0,501;0,036;0,206;0,504;0,865;-0,006;;0,001;-0,006;0,37;0,176;0,542;0,192;-0,00067;0,089;0,358;0,641;-0,006;-0,006;-0,01;0,215;0,365;0,457;0,514;0,044;0,421;0,563;0,394;-0,007;0,012;-0,008;0,481;0,497;0,42;0,645;0,048;0,36;0,588;0,77;-0,006;-0,005;-0,006;0,23;0,183;0,434;0,747;0,004;0,275;0,561;0,678;-0,007;-0,005;-0,005;0,228;0,749;0,233;0,171;-0,006;0,082;0,254;0,12;0,058
Blank corrected based on Raw Data (600);61,50;-0,005;-0,008;0,21;1,218;0,58;0,474;0,032;0,205;0,516;0,845;-0,005;;0,002;-0,007;0,41;0,164;0,559;0,201;-0,004;0,088;0,372;0,599;-0,006;-0,006;-0,009;0,266;0,356;0,445;0,437;0,037;0,417;0,576;0,394;-0,007;0,031;-0,009;0,448;0,489;0,411;0,635;0,039;0,36;0,562;0,777;-0,006;-0,007;-0,006;0,228;0,192;0,417;0,736;0,01;0,275;0,609;0,682;0,081;-0,006;-0,006;0,196;0,657;0,235;0,173;-0,006;0,082;0,265;0,122;0,062
Blank corrected based on Raw Data (600);61,67;-0,006;-0,008;0,244;1,224;0,579;0,473;0,032;0,205;0,515;0,838;-0,004;;0,003;-0,007;0,361;0,164;0,558;0,196;-0,004;0,087;0,365;0,599;-0,007;-0,006;-0,009;0,271;0,353;0,446;0,441;0,036;0,416;0,576;0,385;-0,007;0,013;-0,008;0,525;0,513;0,412;0,636;0,041;0,359;0,566;0,767;-0,006;-0,006;-0,006;0,24;0,191;0,419;0,738;0,01;0,275;0,614;0,681;-0,008;-0,006;-0,006;0,207;0,662;0,231;0,173;-0,006;0,082;0,274;0,127;0,029
Blank corrected based on Raw Data (600);61,83;-0,006;-0,008;0,186;1,218;0,576;0,472;0,031;0,206;0,514;0,839;-0,005;;0,003;-0,007;0,375;0,162;0,557;0,218;-0,005;0,085;0,375;0,596;-0,007;-0,006;-0,01;0,268;0,352;0,446;0,433;0,036;0,423;0,574;0,397;-0,007;0,013;-0,008;0,456;0,51;0,409;0,625;0,04;0,36;0,562;0,772;-0,007;-0,006;-0,007;0,233;0,191;0,416;0,733;0,01;0,275;0,611;0,683;-0,008;-0,006;-0,006;0,211;0,684;0,235;0,172;-0,006;0,082;0,261;0,121;0,029
Blank corrected based on Raw Data (600);62,00;-0,006;-0,008;0,169;1,206;0,576;0,469;0,031;0,204;0,515;0,847;-0,004;;0,002;-0,007;0,363;0,161;0,555;0,224;-0,004;0,087;0,368;0,591;-0,008;-0,005;-0,01;0,289;0,353;0,447;0,41;0,037;0,428;0,576;0,4;-0,006;0,018;-0,008;0,473;0,508;0,407;0,625;0,043;0,361;0,565;0,791;-0,007;-0,006;-0,005;0,235;0,19;0,415;0,724;0,01;0,275;0,613;0,677;-0,007;-0,005;-0,008;0,211;0,903;0,234;0,172;-0,006;0,083;0,268;0,123;0,024
Blank corrected based on Raw Data (600);62,17;-0,006;-0,007;0,173;1,205;0,568;0,498;0,037;0,209;0,504;1,026;-0,006;;0,001;-0,004;0,392;0,171;0,537;0,241;0,000656667;0,087;0,371;0,631;-0,006;-0,005;-0,01;0,278;0,364;0,454;0,487;0,045;0,441;0,569;0,406;-0,006;0,023;-0,007;0,458;0,502;0,416;0,622;0,051;0,366;0,588;0,857;0,017;-0,006;-0,006;0,5;0,18;0,465;0,73;0,005;0,282;0,565;0,687;-0,007;-0,004;-0,004;0,235;0,363;0,235;0,172;-0,006;0,084;0,264;0,131;0,055
Blank corrected based on Raw Data (600);62,33;-0,006;-0,008;0,18;1,196;0,571;0,468;0,031;0,206;0,514;0,858;-0,005;;0,001;-0,007;0,396;0,159;0,554;0,233;-0,004;0,085;0,371;0,584;-0,007;-0,006;-0,011;0,278;0,354;0,442;0,436;0,036;0,426;0,574;0,398;-0,007;0,02;-0,008;0,449;0,503;0,403;0,623;0,041;0,362;0,563;0,805;-0,006;-0,006;-0,006;0,234;0,186;0,45;0,728;0,01;0,276;0,616;0,681;-0,007;-0,005;-0,007;0,213;0,736;0,23;0,172;-0,006;0,084;0,278;0,123;0,123
Blank corrected based on Raw Data (600);62,50;-0,006;-0,007;0,167;1,208;0,57;0,471;0,032;0,207;0,512;0,885;-0,005;;0,001;-0,007;0,386;0,159;0,551;0,246;-0,004;0,085;0,375;0,579;-0,007;-0,007;-0,01;0,258;0,353;0,443;0,452;0,037;0,427;0,574;0,415;-0,007;0,032;-0,008;0,462;0,512;0,402;0,618;0,042;0,362;0,564;0,808;-0,007;-0,007;-0,006;0,272;0,188;0,448;0,724;0,01;0,279;0,617;0,679;-0,007;-0,005;-0,007;0,22;0,823;0,231;0,172;-0,006;0,085;0,287;0,127;0,219
Blank corrected based on Raw Data (600);62,67;-0,005;-0,008;0,172;1,208;0,567;0,467;0,032;0,207;0,511;0,887;-0,004;;0,002;-0,007;0,38;0,159;0,549;0,237;-0,003;0,085;0,373;0,577;-0,007;-0,007;-0,009;0,272;0,351;0,441;0,451;0,036;0,427;0,576;0,444;-0,007;0,033;-0,008;0,453;0,514;0,403;0,618;0,043;0,38;0,564;0,831;-0,008;-0,006;-0,006;0,23;0,189;0,444;0,73;0,009;0,278;0,613;0,685;-0,006;-0,005;-0,006;0,227;0,259;0,228;0,173;-0,006;0,084;0,289;0,132;0,121
Blank corrected based on Raw Data (600);62,83;-0,004;-0,008;0,167;1,202;0,566;0,466;0,031;0,206;0,51;0,85;-0,005;;0,000366667;-0,007;0,368;0,158;0,628;0,218;-0,004;0,084;0,368;0,572;-0,007;-0,006;-0,009;0,243;0,35;0,44;0,437;0,036;0,422;0,576;0,39;-0,006;0,017;-0,008;0,484;0,503;0,401;0,625;0,042;0,36;0,56;0,791;-0,007;-0,005;-0,006;0,231;0,187;0,439;0,741;0,01;0,277;0,608;0,677;-0,007;-0,004;-0,007;0,224;0,871;0,222;0,173;-0,007;0,085;0,301;0,122;0,013
Blank corrected based on Raw Data (600);63,00;-0,005;-0,007;0,166;1,204;0,565;0,463;0,031;0,205;0,512;0,804;-0,005;;0,002;-0,006;0,353;0,159;0,667;0,19;-0,004;0,084;0,366;0,574;-0,005;-0,006;-0,009;0,222;0,347;0,44;0,437;0,038;0,408;0,576;0,41;-0,007;0,014;-0,008;0,418;0,504;0,399;0,632;0,039;0,359;0,56;0,753;-0,007;-0,006;-0,007;0,228;0,188;0,436;0,6;0,009;0,277;0,612;0,671;-0,007;-0,006;-0,006;0,236;0,693;0,22;0,176;-0,007;0,085;0,279;0,126;0,014
Blank corrected based on Raw Data (600);63,17;-0,005;-0,008;0,166;1,2;0,561;0,492;0,037;0,205;0,497;0,844;-0,006;;0,000713333;-0,005;0,383;0,169;0,471;0,21;-0,000186667;0,083;0,365;0,612;-0,005;-0,005;-0,01;0,222;0,359;0,45;0,495;0,047;0,412;0,562;0,389;-0,007;0,017;-0,008;0,439;0,5;0,407;0,635;0,05;0,358;0,588;0,791;-0,006;-0,006;-0,007;0,226;0,178;0,439;0,689;0,005;0,277;0,556;0,658;-0,000986667;-0,005;-0,007;0,253;0,867;0,219;0,174;-0,006;0,086;0,265;0,123;0,084
Blank corrected based on Raw Data (600);63,33;-0,006;-0,008;0,191;1,201;0,564;0,463;0,032;0,206;0,51;0,819;-0,005;;0,000736667;-0,007;0,365;0,157;0,497;0,215;-0,004;0,084;0,37;0,573;-0,006;-0,006;-0,01;0,227;0,347;0,434;0,439;0,036;0,426;0,573;0,37;-0,007;0,015;-0,008;0,418;0,505;0,394;0,612;0,038;0,36;0,562;0,836;-0,007;-0,006;-0,007;0,225;0,185;0,437;0,736;0,01;0,277;0,615;0,666;-0,007;-0,006;-0,007;0,234;0,793;0,218;0,173;-0,006;0,086;0,292;0,127;0,023
Blank corrected based on Raw Data (600);63,50;-0,005;-0,007;0,165;1,194;0,557;0,49;0,037;0,204;0,497;0,857;-0,006;;0,002;-0,006;0,44;0,169;0,463;0,21;0,000426667;0,084;0,362;0,619;-0,006;-0,005;-0,01;0,214;0,356;0,449;0,498;0,045;0,419;0,563;0,414;-0,006;0,014;-0,008;0,459;0,503;0,405;0,635;0,051;0,357;0,587;0,805;-0,007;-0,005;-0,007;0,227;0,178;0,436;0,631;0,004;0,279;0,56;0,679;-0,007;-0,004;-0,006;0,257;0,768;0,215;0,175;-0,006;0,087;0,272;0,122;0,086
Blank corrected based on Raw Data (600);63,67;-0,004;-0,008;0,182;1,196;0,56;0,461;0,03;0,205;0,509;0,823;-0,004;;0,000986667;-0,007;0,382;0,154;0,615;0,197;-0,004;0,083;0,372;0,562;-0,006;-0,007;-0,009;0,232;0,344;0,437;0,438;0,038;0,432;0,573;0,406;-0,006;0,018;-0,008;0,428;0,507;0,394;0,624;0,039;0,359;0,562;0,828;-0,006;-0,005;-0,006;0,226;0,185;0,432;0,703;0,01;0,278;0,616;0,666;-0,007;-0,005;-0,006;0,233;0,809;0,215;0,175;-0,006;0,087;0,306;0,128;0,181
Blank corrected based on Raw Data (600);63,83;-0,005;-0,007;0,211;1,187;0,559;0,461;0,03;0,205;0,509;0,837;-0,004;;-0,000083333;-0,006;0,358;0,155;0,405;0,21;-0,004;0,084;0,368;0,568;-0,007;-0,005;-0,01;0,238;0,343;0,436;0,438;0,037;0,429;0,571;0,379;-0,006;0,014;-0,009;0,413;0,505;0,389;0,624;0,038;0,358;0,563;0,815;-0,007;-0,006;-0,007;0,226;0,184;0,429;0,644;0,01;0,278;0,609;0,666;-0,007;-0,005;-0,007;0,233;0,793;0,212;0,174;-0,006;0,086;0,293;0,136;0,194
Blank corrected based on Raw Data (600);64,00;-0,006;-0,009;0,184;1,187;0,548;0,489;0,037;0,208;0,498;1,107;-0,006;;0,000356667;-0,006;0,417;0,166;0,4;0,288;-0,001;0,083;0,372;0,613;-0,006;-0,006;-0,01;0,284;0,353;0,444;0,501;0,046;0,458;0,562;0,408;-0,007;0,022;-0,009;0,459;0,501;0,399;0,593;0,048;0,402;0,582;0,888;-0,007;-0,005;-0,008;0,23;0,177;0,437;0,77;0,005;0,282;0,558;0,679;-0,008;-0,004;-0,007;0,254;0,242;0,218;0,174;-0,006;0,087;0,268;0,128;0,031
Blank corrected based on Raw Data (600);64,17;-0,005;-0,008;0,167;1,191;0,553;0,458;0,03;0,206;0,506;0,798;-0,004;;-0,000496667;-0,006;0,694;0,155;0,388;0,222;-0,003;0,082;0,367;0,569;-0,007;-0,006;-0,01;0,238;0,344;0,429;0,439;0,036;0,426;0,572;0,409;-0,007;0,016;-0,009;0,414;0,503;0,389;0,625;0,039;0,358;0,558;0,802;-0,007;-0,005;-0,007;0,229;0,185;0,425;0,678;0,009;0,278;0,606;0,67;-0,007;-0,005;-0,007;0,236;0,817;0,211;0,176;-0,006;0,087;0,288;0,125;0,021
Blank corrected based on Raw Data (600);64,33;-0,005;-0,008;0,163;1,192;0,547;0,486;0,036;0,206;0,496;0,875;-0,006;;-0,00088;-0,006;0,4;0,164;0,379;0,266;-0,00048;0,083;0,366;0,61;-0,005;-0,005;-0,009;0,269;0,351;0,438;0,495;0,045;0,442;0,567;0,404;-0,007;0,016;-0,008;0,421;0,503;0,397;0,62;0,049;0,364;0,582;0,85;-0,007;-0,005;-0,007;0,25;0,177;0,436;0,737;0,005;0,28;0,559;0,673;-0,006;-0,004;-0,006;0,258;0,763;0,211;0,176;-0,006;0,088;0,273;0,129;0,113
Blank corrected based on Raw Data (600);64,50;-0,005;-0,007;0,166;1,194;0,551;0,46;0,032;0,209;0,504;0,848;-0,005;;-0,000713333;-0,006;0,542;0,152;0,398;0,205;-0,005;0,082;0,364;0,55;-0,006;-0,006;-0,01;0,27;0,343;0,427;0,442;0,037;0,416;0,574;0,399;-0,007;0,015;-0,009;0,414;0,505;0,387;0,62;0,043;0,357;0,559;0,796;-0,007;-0,006;-0,007;0,229;0,184;0,423;0,656;0,01;0,279;0,606;0,666;-0,007;-0,006;-0,008;0,242;0,847;0,206;0,178;-0,006;0,088;0,293;0,133;0,118
Blank corrected based on Raw Data (600);64,67;-0,004;-0,008;0,162;1,197;0,55;0,46;0,031;0,206;0,504;0,857;-0,005;;0,000983333;-0,006;0,374;0,151;0,498;0,217;-0,003;0,082;0,362;0,555;-0,006;-0,005;-0,01;0,288;0,341;0,426;0,437;0,036;0,414;0,573;0,401;-0,007;0,02;-0,009;0,423;0,497;0,385;0,62;0,043;0,356;0,559;0,811;-0,007;-0,007;-0,006;0,228;0,185;0,422;0,667;0,011;0,28;0,603;0,661;-0,007;-0,006;-0,006;0,242;0,84;0,205;0,178;-0,006;0,089;0,282;0,132;0,083
Blank corrected based on Raw Data (600);64,83;-0,005;-0,008;0,433;1,193;0,548;0,46;0,03;0,205;0,501;0,838;-0,004;;-0,000203333;-0,007;0,377;0,15;0,387;0,195;-0,005;0,08;0,364;0,554;-0,006;-0,005;-0,01;0,273;0,34;0,425;0,437;0,037;0,412;0,573;0,381;-0,007;0,017;-0,009;0,413;0,497;0,385;0,621;0,041;0,356;0,559;0,793;-0,007;-0,007;-0,007;0,222;0,184;0,416;0,6;0,01;0,279;0,6;0,662;0,099;-0,002;-0,006;0,239;0,814;0,202;0,177;-0,006;0,087;0,283;0,134;0,142
Blank corrected based on Raw Data (600);65,00;-0,006;-0,008;0,261;1,185;0,544;0,488;0,037;0,206;0,491;0,878;0,059;;-0,001;-0,006;0,416;0,159;0,396;0,231;-0,001;0,081;0,365;0,589;-0,006;-0,005;-0,009;0,282;0,347;0,442;0,495;0,044;0,444;0,559;0,383;-0,007;0,021;-0,008;0,444;0,495;0,393;0,612;0,049;0,389;0,59;0,849;-0,007;-0,005;-0,005;0,221;0,176;0,422;0,657;0,006;0,282;0,558;0,664;-0,002;0,007;-0,006;0,255;0,725;0,207;0,177;-0,006;0,088;0,277;0,134;0,081
Blank corrected based on Raw Data (600);65,17;-0,006;-0,008;0,168;1,176;0,54;0,485;0,037;0,206;0,491;0,882;-0,006;;-0,000413333;-0,006;0,418;0,16;0,371;0,239;-0,002;0,083;0,361;0,592;-0,005;-0,006;-0,01;0,259;0,344;0,442;0,502;0,046;0,452;0,559;0,404;-0,006;0,018;-0,008;0,419;0,494;0,391;0,609;0,048;0,362;0,582;0,855;-0,006;-0,005;-0,006;0,22;0,173;0,42;0,667;0,005;0,28;0,553;0,662;-0,007;0,000486667;-0,005;0,253;0,901;0,201;0,177;-0,006;0,089;0,284;0,131;0,055
Blank corrected based on Raw Data (600);65,33;-0,005;-0,008;0,159;1,182;0,543;0,459;0,031;0,205;0,498;0,933;-0,005;;-0,000206667;-0,007;0,621;0,148;0,385;0,195;-0,004;0,081;0,366;0,544;-0,007;-0,007;-0,011;0,246;0,339;0,425;0,438;0,036;0,424;0,571;0,39;-0,007;0,013;-0,009;0,419;0,491;0,383;0,627;0,04;0,357;0,556;0,798;-0,006;-0,006;-0,007;0,22;0,182;0,41;0,579;0,01;0,281;0,613;0,655;-0,008;-0,005;-0,007;0,244;0,797;0,198;0,175;-0,007;0,088;0,296;0,15;0,15
