Well;Time;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Blank B;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);6,50;-0,004;-0,009;0,019;0,171;-0,01;0,296;0,038;-0,003;-0,009;0,022;0,008;;0,016;-0,001;0,017;-0,004;-0,005;0,00067;0,004;-0,003;-0,008;0,022;0,007;-0,004;-0,005;0,032;0,012;-0,01;0,001;0,031;-0,002;-0,006;0,003;0,007;0,016;-0,00033;0,009;0,007;-0,009;0,016;-0,00023;0,001;0,003;0,05;0,005;-0,005;-0,007;0,042;0,253;-0,009;0,441;-0,001;0,001;-0,005;0,044;-0,006;0,035;0,006;-0,005;-0,005;-0,01;-0,004;-0,006;-0,004;-0,005;0,012;-0,00033
Blank corrected based on Raw Data (600);6,67;-0,005;-0,008;0,019;0,197;-0,01;0,296;0,037;-0,003;-0,01;0,023;-0,001;;0,018;-0,002;0,021;-0,003;-0,006;0,002;0,006;-0,003;-0,007;0,023;0,00077;-0,00053;-0,005;0,037;0,01;-0,011;0,002;0,033;-0,002;-0,006;0,003;-0,00043;0,021;-0,00023;0,007;0,008;-0,008;0,016;0,00017;0,002;0,004;0,053;-0,002;-0,005;-0,007;0,047;0,296;-0,008;0,479;-0,003;0,003;-0,004;0,049;-0,007;0,034;0,005;-0,005;-0,006;-0,009;-0,005;-0,005;-0,003;-0,006;0,013;-0,002
Blank corrected based on Raw Data (600);6,83;-0,004;-0,009;0,021;0,318;0,014;0,33;0,037;-0,004;-0,009;0,025;-0,000033333;;0,016;-0,002;0,02;-0,004;-0,009;0,001;0,004;-0,003;-0,008;0,026;0,001;-0,005;-0,004;0,044;0,008;-0,011;0,002;0,033;-0,001;-0,006;0,004;0,000266667;0,017;0,001;0,009;0,01;-0,008;0,018;0,000966667;0,003;0,005;0,056;0,000866667;-0,005;-0,008;0,05;0,315;-0,006;0,496;-0,002;0,003;-0,003;0,053;-0,006;0,034;0,005;-0,005;-0,004;-0,009;-0,004;-0,006;-0,003;-0,006;0,014;-0,002
Blank corrected based on Raw Data (600);7,00;-0,005;-0,009;0,024;0,298;-0,01;0,34;0,038;-0,003;-0,009;0,025;0,009;;0,017;-0,002;0,023;-0,004;-0,009;0,000933333;0,007;-0,003;-0,007;0,028;0,008;-0,007;-0,005;0,059;0,011;-0,011;0,002;0,034;-0,002;-0,005;0,003;0,005;0,019;0,000533333;0,011;0,011;-0,008;0,018;0,000333333;0,003;0,006;0,063;0,005;-0,005;-0,006;0,058;0,366;-0,007;0,519;-0,003;0,004;-0,004;0,054;-0,007;0,034;0,006;-0,005;-0,005;-0,01;-0,004;-0,007;-0,003;-0,006;0,014;-0,000966667
Blank corrected based on Raw Data (600);7,17;-0,005;-0,009;0,026;0,396;-0,01;0,369;0,039;-0,003;-0,009;0,028;0,007;;0,016;-0,002;0,028;-0,004;-0,006;0,004;0,008;-0,002;-0,008;0,031;0,004;-0,006;-0,005;0,048;0,012;-0,011;0,002;0,034;-0,001;-0,004;0,005;0,003;0,024;0,001;0,011;0,012;-0,008;0,02;0,001;0,004;0,008;0,056;0,005;-0,005;-0,007;0,068;0,421;-0,003;0,541;-0,003;0,004;-0,004;0,058;-0,006;0,034;0,006;-0,005;-0,005;-0,009;-0,004;-0,006;-0,004;-0,005;0,014;0,003
Blank corrected based on Raw Data (600);7,33;-0,005;-0,008;0,028;0,32;0,008;0,386;0,038;-0,003;-0,009;0,031;-0,003;;0,016;-0,002;0,037;-0,004;-0,006;0,003;0,01;-0,001;-0,007;0,035;-0,005;-0,006;-0,005;0,053;0,018;-0,011;0,002;0,038;-0,002;-0,005;0,006;-0,006;0,018;0,002;0,011;0,013;-0,008;0,022;0,002;0,005;0,008;0,055;-0,006;-0,006;-0,006;0,064;0,471;-0,007;0,552;-0,002;0,005;-0,003;0,063;-0,007;0,035;0,007;-0,004;-0,006;-0,01;-0,005;-0,005;-0,003;-0,006;0,03;-0,006
Blank corrected based on Raw Data (600);7,50;-0,004;-0,008;0,022;0,374;-0,009;0,404;0,024;-0,002;-0,007;0,034;0,011;;0,018;-0,002;0,037;-0,004;-0,01;0,004;0,002;-0,001;-0,007;0,039;0,008;-0,006;-0,003;0,042;0,018;-0,012;0,004;0,024;-0,000716667;-0,004;0,007;0,005;0,021;0,002;0,013;0,013;-0,008;0,027;0,000583333;0,005;0,015;0,057;0,007;-0,007;-0,007;0,064;0,484;0,000783333;0,574;-0,002;0,007;0,002;0,074;-0,006;0,033;0,005;-0,005;-0,005;-0,01;-0,004;-0,006;-0,004;0,001;0,014;0,003
Blank corrected based on Raw Data (600);7,67;-0,006;-0,008;0,032;0,43;-0,001;0,436;0,039;-0,002;-0,009;0,036;0,003;;0,02;-0,000526667;0,041;-0,004;-0,006;0,004;0,008;-0,000626667;-0,006;0,041;0,004;-0,006;-0,004;0,04;0,022;-0,01;0,004;0,041;-0,000626667;-0,003;0,007;0,002;0,022;-0,000026667;0,012;0,018;-0,007;0,029;0,003;0,005;0,012;0,065;0,000773333;-0,005;-0,007;0,064;0,52;0,001;0,599;-0,002;0,007;-0,000126667;0,078;-0,006;0,033;0,008;-0,005;-0,006;-0,009;-0,005;-0,006;-0,005;-0,005;0,016;0,004
Blank corrected based on Raw Data (600);7,83;-0,005;-0,009;0,025;0,41;-0,004;0,446;0,023;-0,001;-0,006;0,034;0,001;;0,019;-0,005;0,045;-0,004;-0,008;0,003;0,002;-0,000993333;-0,008;0,043;0,000106667;-0,004;-0,003;0,041;0,021;-0,011;0,004;0,028;-0,000893333;-0,002;0,006;-0,002;0,019;0,000806667;0,012;0,018;-0,007;0,03;0,004;0,006;0,018;0,062;0,000706667;-0,005;-0,007;0,069;0,591;-0,000393333;0,617;-0,002;0,006;0,004;0,084;-0,006;0,032;0,004;-0,005;-0,007;-0,011;-0,004;-0,007;-0,004;0,000806667;0,015;0,002
Blank corrected based on Raw Data (600);8,00;-0,003;-0,007;0,029;0,468;-0,006;0,466;0,023;-0,001;-0,006;0,039;0,009;;0,019;-0,004;0,051;-0,003;-0,01;0,003;0,002;-0,000966667;-0,008;0,046;0,004;-0,006;-0,002;0,045;0,018;-0,008;0,003;0,029;-0,000366667;-0,001;0,007;0,007;0,024;0,001;0,014;0,019;-0,006;0,033;0,003;0,005;0,019;0,065;0,006;-0,006;-0,007;0,076;0,616;0,005;0,658;-0,000966667;0,01;0,006;0,088;-0,008;0,032;0,005;-0,005;-0,005;-0,01;-0,004;-0,005;-0,003;0,000133333;0,015;0,003
Blank corrected based on Raw Data (600);8,17;-0,002;-0,008;0,031;0,496;-0,003;0,48;0,024;-0,000506667;-0,007;0,041;0,007;;0,02;-0,005;0,058;-0,004;-0,01;0,005;0,001;0,000593333;-0,008;0,05;0,003;-0,007;-0,003;0,052;0,019;-0,007;0,004;0,033;0,000593333;-0,002;0,008;0,004;0,024;0,001;0,014;0,021;-0,005;0,037;0,01;0,006;0,019;0,066;-0,002;-0,006;-0,006;0,077;0,645;0,012;0,655;-0,002;0,011;0,009;0,093;-0,006;0,033;0,005;-0,005;-0,006;-0,01;-0,004;-0,006;-0,003;0,003;0,015;0,001
Blank corrected based on Raw Data (600);8,33;-0,002;-0,008;0,043;0,459;-0,005;0,514;0,036;-0,002;-0,007;0,043;0,01;;0,022;-0,002;0,063;-0,004;-0,009;0,004;0,009;0,000096667;-0,008;0,053;0,009;0,000096667;-0,003;0,057;0,025;-0,007;0,004;0,045;0,001;-0,003;0,009;0,002;0,029;0,001;0,015;0,027;-0,004;0,04;0,013;0,006;0,015;0,075;0,004;-0,006;-0,006;0,637;0,695;0,013;0,755;-0,002;0,011;0,005;0,096;-0,005;0,034;0,006;-0,004;-0,005;-0,01;-0,005;-0,006;-0,004;-0,004;0,017;0,003
Blank corrected based on Raw Data (600);8,50;-0,000686667;-0,008;0,037;0,489;-0,008;0,512;0,023;-0,000186667;-0,003;0,044;-0,002;;0,02;-0,004;0,065;-0,004;-0,008;0,005;0,003;-0,000186667;-0,006;0,053;-0,003;-0,004;-0,003;0,068;0,018;-0,007;0,005;0,032;0,000813333;-0,001;0,009;-0,005;0,027;0,000713333;0,016;0,026;-0,003;0,042;0,011;0,007;0,016;0,077;-0,006;-0,006;-0,006;0,096;0,747;0,024;0,703;-0,000686667;0,014;0,014;0,106;-0,007;0,032;0,004;-0,005;-0,005;-0,01;-0,004;-0,006;-0,002;0,013;0,017;-0,004
Blank corrected based on Raw Data (600);8,67;-0,002;-0,008;0,042;0,512;-0,007;0,534;0,023;0,000366667;-0,004;0,046;0,012;;0,019;-0,004;0,079;-0,004;-0,004;0,006;0,004;-0,000833333;-0,006;0,059;0,009;-0,005;-0,002;0,071;0,021;-0,006;0,005;0,032;0,000366667;-0,000033333;0,01;0,002;0,023;0,001;0,015;0,032;-0,001;0,046;0,013;0,008;0,032;0,085;0,001;-0,006;-0,006;0,107;0,736;0,037;0,79;0,001;0,014;0,015;0,113;-0,007;0,032;0,005;-0,004;-0,006;-0,01;-0,004;-0,006;-0,003;0,011;0,017;0,002
Blank corrected based on Raw Data (600);8,83;-0,003;-0,008;0,056;0,553;-0,004;0,536;0,037;-0,00039;-0,005;0,048;0,00031;;0,021;-0,002;0,084;-0,005;-0,003;0,006;0,011;-0,00039;-0,006;0,06;-0,00089;-0,007;-0,003;0,077;0,026;-0,009;0,006;0,048;0,003;0,002;0,01;0,003;0,022;-0,002;0,018;0,036;0,002;0,049;0,024;0,009;0,029;0,089;-0,006;-0,005;-0,006;0,129;0,801;0,05;0,722;-0,00019;0,016;0,008;0,121;-0,007;0,034;0,009;-0,003;-0,005;-0,01;-0,003;-0,006;-0,004;0,006;0,017;0,005
Blank corrected based on Raw Data (600);9,00;-0,003;-0,008;0,052;0,644;-0,007;0,571;0,037;0,00017;-0,004;0,047;0,007;;0,02;-0,003;0,094;-0,004;-0,008;0,006;0,011;0,00017;-0,006;0,065;0,003;-0,006;-0,004;0,325;0,026;-0,008;0,006;0,049;0,003;0,002;0,009;0,00067;0,022;-0,003;0,019;0,037;0,005;0,053;0,023;0,009;0,041;0,093;0,006;-0,005;-0,007;0,194;0,829;0,063;0,739;0,00027;0,018;0,01;0,12;-0,005;0,033;0,008;-0,004;-0,005;-0,009;-0,004;-0,006;-0,003;0,00097;0,018;0,005
Blank corrected based on Raw Data (600);9,17;-0,003;-0,009;0,041;0,676;-0,005;0,596;0,022;0,00096;0,005;0,054;0,009;;0,018;-0,005;0,101;-0,003;-0,005;0,007;0,002;-0,00054;-0,006;0,067;0,012;-0,008;-0,002;0,295;0,022;-0,008;0,006;0,034;0,002;0,002;0,01;0,005;0,021;-0,001;0,019;0,041;0,007;0,059;0,013;0,01;0,038;0,1;0,004;-0,005;-0,006;0,186;0,829;0,067;0,842;0,00006;0,021;0,019;0,15;-0,007;0,032;0,005;-0,005;-0,005;-0,01;-0,004;-0,006;-0,003;0,036;0,019;0,003
Blank corrected based on Raw Data (600);9,33;-0,004;-0,007;0,061;0,664;-0,003;0,644;0,036;0,000613333;-0,000086667;0,056;0,012;;0,02;-0,002;0,115;-0,004;-0,006;0,007;0,009;0,000213333;-0,006;0,076;0,012;-0,007;-0,003;0,08;0,028;-0,008;0,005;0,048;0,003;0,003;0,012;0,005;0,022;-0,002;0,018;0,045;0,01;0,066;0,019;0,01;0,011;0,105;0,006;-0,004;-0,007;0,273;0,841;0,05;0,9;-0,000686667;0,022;0,012;0,172;-0,006;0,034;0,008;-0,004;-0,005;-0,01;-0,004;-0,005;-0,004;0,014;0,019;0,003
Blank corrected based on Raw Data (600);9,50;-0,005;-0,008;0,061;0,684;-0,003;0,663;0,035;0,000976667;0,006;0,056;0,011;;0,018;-0,002;0,123;-0,002;-0,007;0,006;0,01;0,001;-0,005;0,083;0,011;-0,006;-0,002;0,212;0,03;-0,009;0,006;0,048;0,003;0,004;0,011;0,006;0,022;-0,003;0,018;0,043;0,014;0,072;0,022;0,011;0,013;0,106;0,006;-0,004;-0,006;0,237;0,875;0,044;0,944;-0,000423333;0,024;0,013;0,186;-0,008;0,036;0,006;-0,003;-0,005;-0,011;-0,003;-0,005;-0,004;0,033;0,039;-0,000923333
Blank corrected based on Raw Data (600);9,67;-0,004;-0,008;0,056;0,732;-0,002;0,646;0,023;0,002;0,014;0,062;0,011;;0,019;-0,005;0,131;-0,003;-0,005;0,008;0,002;0,000306667;-0,006;0,085;0,006;-0,004;-0,002;0,191;0,025;-0,007;0,007;0,034;0,003;0,004;0,01;0,004;0,027;-0,001;0,026;0,04;0,015;0,078;0,017;0,011;0,016;0,107;0,006;-0,007;-0,006;0,213;0,926;0,095;0,965;-0,000593333;0,026;0,023;0,21;-0,007;0,033;0,004;-0,005;-0,005;-0,009;-0,004;-0,005;-0,004;0,018;0,019;-0,000293333
Blank corrected based on Raw Data (600);9,83;-0,004;-0,008;0,063;0,757;0,005;0,66;0,024;0,002;0,014;0,066;0,004;;0,02;-0,006;0,145;-0,003;-0,003;0,008;0,002;0,001;-0,006;0,088;-0,002;-0,004;-0,000873333;0,238;0,026;-0,008;0,007;0,036;0,004;0,005;0,012;-0,002;0,025;-0,001;0,028;0,045;0,018;0,085;0,017;0,012;0,015;0,11;-0,000173333;-0,006;-0,006;0,224;0,938;0,115;0,877;-0,001;0,029;0,026;0,212;-0,007;0,031;0,006;-0,005;-0,005;-0,01;-0,003;-0,005;-0,004;0,016;0,019;0,000426667
Blank corrected based on Raw Data (600);10,00;-0,005;-0,008;0,063;0,772;0,002;0,667;0,023;0,002;0,015;0,067;0,007;;0,019;-0,004;0,151;-0,004;-0,001;0,009;0,003;0,002;-0,005;0,091;0,007;-0,006;-0,002;0,428;0,027;-0,006;0,008;0,034;0,004;0,006;0,012;0,002;0,026;-0,001;0,026;0,055;0,021;0,094;0,016;0,012;0,017;0,117;-0,003;-0,006;-0,007;0,273;0,974;0,153;0,922;-0,00039;0,032;0,027;0,204;-0,006;0,031;0,008;-0,005;-0,005;-0,01;-0,004;-0,006;-0,003;0,009;0,019;0,00061
Blank corrected based on Raw Data (600);10,17;-0,005;-0,008;0,066;0,769;0,011;0,678;0,023;0,003;0,015;0,068;0,009;;0,018;-0,003;0,163;-0,003;0,000313333;0,008;0,002;0,002;-0,005;0,096;0,006;-0,006;-0,002;0,184;0,028;-0,008;0,009;0,035;0,004;0,006;0,012;0,006;0,029;-0,000686667;0,029;0,065;0,023;0,103;0,017;0,014;0,019;0,125;0,000913333;-0,006;-0,006;0,247;0,97;0,157;0,976;-0,001;0,037;0,032;0,213;-0,006;0,033;0,006;-0,005;-0,004;-0,009;-0,003;-0,005;-0,003;0,008;0,019;0,004
Blank corrected based on Raw Data (600);10,33;-0,007;-0,007;0,074;0,81;0,004;0,673;0,023;0,003;0,017;0,074;0,008;;0,018;-0,004;0,171;-0,003;0,003;0,009;0,003;0,003;-0,004;0,103;0,004;-0,004;-0,001;0,13;0,03;-0,008;0,009;0,037;0,005;0,009;0,013;0,002;0,031;-0,001;0,029;0,075;0,029;0,111;0,018;0,015;0,022;0,131;0,001;-0,006;-0,006;0,291;1,011;0,167;1;-0,001;0,038;0,032;0,212;-0,007;0,031;0,007;-0,005;-0,006;-0,009;-0,004;-0,006;-0,004;0,008;0,021;-0,003
Blank corrected based on Raw Data (600);10,50;-0,007;-0,007;0,092;0,846;0,007;0,728;0,035;0,003;0,008;0,077;0,01;;0,019;-0,002;0,19;-0,003;0,004;0,008;0,01;0,003;-0,004;0,111;0,012;-0,006;-0,004;0,22;0,035;-0,007;0,008;0,051;0,006;0,008;0,014;0,003;0,028;-0,004;0,028;0,083;0,031;0,129;0,024;0,016;0,025;0,152;0,007;-0,003;-0,007;0,26;0,963;0,213;1,042;-0,002;0,039;0,023;0,221;-0,007;0,035;0,008;-0,005;-0,005;-0,01;-0,003;-0,007;-0,004;0,002;0,019;0,004
Blank corrected based on Raw Data (600);10,67;-0,006;-0,008;0,073;0,863;0,009;0,699;0,023;0,004;0,018;0,08;0,009;;0,019;-0,004;0,196;-0,003;0,007;0,01;0,003;0,003;-0,004;0,118;0,002;-0,006;-0,002;0,188;0,032;-0,007;0,009;0,037;0,004;0,01;0,013;0,000666667;0,028;-0,002;0,033;0,082;0,035;0,132;0,017;0,016;0,025;0,168;-0,000133333;-0,006;-0,006;0,416;1,025;0,213;1,063;-0,000433333;0,045;0,036;0,249;-0,007;0,031;0,007;-0,004;-0,006;-0,009;-0,004;-0,006;-0,004;0,011;0,019;0,008
Blank corrected based on Raw Data (600);10,83;-0,005;-0,008;0,084;0,846;0,011;0,782;0,023;0,005;0,019;0,083;0,009;;0,018;-0,005;0,212;-0,001;0,011;0,01;0,001;0,004;-0,003;0,122;0,005;-0,006;-0,00081;0,191;0,031;-0,005;0,009;0,038;0,006;0,011;0,014;0,002;0,028;-0,002;0,031;0,081;0,037;0,142;0,015;0,017;0,027;0,225;0,006;-0,005;-0,007;0,405;1,01;0,243;1,097;-0,002;0,048;0,041;0,263;-0,007;0,03;0,007;-0,004;-0,005;-0,01;-0,003;-0,006;-0,003;0,012;0,02;-0,006
Blank corrected based on Raw Data (600);11,00;-0,006;-0,008;0,096;0,808;0,014;0,717;0,036;0,003;0,01;0,09;0,009;;0,019;-0,002;0,248;-0,003;0,013;0,009;0,01;0,003;-0,005;0,134;0,005;-0,007;-0,002;0,212;0,038;-0,005;0,01;0,052;0,008;0,009;0,013;0,006;0,033;-0,003;0,033;0,091;0,04;0,157;0,025;0,018;0,03;0,206;0,005;-0,005;-0,006;0,291;1,018;0,252;1,112;-0,002;0,051;0,029;0,27;-0,006;0,033;0,007;-0,003;-0,005;-0,01;-0,002;-0,006;-0,003;0,003;0,02;0,005
Blank corrected based on Raw Data (600);11,17;-0,006;-0,009;0,081;0,796;0,018;0,74;0,021;0,005;0,022;0,094;0,004;;0,017;-0,004;0,26;-0,002;0,016;0,01;0,001;0,003;-0,004;0,143;-0,000016667;-0,005;-0,002;0,329;0,034;-0,006;0,009;0,038;0,007;0,01;0,014;-0,005;0,034;-0,003;0,039;0,101;0,044;0,169;0,017;0,019;0,029;0,189;-0,003;-0,006;-0,006;0,355;1,037;0,272;1,105;0,001;0,055;0,048;0,291;-0,007;0,029;0,006;-0,004;-0,004;-0,01;-0,003;-0,006;-0,004;0,011;0,019;0,003
Blank corrected based on Raw Data (600);11,33;-0,006;-0,008;0,088;0,796;0,02;0,755;0,022;0,005;0,024;0,095;0,012;;0,017;-0,004;0,282;-0,002;0,02;0,01;0,002;0,002;-0,004;0,144;-0,00058;-0,007;-0,002;0,232;0,036;-0,004;0,011;0,04;0,006;0,011;0,015;-0,00038;0,032;-0,003;0,037;0,119;0,044;0,183;0,016;0,02;0,032;0,204;0,003;-0,007;-0,007;0,377;1,049;0,267;1,093;0,001;0,059;0,054;0,332;-0,007;0,03;0,007;-0,004;-0,004;-0,009;-0,003;-0,005;-0,004;0,01;0,021;-0,004
Blank corrected based on Raw Data (600);11,50;-0,007;-0,008;0,106;0,789;0,023;0,804;0,035;0,006;0,014;0,1;0,008;;0,018;-0,003;0,305;-0,002;0,022;0,01;0,009;0,004;-0,004;0,151;0,004;-0,008;-0,003;0,314;0,041;-0,002;0,01;0,051;0,009;0,011;0,015;0,00043;0,034;-0,004;0,038;0,115;0,044;0,194;0,027;0,02;0,036;0,205;0,003;-0,005;-0,007;0,34;1,007;0,288;1,089;0,001;0,063;0,036;0,366;-0,006;0,031;0,006;-0,003;-0,004;-0,009;-0,003;-0,004;-0,003;0,004;0,021;0,005
Blank corrected based on Raw Data (600);11,67;-0,007;-0,007;0,117;0,811;0,027;0,863;0,036;0,005;0,015;0,103;0,013;;0,018;-0,002;0,321;-0,002;0,027;0,011;0,009;0,004;-0,003;0,156;0,009;-0,006;-0,004;0,325;0,043;-0,002;0,011;0,051;0,01;0,011;0,016;0,003;0,031;-0,004;0,046;0,267;0,05;0,204;0,028;0,022;0,04;0,204;0,006;-0,004;-0,006;0,392;1,071;0,301;1,108;-0,00026;0,068;0,04;0,401;-0,006;0,031;0,008;-0,003;-0,005;-0,009;-0,003;-0,005;-0,003;0,005;0,022;0,008
Blank corrected based on Raw Data (600);11,83;-0,005;-0,008;0,117;0,807;0,032;0,852;0,022;0,008;0,027;0,109;0,008;;0,016;-0,005;0,32;-0,002;0,032;0,011;0,000503333;0,004;-0,002;0,166;-0,004;-0,006;-0,002;0,35;0,036;-0,000896667;0,011;0,036;0,01;0,013;0,016;0,001;0,03;-0,003;0,053;0,344;0,05;0,216;0,017;0,023;0,041;0,23;-0,005;-0,006;-0,007;0,413;1,1;0,315;1,122;-0,000296667;0,07;0,059;0,455;-0,007;0,029;0,009;-0,004;-0,006;-0,009;-0,002;-0,005;-0,003;0,013;0,021;0,056
Blank corrected based on Raw Data (600);12,00;-0,006;-0,007;0,123;0,805;0,038;0,806;0,023;0,007;0,028;0,113;0,006;;0,016;-0,005;0,342;-0,000713333;0,034;0,011;0,001;0,005;-0,002;0,187;-0,003;-0,007;-0,003;0,383;0,041;0,000886667;0,012;0,04;0,01;0,014;0,015;-0,000913333;0,035;-0,003;0,05;0,451;0,051;0,236;0,022;0,023;0,044;0,222;-0,005;-0,005;-0,007;0,441;1,11;0,285;1,125;0,002;0,076;0,065;0,445;-0,006;0,03;0,004;-0,004;-0,004;-0,01;-0,003;-0,005;-0,004;0,011;0,021;0,004
Blank corrected based on Raw Data (600);12,17;-0,006;-0,008;0,127;0,819;0,043;0,884;0,024;0,008;0,029;0,119;0,013;;0,016;-0,005;0,354;-0,000933333;0,039;0,011;0,000466667;0,006;-0,003;0,198;0,01;-0,007;-0,002;0,363;0,039;0,002;0,011;0,041;0,011;0,014;0,017;0,000166667;0,033;-0,003;0,052;0,453;0,054;0,248;0,018;0,024;0,045;0,242;0,003;-0,005;-0,006;0,416;1,12;0,314;1,108;0,000066667;0,082;0,067;0,482;-0,007;0,028;0,004;-0,003;-0,004;-0,008;-0,003;-0,006;-0,003;0,012;0,022;0,004
Blank corrected based on Raw Data (600);12,33;-0,007;-0,008;0,144;0,816;0,051;0,903;0,024;0,009;0,033;0,124;0,006;;0,015;-0,004;0,411;0,000096667;0,044;0,013;0,002;0,005;-0,002;0,204;0,007;-0,007;-0,002;0,392;0,041;0,005;0,012;0,039;0,012;0,015;0,016;0,004;0,034;-0,003;0,052;0,47;0,058;0,258;0,015;0,026;0,048;0,25;0,006;-0,005;-0,007;0,556;1,083;0,323;1,092;0,002;0,089;0,072;0,49;-0,007;0,028;0,007;-0,003;-0,005;-0,007;-0,002;-0,005;-0,003;0,014;0,021;0,005
Blank corrected based on Raw Data (600);12,50;-0,007;-0,008;0,17;0,827;0,055;0,954;0,023;0,008;0,035;0,128;0,015;;0,017;-0,005;0,422;-1,3878E-17;0,045;0,012;0,001;0,005;-0,002;0,219;0,007;-0,007;-0,002;0,509;0,04;0,006;0,011;0,038;0,011;0,014;0,017;0,005;0,038;-0,004;0,05;0,761;0,062;0,272;0,012;0,028;0,051;0,272;0,006;-0,006;-0,006;0,42;1,076;0,324;1,094;-0,001;0,096;0,076;0,489;-0,007;0,029;0,007;-0,004;-0,004;-0,008;-0,0009;-0,006;-0,003;0,013;0,021;-0,003
Blank corrected based on Raw Data (600);12,67;-0,007;-0,008;0,122;0,853;0,065;0,922;0,023;0,009;0,036;0,131;0,006;;0,016;-0,004;0,487;0,001;0,047;0,013;0,000126667;0,006;-0,002;0,227;0,003;-0,007;-0,003;0,357;0,04;0,009;0,014;0,039;0,012;0,014;0,018;-0,005;0,041;-0,003;0,049;0,658;0,065;0,281;0,018;0,028;0,053;0,245;-0,000873333;-0,006;-0,007;0,494;1,049;0,345;1,097;0,002;0,102;0,08;0,529;-0,007;0,029;0,005;-0,003;-0,004;-0,009;-0,002;-0,006;-0,002;0,014;0,022;0,005
Blank corrected based on Raw Data (600);12,83;-0,007;-0,007;0,132;0,857;0,061;0,982;0,037;0,01;0,025;0,138;0,01;;0,015;-0,003;0,532;-0,000183333;0,051;0,012;0,008;0,007;-0,002;0,224;0,014;-0,007;-0,003;0,379;0,05;0,012;0,014;0,053;0,013;0,014;0,02;0,006;0,054;-0,004;0,049;0,601;0,069;0,298;0,028;0,029;0,058;0,277;0,004;-0,005;-0,006;0,428;1,024;0,359;1,095;0,000316667;0,11;0,058;0,521;-0,005;0,031;0,003;-0,000683333;-0,003;-0,008;-0,002;-0,006;-0,003;0,007;0,022;-0,003
Blank corrected based on Raw Data (600);13,00;-0,007;-0,008;0,163;0,85;0,048;1,004;0,036;0,01;0,026;0,139;0,012;;0,017;-0,002;0,572;0,000843333;0,047;0,015;0,008;0,006;-0,003;0,228;0,006;-0,008;-0,004;0,396;0,049;0,015;0,014;0,052;0,015;0,014;0,02;0,006;0,066;-0,004;0,051;0,603;0,072;0,324;0,025;0,032;0,061;0,375;0,004;-0,003;-0,007;0,657;1,007;0,355;1,091;0,000043333;0,117;0,062;0,515;-0,006;0,031;0,003;-0,003;-0,003;-0,008;-0,003;-0,005;-0,003;0,007;0,022;0,007
Blank corrected based on Raw Data (600);13,17;-0,007;-0,007;0,141;0,886;0,078;0,997;0,024;0,01;0,041;0,144;0,005;;0,015;-0,004;0,575;0,002;0,05;0,014;0,001;0,006;-0,002;0,231;0,007;-0,007;-0,002;0,451;0,044;0,017;0,014;0,039;0,014;0,017;0,019;-0,001;0,076;-0,005;0,053;0,441;0,076;0,33;0,021;0,033;0,06;0,275;0,002;-0,005;-0,006;0,487;1,02;0,368;1,056;0,003;0,126;0,089;0,556;-0,007;0,028;0,002;-0,002;-0,002;-0,009;-0,00019;-0,005;-0,003;0,018;0,023;-0,002
Blank corrected based on Raw Data (600);13,33;-0,006;-0,008;0,153;0,896;0,077;1,002;0,025;0,011;0,046;0,149;0,008;;0,015;-0,004;0,532;0,002;0,058;0,015;0,00048;0,007;-0,00092;0,23;0,003;-0,007;-0,002;0,412;0,046;0,02;0,014;0,042;0,015;0,018;0,021;0,003;0,077;-0,005;0,059;0,451;0,079;0,344;0,024;0,033;0,06;0,294;0,003;-0,005;-0,006;0,514;0,999;0,394;1,018;0,003;0,133;0,086;0,517;-0,007;0,028;-0,004;-0,003;-0,003;-0,008;-0,002;-0,006;-0,003;0,016;0,023;-0,003
